axis,index,coordinate
x,277,9.44808878774629
x,278,9.47481668411998
x,279,9.501522031482642
x,280,9.528205127179781
x,281,9.55486626830916
x,282,9.581505751724086
x,283,9.608123874036718
x,284,9.634720931621386
x,285,9.661297220617863
x,286,9.687853036934694
x,287,9.714388676252463
x,288,9.740904434027104
x,289,9.767400605493185
x,290,9.793877485667183
x,291,9.820335369350794
x,292,9.846774551134192
x,293,9.87319532539932
x,294,9.89959798632317
x,295,9.92598282788105
x,296,9.952350143849864
x,297,9.97870022781138
x,298,10.0050333731555
x,299,10.031349873083526
x,300,10.057650020611423
x,301,10.083934108573086
x,302,10.110202429623598
x,303,10.136455276242488
x,304,10.162692940736985
x,305,10.18891571524528
x,306,10.215123891739768
x,307,10.241317762030318
x,308,10.267497617767493
x,309,10.293663750445825
x,310,10.319816451407043
x,311,10.34595601184333
x,312,10.37208272280055
x,313,10.398196875181506
x,314,10.424298759749163
x,315,10.450388667129891
x,316,10.476466887816711
x,317,10.502533712172516
x,318,10.528589430433303
x,319,10.554634332711423
x,320,10.580668708998786
x,321,10.60669284917011
x,322,10.632707042986137
x,323,10.658711580096867
x,324,10.684706750044779
x,325,10.710692842268047
x,326,10.736670146103783
x,327,10.76263895079124
x,328,10.788599545475037
x,329,10.814552219208386
x,330,10.840497260956296
x,331,10.866434959598811
x,332,10.892365603934206
x,333,10.918289482682212
x,334,10.944206884487235
x,335,10.970118097921555
x,336,10.996023411488558
x,337,11.021923113625942
x,338,11.047817492708907
x,339,11.07370683705341
x,340,11.099591434919327
x,341,11.1254715745137
x,342,11.151347543993925
x,343,11.177219631470967
x,344,11.203088125012572
x,345,11.22895331264646
x,346,11.254815482363554
x,347,11.280674922121168
x,348,11.30653191984622
x,349,11.332386763438441
x,350,11.35823974077357
x,351,11.384091139706575
x,352,11.409941248074846
x,353,11.435790353701401
x,354,11.461638744398098
x,355,11.48748670796883
x,356,11.513334532212738
x,357,11.539182504927409
x,358,11.565030913912087
x,359,11.59088004697087
x,360,11.616730191915915
x,361,11.642581636570654
x,362,11.668434668772985
x,363,11.694289576378484
x,364,11.720146647263608
x,365,11.746006169328894
x,366,11.771868430502185
x,367,11.797733718741808
x,368,11.823602322039806
x,369,11.84947452842513
x,370,11.875350625966837
x,371,11.901230902777323
x,372,11.927115647015517
x,373,11.953005146890082
x,374,11.978899690662637
x,375,12.004799566650957
x,376,12.030705063232194
x,377,12.056616468846075
x,378,12.082534071998122
x,379,12.108458161262865
x,380,12.134389025287051
x,381,12.160326952792856
x,382,12.18627223258111
x,383,12.212225153534494
x,384,12.23818600462078
x,385,12.26415507489603
x,386,12.290132653507825
x,387,12.316119029698477
x,388,12.342114492808253
x,389,12.368119332278598
x,390,12.394133837655355
x,391,12.420158298591993
x,392,12.446193004852827
x,393,12.472238246316241
x,394,12.498294312977936
x,395,12.52436149495413
x,396,12.550440082484812
x,397,12.576530365936952
x,398,12.602632635807755
x,399,12.62874718272789
x,400,12.654874297464712
x,401,12.681014270925518
x,402,12.707167394160772
x,403,12.733333958367357
x,404,12.75951425489181
x,405,12.785708575233567
x,406,12.81191721104821
x,407,12.83814045415071
