investigation,document,page,text
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,192,"171 [28] A. Marchese, T. Vaughn, K. Kroenlein, F. Dryer, Ignition d elay of fatty acid methyl ester fuel droplets: microgravity experiments and detailed nume rical modeling, Proc. Combust. Inst. 33 (2011) 2021 - 2030. [29] T.I. Farouk, Y.C. Liu, A.J. Savas, C.T. Avedisian, F.L. Dr yer, Sub-millimeter sized methyl butanoate droplet combus tion: Microgravity experiments a nd detailed numerical modeling, Proc. Combust. Inst. 34 (2013) 1609-1616. [30] H. Yamada, K. Suzaki, A. Tezaki, Y. Goto, Transition from cool flame to thermal flame in compression ignition process, Combust. Flame 154 (2008) 248-258. [31] K. Zhang, C. Banyon, J. Bugler, H.J. Curran, A. Rodriguez, O. Herbinet, F. BattinLeclerc, C. B'Chir, K.A. Heufer, An updated experimental and ki netic modeling study of n-heptane oxidation, Combust. Flame 172 (2016) 116-135. [32] G. Paczko, N. Peters, K. Seshadri, F.A. Williams, The role of cool-flame chemistry in quasi-steady combustion and extin ction of n-heptane droplets, C ombust. Theory Modell. 18 (2014) 515-531. [33] A. Cuoci, M. Mehl, G. Buzzi-Ferraris, T. Faravelli, D. Manca, E. Ranzi, Autoignition and burning rates of fuel dropl ets under microgravity, Combust. Flame 143 (2005) 211226. [34] J.B. Masurier, F. Foucher, G. Dayma, P."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,194,"173 7.1 ABSTRACT This chapter reports simulation results of oscillatory cool fla me burning of an isolated, sub-millimeter sized n-heptane (n-C 7H16) droplet in a selectively ozone seeded nitrogen-oxygen environments at atmospheric pressure. An evolutionary one-dimensional droplet combustion code, as discussed at length in chapter 2, e ncompassing relevant physics and detailed chemistry was employed to explore the role s of low-temperature chemistry, ozone seeding, and dynamic flame structure on burnin g behaviors. For XO2=21% and a range of selective ozone seeding, near-quasi-steady cool flame burning is achieved directly (without requiring hot flame initiation and r adiative extinction). Under low oxygen index conditions, with 5% ozone seeding (v/v), a nea rly quasi-steady cool flame is initially established that then transitions to a dynam ically oscillating cool flame burning mode until the droplet is completely consumed. It is fo und that the oscillation is initiated by the depletion of fuel vapor-oxidizer layer evolving near the droplet surface and its dynamic re-establishment through liquid vaporization and va por/oxidizer transport."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,194,"A kinetic analysis indicates that the dynamic competition between the reaction classes- (a) degenerate chain branching and (b) chain termination/propagation - along with continuous fuel and oxygen leakage through the flame location contributes to an oscillatory burning phenomena of ever-increasing amplitude. Analysis based on single full-cycle of oscillatory burning shows that the reaction pr ogression matrices (evolution of heat and species) for QOOHchain propagation/termination r eactions directly scales with th e gas phase temperature field. On the contrary, the QOOHdegenerate branching reactions undergoes"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,195,"174 three distinct stages within the same cycle. The coupled flame dynamics and kinetics suggest that in the oscillatory burning mode, kinetic processes dynamically cross through conditions characterizing the negative temperature coefficient (NTC) turnover temperature separating low temperature and NTC kinetic regimes. In addition , a parametric study is conducted to determine the role of ozone seeding level on the o bserved oscillation phenomena. 7.2 INTRODUCTION Numerical analyses of large diameter n-alkane cool flame drople t burning experiments [1, 2] on board the International Space Station (IS S ) [ 3 ] a r e y i e l d i n g fundamental insights of practical relevance to engine knock and multi-stage auto-ignition [4], lean flammability [5] and spacecraft fire safety [1] and to elucidating low and negativetemperature coefficient (NTC) kinetics [6, 7]. These endeavors differ from the cool flame, gas phase premixed/non-premixed flame research [5-13] and involve heat-release/loss rate driven effects present in multi-phase, isolated sphero-symmetric droplet combustion [1-3, 14-19]. The Multi-user Droplet Combusti on Apparatus (MDCA) platform on the ISS [3] has been operated in a mode to initiate cool flame droplet burn ing behavior over a wide range of n-alkane fuels and n-alkane/iso-alkane fuel mixtures, operating pressures, oxygen indices, and diluent compositions."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,195,"Commonly, those experiments that yielded cool flame behavior, required large in itial diameter droplets (D o> ~3.0 mm) and radiative extinction of an initial, hot-flame burning mode. Comprehensive numerical analyses led to a detailed interpretation of the initiation and flame dynamics [15, 19]. I n rare cases, cool flame"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,196,"175 burning was able to be established directly, without incurring an initial hot flame mode and subsequent radiative extinction. Subsequent analyses [18] showed that the overall ignition energy resulting from hotwire heating rate and the heat release from stratified vapor/oxidizer layer oxidation near the drop surface could suff iciently reduce to initiate direct cool flame burning, especially with n-alkanes having fla sh points greater than the initial ambient temperature. Applying the results described in W o n e t a l . [ 9 ] t h a t investigated ozone seeding to r educe chemical induction times f or fuel/oxidizer autoignition, numerical analyse s for isolated droplet condition s with ozone seeding [20] revealed the possibility of achieving direct and sustained cool flame droplet burning behavior for even sub-millimeter sized (Do = 0.5 mm) cases and higher n-alkane fuels. The latter results suggest that cool flame droplet burning should likely be able to be investigated in ground-based, sub-millimeter diameter experiments, yielding substantial advantages in characterizing the chemical characteristics of the cool flame d roplet burning problem. Here, we extend these earlier pr edictions to further elucidate oscillatory droplet burning behaviors that may also be observed in such ground-based research."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,196,"Oscillatory, fully pre-vaporized diffusion flame phenomena have been extensively studied in the past through theoretical, numerical and experimental efforts [21-23]. Farouk and coworkers [17] have recently studied multi-cycle, two-stage (high temperature–cool flame) burning behavior of n-heptane (n-C 7H16) at high pressure (3 atm) and in presence of carbon-dioxide (CO 2) in the diluent composition. The dynamical balance of heat generation from negative-temperature coefficient and hot ignition kinetics and principally, convective/diffusive (not radiative) heat loss to the far-field were shown to be the cause of the oscillatory observations. Cuoci et al. [19] suggested that the oscillatory behavior for n-"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,197,"176 decane (n-C 10H22) droplets (D o~1.0-2.0 mm) could also result from the competition between progressive fuel consumption and slow evolution of gas phase n-C10H22 vapor due to reduced heat feedback to the droplet surface. While these st udies provide insights into the oscillatory cool flame droplet burning for large diameter droplets, neither experimental observations themselves nor their theoretical/computational ana lyses forecast that such behaviors might be present for the small droplet diameters (Do < 1.0 mm) studied in [24]. In this chapter, we numerically investigate the oscillatory coo l flame behavior of O3 assisted sub-millimeter sized (D o=0.5 mm) n-C 7H16 droplet burning at atmospheric conditions (P=1 atm, T=298 K) and two reduced oxygen indices (XO2 = 10% and 15%) that bracket the known limiting oxygen index (LOI) (about 13%) for spherosymmetric nheptane droplet combustion [24]. The establishment of directly induced, near quasi-steady, cool flame burning of small diameter droplets is briefly discus sed first, and subsequently, conditions that result in dynamically oscillating cool flame be havior are compared with this base case. The detailed flame structures are analyzed, and the role of underlying thermo-kinetic/transport properties on oscillatory behaviors is elucidated."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,197,"7.3 NUMERICAL MODELING This numerical study is performed using an evolving sphero-symm etric, multicomponent droplet combustion code , the details of which (both t he physics and the numerical schemes) have been thoroughly presented elsewhere [25 , 26] and references therein. Prominent features of this one-dimensional (1-D) mode l are in its ability to incorporate detailed gas phase kinetics, multi-component transp ort considerations, spectrally resolved radiative i nteractions and thermal perturba tions of microgravity"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,198,"177 experimental observations that o ccur from the presence of tethe r i n g f i b e r s . T h e r e s u l t s presented here were generated fo r an initial droplet diameter o f n-C7H16 fuel of 0.5 mm using two different detailed kine tic models: (a) a detailed mod el (652 species, 2827 elementary reactions) from reference [27]; and (b) a numerical ly reduced model (130 species, 565 elementary reactions) [28] which has been further refined for droplet combustion simulations [15]. Reaction sets of O 3 k i n e t i c s f r o m R e u t e r e t a l . [ 5 ] w e r e appended to the n-C7H16 models. Lastly, n-C 7H16 liquid phase properties were evaluated based on the correlations reported in Daubert and Danner [29]. The kinetic model predictions were extensively validated using gas phase [9, 12, 28], as well as multi-phase experimental targets [15, 17]. T he predictive quality of the r educed version against its detailed counterpart (see Supplementary Figure 7.8) were found to be excellent, including those for multi-component comparisons. Subsequently, further droplet burning predictions were generated using only the reduced kinetic version in order to reduce computational turnaround times. Selective O 3 seeded ambient levels and r educed initiation energy conditions recommended in [20] were employed here in order to a ssure an initial establishment of cool flame burning conditions."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,198,"All the reported simulations a re for atmospheric conditions (1 atm, 298 K). The base case considers X O2 = 10%, X O3 = 5%, balance N 2 that has an oxygen index significantly lower than the n-C7H16 LOI condition. The results presented are for a spatial resolution of 200 grid points (50 in the liquid and 150 in the gas phase) that confirmed a grid independent solution."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,199,"178 7.4 RESULTS AND DISCUSSIONS Figure 7.1 summarizes the temporal evolution of major droplet c ombustion parameters - droplet diameter regression, burning rates (Ko), peak gas temperature (Tmax), flame stand-off ratio (FSR) - as well as the droplet surface St efan flux and liquid surface temperature for two different oxygen indices and the same ozone seeding level (5%). For the XO2 = 21% case, the model predicts an almost immediate establishment of a near-quasisteady cool flame burn (within 6% of the total burn time). For this low flash point fuel (Tflash = 269.3 K), a significant flammable vapor/oxidizer volume is present near the droplet surface initially. Rapid consumption of the mixture results as the initiation energy leads to decomposition of the ozone in the volume, and subsequent reacti on of O atoms with fuel vapor (RH + O  R ̇ + OH), followed by RH + OH R ̇ + H2O and associated heat release. Chemically induced heat release as well as energy supplied by the initiation source provides subsequent heating of the liquid surface [20] and tran sition of the partially premixed reaction near the surface to diffusive cool flame burning. The predicted average quasi-steady state (QSS) cool flame temperature is ~760 K."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,199,"The burning rate evolution shows a negative value during the initial phase due to the ther mal expansion of the liquid droplet and then progresses through a smooth transition – incre asing and then decreasing towards the end of the burn. The FSR evolution during the cool flame burn shows a continually increasing trend due to thermal buffering of the far field that leads to decreased loss of heat from the flame str ucture and an ever-increasing FS R as burning progresses, which is observed in prior sub-millimeter sized n-heptane experiments [24]."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,200,"179 Figure 7.1 Temporal evolution of (a) droplet diameter regressio n and burning rate, (b) peak gas temperature and flame stand-off ratio, and (c) droplet surface temperature and Stefan flux at the droplet surface for n-heptane droplet (D o = 0.5 mm) combustion. Ambient conditions: P = 1 atm, T = 298 K. Details of the gas compositions are in the figure text. For the reduced oxygen index cases, a QSS cool flame is predict ed to occur after an induction time of ~0.12 s, with a discernibly lower cool fla me temperature of ~710 K. Lowering the ambient oxygen level increases the FSR and as a co nsequence, Tmax and Ko decrease significantly from the values for 21% oxygen index. Ev en though the ambient oxygen index is well below the LOI conditions, reactions of the seeded ozone produce"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,201,"180 molecular oxygen, producing a hi gher (effective) oxygen index. After the initial O 3 decomposition stimulates vapor phase oxidation of the fuel, and the local heat release leads to temperatures near the drop surface exceeding 1100 K, the transition to diffusive burning is unstable. The dynamic balance of diffusive-thermo-kinetic te rms, as discussed in [17], stabilizes the flame temperature at around ~710 K for a brief period (till t~0.18 s), at which time an oscillatory/pulsing behavior occurs and continues until combustion ceases with complete loss of liquid phase fuel. During these pulsations, t he FSR, T max, and K o progressively grow in magnitude with each successive pulsation as the droplet burning proceeds (c.f. subplot (a-c)). Consequently, the Stefan flux at t h e d r o p l e t s u r f a c e a l s o follows a similar trend. The droplet diameter regression does n ot show any distinctive changes in its evolution despite the oscillatory pattern of oth er parameters, e.g. T max and FSR. A unique feature of the oscillation is that at every succe ssive cycle, the cyclic amplitudes of FSR and T max increase but their oscillations are out of phase. During each cycle, the FSR maximum occurs for the lowest peak flame tempera ture, with FSR decreasing to its minimum value as the local flame temperature increases to its maximum."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,201,"The differences between the minimum and maximum FSRs and local maximum and the minimum flame temperatures grow over subsequent cycles with a notable decrease in cycle frequency. For example, at ~0.42 s, the peak gas temperature in creases to ~738 K from a plateau of ~696 K, dropping to ~692 K in the next cycle after reaching a value of ~ 742 K. During this time period, the FSR oscillates from ~9.6 to ~6.5 and then ~10.5 to ~ 6.7. With an increase in the ambient index (i.e. X O2 = 15%), a similar pulsing pattern was observed but having lower amplitude and higher frequency (see Figure 7.8 in the supplementary section)."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,202,"181 Figure 7.2 Spatiotemporal evolution of (a) gas phase temperature, (b) Xn-C7H16 with FSR, (c) XCH2O, (e) XO2 with FSR, (f) XO, and (g) XO3 for n-heptane droplet combustion. Subplot (d) and (h) shows Xn-C7H16 and X O2 distribution during the early transients (D o = 0 .5 mm, XO2 = 10%, X O3 = 5%, balance XN2, 1 atm). r gas/rdrop=1 denotes droplet surface. Subplot (a) is rescaled and attache d as supplementary Figure 7.9 for visual clarity."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,203,"182 Figure 7.2 presents the spatiotemporal evolution of the gas pha se temperature and selective species (n-C 7H16, CH 2O, O 3, O 2, and O) to display further insights into the oscillatory flame dynamics. The gas phase temperature instantaneously increases to ~1150 K upon initiation energy depositi on, consuming the initially ev olved stratified fuel vapor/oxidizer layer. As a consequence of the rapid chemical energy heat release, the flame expands radially through the flammable mixture (subplot b), resulting in a gradual decrease in the flame temperature. To accommodate the heat transfer to t he liquid to sustain vaporization, the flame eventually contracts and positions itself closer to the droplet surface having an FSR of ~ 6.5. During this period a cool flame burn ( Tmax ~710 K) is stabilized for a brief period of time before transitioning to a continuous the oscillatory flame mode. It is obvious from the X O2 distribution (subplot e, h) that ozone in the ambient initially dissociates (primarily via O3+N2 → O2+O+N2) from the initial ignition energy deposition and increases the local effec tive oxygen index in the region fr om near 0.10 to near 0.16, which is then maintained at that level as the system attempts t o attain stable burning. As the burn evolves to the oscillatory mode, the peak XO2 in the surrounding is maintained at ~ 0.14."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,203,"A sharp peak in XO is also observed at a normalized radial location of ~ 20 during this initial phase. The peak XO radial location propagates outward as the pulsing cool flame regime progresses and then overlaps with the outer edge of the ozone depletion from the far field concentration (subplot f). For every subsequent pulse , the flame region progressively expands outward, a fraction of the ozone in the outer field is dissociated and locally increases the oxygen index. The evolution of X CH2O shows the onset of the lowtemperature kinetics and its extent during the burn time."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,204,"183 A closer look at the XO2 and Xn-C7H16 spatiotemporal evolution (Figure 7.2 e and h) show the inception of the pulsing behavior. The pulsing initiat es when the X O2 in the reaction zone (i.e., flame location based on peak temperature) approaches ~ 0.12. The local reduction in the oxidizer drives the flame to move outward duri ng which unreacted X O2 diffuses through the reaction zone toward the droplet surface. As the XO2 increases in the reaction zone, the flame temperature increases, the flame contracts, depleting the local XO2, and the cyclic process repeats. As the pulsing progress, the ti me of flame expansion and contraction increases, enabling more XO2 to diffuse through the reaction zone, which results in the progressive increase in Tmax in every pulse. It is interesting to note that at every pulse the flame continues to expand until the X O2 near the droplet surface and close to the fuel vapor layer reaches a value of ~ 0.11. To further understand the kinetic regimes affecting the oscilla tory flame, the temperature and selective low-temperature species evolutionary profile for one complete cycle is presented in Figure 7.3. A temporal window of ~0.558- 0.638 s is chosen as the fluctuation magnitude of both temperature and species are disti nctive at this stage. Figure 7.3 illustrates Tmax and maximum mole fraction of ΣC 7H14O3 and ΣC7H14 profiles."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,204,These two species (with cumulative isomers) are considered to represe nt the extent of influence of hydroperoxyheptyl radical (C 7H14OOH) consumption stemming from the competition between chain propagation/termination and degenerate chain branching reactions [27]. The first reaction class converts C 7H14OOH primarily to n-C 7H14 (chain termination via HO 2 elimination) and C7H14O+OH (chain propagation). The de generate chain branching route converts C 7H14OOH to C 7H14O3 through secondary molecular O 2 addition and internal hydrogen abstraction. The figure indicates that Tmax decreases from a higher value of ~746
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,205,"184 K to a saddle value of ~682 K, and then increases to a higher v alue of ~750 K before entering the next cycle. The evolution of n-C7H14 species can be directly correlated to the temperature progression while the evolution of C 7H14O3 passes through three distinct stages, 1 – 3. Figure 7.3 Temporal evolution of peak X C7H14O3 a n d Xn-C7H14 a n d Tmax for an oscillation cycle between ~0.558-0.638 s for the base case. Solid-dash line demarcates the temperature responsible for driving the C7H14O3 kinetics: threshold temperature for C7H14O3 kinetics. Typically, the maximum favorable temperature for O 2C7H14OOH production hovers around 700 K at atmospheric pressure condition. As the c ycle starts from a higher temperature, the production rate diminishes for O2C7H14OOH (precursor for C7H14O3) and the influence is reflected on C7H14O3 mole fraction evolution and subsequent reduction in heat generation via the exothermic O2C7H14OOH = C7H14O3+OH reaction class. Moreover, the initially high temperature starts to decompose C 7H14O3 through the endothermic reaction class C7H14O3 = R’CHO+R’(CO)R’’+OH (stage 1). The result is a sharp decrease in temperature as the reaction zone cannot sustain the reaction temperature from the"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,206,"185 contribution of exothermic chain branching (QOOH = OH+QO) alone . As a result, the peak n-C7H14 mole fraction also decreases with time. As the temperature dro ps, the slope of the C 7H14O3 profile changes and at ~0.57 s the saddle point ‘ A’ (time-coordinate) is reached, beyond which the C7H14O3 starts to increase (change in slope). It is understandable that the gas phase temperature falls below a ‘threshold value’ that supports C 7H14O3 formation. This reactivates the exothermic O2QOOH = C7H14O3+OH reaction-class and is reflected in the temperature slope change after ~0.58 s. Thus, the simultaneous contribution of heat release from both the degenerate chain branching and ch ain propagation routes enables the peak temperature to recover. This process continues up to point ‘ B’ ~0.63 s where the temperature increases sufficiently to force C 7H14O3 production to essentially cease. In essence, in the pulsing regime, the kinetics processe s switch back and forth crossing the NTC turnover temperature with every pulsation. The dynamic competition of chain branching and propagation/term ination is also explored in terms of the spati otemporal evolution of ketohydrop eroxide (C 7H14O3) and cyclic ether (C7H14O) presented in Figure 7.4, along with an inlay of the rescaled peak gas temperature evolution."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,206,"The result of attempting to achieve a st eady cool flame initially (r/rd<5.0) for such low-level O2 ambient is clearly visible from the quasi-steady evolution of both of these species. Howeve r, as the oscillation grows, th e phase lag between the species starts to become apparent. Chain propagation reactions (QOOH = QO+OH) can be supported at an intermediate temperature (> 800 K) compared to C7H14O3 kinetics at atmospheric pressure condition. Therefore, at temperatures that exceed the necessary temperature condition, an increase of C 7H14O and decrease/near-depletion of C 7H14O3 mole fraction is observed. The temperature response of these two important reaction classes"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,207,"186 (through their representative species peak mole fraction) has b een further examined through analyzing the phase diagram presented in Figure 7.5. The plot covers the time span of the entire oscillatory beha vior (t>0.125 s) excluding the dy namic initiation phase, and the inset illustrates the magnified view of one representative complete oscillation cycle (t~0.636-0.725 s). The centroid of each of the subplots indicat es the inception of flame oscillation that then grows with time. The C 7H14O3 and C 7H14O have semi-oval and skewed-ellipsoidal responses with temperature. The skewed natur e of C 7H14O clearly suggests that the production rate of chain propagation reaction couples with the temperature fluctuation and is favored at higher temperatures. On the other hand, the semioval shape of C 7H14O3 denotes the presence of a phase lag and corroborates the earli er discussion of the three-stage temperature response over an oscillation. It also indicates that C7H14O3 kinetics is favored at a lower temperature. Similar response behaviors have been observed in [11] for a near-limit cool flame in a counterflow diffusion flame configuration. Figure 7.4. Spatiotemporal evolution of (a) X C7H14O and (b) X C7H14O3 for n-heptane droplet combustion (do = 0.50 mm, X O2 = 10%, X O3 = 5%, balance X N2, 1 atm). r gas/rdrop=1 denotes the droplet surface."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,208,"187 Figure 7.5 Phase diagram summarizing the response of peak (a) X C7H14O and (b) X C7H14O3 t o temperature over the entire oscillatory time period for the base case. The start and end of the pulsing regime are denoted with the closed and open circle symbol. Subp lot (a) inset: magnified view at t~0.636-0.725 s. In the oscillatory mode of the cool flame burning, the spatial influence of the pulse progressively increases affecting the outer field. This is indicative of the fact that at every pulse, unburnt fuel and fuel fragment continue to build up in t he outer region. Figure 7.6 illustrates the Xn-C7H16 evolution over time (t~0.48-0.56 s) at three different radial locations with respect to the FSR. Significant amounts of fuel and other fuel-derived species diffuse radially outward through the flame location without being fully consumed by oxidation processes. As a result, a radial growth of the species distribu tion is observed after every oscillation cycle and there is a build-up of unreacted fuel fragments in the far field as time progresses. For the time-window reported in Figure 7.6, ~34-46 % and ~ 13-27% of the fuel vapor within the flame volume escapes the flame zone unrea cted and appears at 1.5xFSR and 2.0xFSR respectively. Unreacted fuel vapor and inte rmediate species (its"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,209,"188 derived species/products) continuously pass through the partial ly-oxidized cool flame location, and their accumulation affects the subsequent growth of the oscillatory behavior outside the peak maximum temperature location. Figure 7.6 Temporal evolution of n-C 7H16 mole fraction over time window ~0.48-0.58 s at three different spatial locations for the base case. To assess the influence of ozone in the pulsing behavior, simul ations were conducted for a range of ozone loadings. The temporal evolution of Tmax for these cases is summarized in Figure 7.7. It is clear that the ozone content of the ambient strongly influences the oscillation patterns. For an oxygen index that i s lower than the LOI, the pulsing magnitude decreases with increasing ozone loading. In a ddition, the pulse frequency is also found to increase as the ozone fraction is in creased. For a critical ozone level of XO3 = 6.0%, the system transitions to hot-flame burning. It can be inferred from the analysis that under near limit conditions (i.e. LOI) the oz one which was introduced to permit direct initiation of cool flame burning also perturbs the cool flame burning behavior. However, this perturbation effect diminishes and becomes small when larger oxygen index conditions are applied."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,210,"189 Figure 7.7 Temporal evolution of peak gas temperature under dif ferent O3 mole fractions (see the legend) for n-C7H16 droplet (Do = 0.5 mm) combustion. Ambient condition: P = 1 atm, T = 298 K, XO2 = 10% with balance XN2. 7.5 CONCLUDING REMARKS The dynamics of near-limit cool flame burning of isolated sub- millimeter sized nheptane (n-C 7H16) droplet (D o = 0.5 mm) has been numeric ally investigated under atmospheric pressure condition. To provide the necessary near limit constraint, the oxygen in the ambient was set to a value that is lower than the limiting oxygen index (LOI) criteria for n-C7H16 and ozone (O3) was seeded (5% v/v) to the ambient to accomplish cool flame initiation. Based on the detailed analysis, the following featu res can be drawn as highlighting points for this computational study. 1. At an atmospheric O2 concentration (21%) with 5% O3 (both v/v), sub-millimeter sized n-C7H16 droplet attains direct initiation of cool flame upon ignition e nergy initialization. Heat feedback to the droplet surface stemming from the consequence of ‘pre-vaporized fuel + atomic O’ reaction contributes as secondary initiation energy. 2. For the exemplary reduced O 2 case (10%), the resultant ignition energy escalates the local gas phase temperature ~1150 K, consuming the fuel vapor n ear the droplet, and"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,211,"190 simultaneously increasing the O 2 mole fraction ~16% (v/v) following the decomposition of O3. Due to the diffusive/thermo-kinetic balance of heat generatio n, the system attains a quasi-steady cool flame burn for a brief period of time which then enters an ever-oscillatory low-temperature cool flame burn. 3. It is found that within each full oscillatory cycle, the maximu m local gas phase temperature (i.e., flame) resides closest to the droplet, and the flame positions itself to the furthest radial location when its value reaches the cycle minima. At each successive pulse, the flame region (including the reaction zone) progressively grows outward as a result of continuous fuel leakage through the flame location. 4. The inception of oscillation is initiated by the local depletio n of O2 below the critical mole fraction of 12%. This reduction of O2 compels the flame to grow outside to meet the O2 requirement for spherical diffusion flame. 5. Further analyses indicate that the dynamic interaction of degen erate chain branching and chain termination/propagation reaction classes of QOOH asso ciated with the low temperature and NTC kinetic regimes, and continuous fuel leakag e across the flame location contribute to the ever-increasing trends of the oscillation magnitude."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,211,"It is found that while the progression of QOOH chain propagation/termination reaction class directly correlates with the gas phase temperature field within a full oscillation cycle, the QOOHdegenerate branching reactions undergo three distinct stages wi thin the same oscillation cycle. The oscillatory burning, which essentia lly is a perturbation effect resulting from the presence of ozone, is prominent under low ozone loading and diminishes as the ozone fraction in the system is increased."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,212,"191 7.6 SUPPLEMENTARY FIGURES Figure 7.8 Temporal evolution of (a) burning rate, (b) peak gas temperature, and (c) flame standoff ratio for initial n-C 7H16 d r o p l e t d i a m e t e r Do = 0 . 5 m m . T h r e e d i f f e r e n t O2 mole fraction is considered- X O2=10% (blue), X O2=15% (green) and X O2=21% (magenta). X O2=21% case is simulated employing both the r educed and detailed kinetic model s. Ambient condition: X O3=5% with balanced O2 and N2. Initial ignition energy is ~0.4 J, P=1 atm and T=298 K."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,214,"193 7.7 REFERENCES [1] V. Nayagam, D.L. Dietrich, P.V. Ferkul, M.C. Hicks, F.A. Wi lliams, Can cool flames support quasi-steady alkane droplet burning?, Combustion and Fl ame, 159 (2012) 35833588. [2] V. Nayagam, D.L. Dietrich, M.C. Hicks, F.A. Williams, Cool- flame extinction during n-alkane droplet combustion in m icrogravity, Combustion and Fla me, 162 (2015) 21402147. [3] D. Dietrich, V. Nayagam, M. Hicks, P. Ferkul, F. Dryer, T. Farouk, B. Shaw, H. Suh, M. Choi, Y. Liu, C.T. Avedisian, F. Williams, Droplet Combustio n Experiments Aboard the International Space Station, Microgravity Sci. Technol., 26 (2014) 65-76. [4] J.E. Dec, Advanced compressi on-ignition engines—understandi ng the in-cylinder processes, Proceedings of the Combustion Institute, 32 (2009) 2727-2742. [5] C.B. Reuter, S.H. Won, Y. Ju, Experimental study of the dyn amics and structure of self-sustaining premixed cool flames using a counterflow burner , Combust. Flame, 166 (2016) 125-132. [6] W. Liang, C.K. Law, Extended flammability limits of n-heptane/air mixtures with cool flames, Combustion and Flame, 185 (2017) 75-81. [7] C.B. Reuter, M. Lee, S.H. Won, Y. Ju, Study of the low-temperature reactivity of large n-alkanes through cool diffusion flame extinction, Combustion and Flame, 179 (2017) 2332. [8] R. Fairlie, J.F. Griffiths, K.J. Hughes, H."
