principal_investigator,test_id,test_date,gmt_day,sample_number,material_raw,flow_restrictor,fan_display_raw,air_display_raw,radiometer_gain,frames_shot_raw,o2_initial_pct,o2_final_pct,co2_initial_pct,co2_final_pct,co_initial_ppm,co_final_ppm,material_family,material_form,thickness_mm,width_cm,exposed_faces,sample_color,diameter_mm,outcome,flow_ramp_ambiguous,flow_steps,flow_first,flow_min,flow_max,flow_decreasing,o2_initial_pct_censored,o2_final_pct_censored,co2_initial_pct_censored,co2_final_pct_censored,co_initial_ppm_censored,co_final_ppm_censored,o2_gained,co_negative,o2_consumed_pct,fan_display,frames_shot,investigation,source,gravity
Fernandez-Pello,P14,6/23/2014,174,189M,1/4 blac rod,2,46   41,5 low (.85 .4 .32),250,162,18.4,18.0,0.34,0.62,3.0,90.0,PMMA,rod,,,,black,6.35,,True,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,False,0.3999999999999986,,162.0,PSI-25,experiment,microgravity
Fernandez-Pello,P15,6/23/2014,174,190M,1/4 black rod,2,46   41,5 (0.36),250   50,170,18.0,17.5,0.62,1.11,90.0,108.0,PMMA,rod,,,,black,6.35,,True,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,False,0.5,,170.0,PSI-25,experiment,microgravity
Fernandez-Pello,P16,7/22/2014,203,191m,"1/4"" black rod",2,49  62  44  41.5  41 (pots 1.3   2.8   0.7   0.4   0.36   0.32),5 8 2 low,250  50,129,18.2,17.4,0.3,0.92,0.0,56.0,PMMA,rod,,,,black,6.35,,False,3.0,5.0,2.0,8.0,True,False,False,False,False,False,False,False,False,0.8000000000000007,,129.0,PSI-25,experiment,microgravity
Fernandez-Pello,P17,7/29/2014,210,192m,"1/4"" black rod",2,60  52  48  233  48  41 (2.6   1.6   1.2   10   1.2   0.36   0.34),5 3 2 22 2 low,250,186,16.8,16.5,0.95,1.34,57.0,68.0,PMMA,rod,,,,black,6.35,,False,5.0,5.0,2.0,22.0,True,False,False,False,False,False,False,False,False,0.3000000000000007,,186.0,PSI-25,experiment,microgravity
Fernandez-Pello,P18,7/30/2014,211,193m,"1/4"" black rod",2,55  47  etc (pot 1  2  1  2   etc),2 0 2 0 etc,250,280,20.0,19.0,0.34,1.2,1.0,26.0,PMMA,rod,,,,black,6.35,,False,4.0,2.0,0.0,2.0,True,False,False,False,False,False,False,False,False,1.0,,280.0,PSI-25,experiment,microgravity
Fernandez-Pello,P19,7/22/2014,203,194m,"1/4"" black rod",2,49  62  44  41.5  122   41 (pots 1.3   2.8   0.7   0.4   0.36   10.   0.32),5 8 2 max 0,250   50,279,17.5,16.7,0.9,1.61,54.0,94.0,PMMA,rod,,,,black,6.35,,False,4.0,5.0,0.0,8.0,True,False,False,False,False,False,False,False,False,0.8000000000000007,,279.0,PSI-25,experiment,microgravity
Fernandez-Pello,P20,7/30/2014,211,195m,"1/4"" black rod",2,55  47  etc (pot 1  2  1  2   etc),2 0 2 0 etc,50,311,19.0,18.2,0.34,1.05,2.0,78.0,PMMA,rod,,,,black,6.35,,False,4.0,2.0,0.0,2.0,True,False,False,False,False,False,False,False,False,0.8000000000000007,,311.0,PSI-25,experiment,microgravity
Fernandez-Pello,P21a,6/23/2014,174,196M,1/4 black rod,2,46,5,250,57,16.3,16.3,0.96,1.0,86.0,94.0,PMMA,rod,,,,black,6.35,,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,False,0.0,46.0,57.0,PSI-25,experiment,microgravity
Fernandez-Pello,P21b,6/23/2014,174,196M,"1/4"" black rod",2,46,5,250,14,16.3,16.3,1.0,1.03,94.0,98.0,PMMA,rod,,,,black,6.35,,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,False,0.0,46.0,14.0,PSI-25,experiment,microgravity
Fernandez-Pello,P22a,7/8/2014,189,200m,"3/8"" black rod",2,5   0.36   0.32 ext after some time,5 down to ext,250>50,83,20.8,0.6,0.32,,4.0,,PMMA,rod,,,,black,9.525,extinction,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,,20.2,,83.0,PSI-25,experiment,microgravity
Fernandez-Pello,P22b,7/8/2014,189,200m,"3/8"" black rod",2,5   p.36   0.34   0.33   0.32   0.31 ext,5 down to ext,50,155,20.0,39.1,,1.09,,239.0,PMMA,rod,,,,black,9.525,extinction,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,True,,,,155.0,PSI-25,experiment,microgravity
Fernandez-Pello,P23,7/30/2014,211,201m,"3/8"" black rod",2,55  47  etc (pot 1  2  1  2   etc),2 0 2 0 etc,50,242,18.2,17.0,1.05,2.08,78.0,159.0,PMMA,rod,,,,black,9.525,,False,4.0,2.0,0.0,2.0,True,False,False,False,False,False,False,False,False,1.1999999999999993,,242.0,PSI-25,experiment,microgravity
Fernandez-Pello,P24,7/30/2014,211,819L,"3/8"" black rod",2,55  47  etc (pot 1  2  1  2   etc),2 0 2 0 etc,250>50,308,19.0,17.5,1.2,2.24,26.0,260.0,PMMA,rod,,,,black,9.525,,False,4.0,2.0,0.0,2.0,True,False,False,False,False,False,False,False,False,1.5,,308.0,PSI-25,experiment,microgravity
Fernandez-Pello,P25,7/8/2014,189,217m,"3/8"" clear rod",2,5   p.36   0.34   0.33   0.32   0.31 ext,5 down to ext,50,246,20.9,20.2,0.38,1.0,43.0,205.0,PMMA,rod,,,,clear,9.525,extinction,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,False,0.6999999999999993,,246.0,PSI-25,experiment,microgravity
T'ien,T1,2/14/2014,45,128,2 cm SIBAL,2,80,10,50,85,18.5,18.5,0.35,0.41,0.0,40.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,1.0,10.0,10.0,10.0,,False,False,False,False,False,False,False,False,0.0,80.0,85.0,PSI-25,experiment,microgravity
T'ien,T2,2/14/2014,45,129,2 cm SIBAL,2,80   59   55,9 5 4,50,100,18.5,18.5,0.41,0.45,40.0,78.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,3.0,9.0,4.0,9.0,True,False,False,False,False,False,False,False,False,0.0,,100.0,PSI-25,experiment,microgravity
T'ien,T3,6/27/2014,178,182m,4 cm spherical section,2,63,10,250,166,17.2,16.8,0.42,0.7,45.0,113.0,PMMA,sphere,,4.0,,,,,False,1.0,10.0,10.0,10.0,,False,False,False,False,False,False,False,False,0.3999999999999986,63.0,166.0,PSI-25,experiment,microgravity
T'ien,T4,2/14/2014,45,130,2 cm SIBAL,2,80   46,9 1,50,97,18.7,18.7,0.44,0.45,59.0,72.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,9.0,1.0,9.0,True,False,False,False,False,False,False,False,False,0.0,,97.0,PSI-25,experiment,microgravity
T'ien,T5,4/10/2014,100,131,2 cm SIBAL,2,2.72   0.50   0.42,10 2 1,50,100,18.8,18.9,0.2,0.25,2.0,41.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,3.0,10.0,1.0,10.0,True,False,False,False,False,False,False,True,False,,,100.0,PSI-25,experiment,microgravity
T'ien,T6,4/10/2014,100,132,2 cm SIBAL,2,,5 2 1 <1,50,117,18.8,18.8,0.24,0.28,39.0,77.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,4.0,5.0,1.0,5.0,True,False,False,False,False,False,False,False,False,0.0,,117.0,PSI-25,experiment,microgravity
T'ien,T7,7/9/2014,190,182m,4 cm spherical section,2,3.4   67,10 5 3 1 decr,250,299,17.3,17.1,0.32,0.59,49.0,140.0,PMMA,sphere,,4.0,,,,,False,4.0,10.0,1.0,10.0,True,False,False,False,False,False,False,False,False,0.1999999999999993,,299.0,PSI-25,experiment,microgravity
T'ien,T9,6/24/2018,175,133M,2 cm SIBAL,2,pot 2.5,10,250,48,16.4,16.4,0.3,0.31,0.0,9.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,1.0,10.0,10.0,10.0,,False,False,False,False,False,False,False,False,0.0,,48.0,PSI-25,experiment,microgravity
T'ien,T10,6/24/2014,175,134M,2 cm SIBAL,2,pot 1.1,5,250,43,16.4,16.5,0.31,0.33,9.0,14.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,True,False,,,43.0,PSI-25,experiment,microgravity
T'ien,T11,6/27/2014,178,135m,2 cm SIBAL,2,48,5,250,109,17.1,17.0,0.35,0.39,1.0,45.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,False,0.10000000000000142,48.0,109.0,PSI-25,experiment,microgravity
T'ien,T12,6/27/2014,178,136m,2 cm SIBAL,2,pot 1.1,5,250,39,16.8,16.9,0.7,0.7,113.0,117.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,True,False,,,39.0,PSI-25,experiment,microgravity
T'ien,T13,4/10/2014,100,137,2 cm SIBAL,2,,5 1,50,55,17.5,17.6,0.19,0.2,2.0,12.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,5.0,1.0,5.0,True,False,False,False,False,False,False,True,False,,,55.0,PSI-25,experiment,microgravity
T'ien,T14,6/27/2014,178,140m,2 cm SIBAL,2,,5 3,250,119,16.9,16.9,0.7,0.72,117.0,152.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,5.0,3.0,5.0,True,False,False,False,False,False,False,False,False,0.0,,119.0,PSI-25,experiment,microgravity
T'ien,T15,2/14/2014,45,138,2 cm SIBAL,0,80122,9 29,50,46,18.7,18.7,0.45,0.51,72.0,102.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,9.0,9.0,29.0,False,False,False,False,False,False,False,False,False,0.0,80122.0,46.0,PSI-25,experiment,microgravity
T'ien,T16,4/10/2014,100,139,2 cm SIBAL,2,,5 3,50,100,17.6,17.5,0.21,0.21,17.0,41.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,5.0,3.0,5.0,True,False,False,False,False,False,False,False,False,0.10000000000000142,,100.0,PSI-25,experiment,microgravity
T'ien,T17,6/27/2014,178,142m,2 cm SIBAL,0,,6 53,250,83,16.9,16.9,0.72,0.75,152.0,190.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,6.0,6.0,53.0,False,False,False,False,False,False,False,False,False,0.0,,83.0,PSI-25,experiment,microgravity
T'ien,T18,6/24/2018,175,141M,2 cm SIBAL,2,,5 2,250,49,17.4,17.4,0.36,0.38,2.0,22.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,5.0,2.0,5.0,True,False,False,False,False,False,False,False,False,0.0,,49.0,PSI-25,experiment,microgravity
T'ien,T19,7/9/2014,190,143m,1 cm SIBAL,2,68.5   pot 3.6,11,250,73,17.2,17.2,0.29,0.31,1.0,20.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,False,1.0,11.0,11.0,11.0,,False,False,False,False,False,False,False,False,0.0,,73.0,PSI-25,experiment,microgravity
T'ien,T20,7/9/2014,190,144m,1 cm SIBAL,2,3.6   0.9,11 3,250,117,17.2,17.2,0.31,0.31,20.0,34.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,False,2.0,11.0,3.0,11.0,True,False,False,False,False,False,False,False,False,0.0,,117.0,PSI-25,experiment,microgravity
T'ien,T21,7/9/2014,190,145m,1 cm SIBAL,0,1.6 pot   52,11 max(47),250,151,17.2,17.2,0.31,0.32,34.0,45.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,True,1.0,11.0,11.0,11.0,,False,False,False,False,False,False,False,False,0.0,,151.0,PSI-25,experiment,microgravity
T'ien,T22,7/9/2014,190,146m,1 cm SIBAL,2,3.4   1.7,10 5,250,38,17.1,17.0,0.59,0.62,140.0,162.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,False,2.0,10.0,5.0,10.0,True,False,False,False,False,False,False,False,False,0.10000000000000142,,38.0,PSI-25,experiment,microgravity
T'ien,T23,7/9/2014,190,133m,2 cm Sibal moved igniter,2,3.3   66,10,250,203,17.2,17.3,0.32,0.32,45.0,49.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,1.0,10.0,10.0,10.0,,False,False,False,False,False,False,True,False,,,203.0,PSI-25,experiment,microgravity
T'ien,T24,7/9/2014,190,133m,1 cm SIBAL top side ign,2,3.3 66,10,250,130,18.2,18.2,0.51,0.53,85.0,107.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,False,1.0,10.0,10.0,10.0,,False,False,False,False,False,False,False,False,0.0,,130.0,PSI-25,experiment,microgravity
T'ien,T25,8/4/2014,216,138m,2 cm SIBAL,1,53   45,5 2.5,250,75,20.8,20.7,0.36,0.39,-1.0,17.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,5.0,2.5,5.0,True,False,False,False,False,False,False,False,True,0.10000000000000142,,75.0,PSI-25,experiment,microgravity
T'ien,T26,8/4/2014,216,137m,2 cm SIBAL,1,53   45,5 2.5,250,87,20.8,20.7,0.36,0.43,-1.0,24.0,SIBAL cotton-fiberglass,fabric,,2.0,,,,,False,2.0,5.0,2.5,5.0,True,False,False,False,False,False,False,False,True,0.10000000000000142,,87.0,PSI-25,experiment,microgravity
T'ien,T27,8/4/2014,216,146m,1 cm SIBAL,1,53   45,5 2,250,58,20.7,20.6,0.41,0.42,-1.0,9.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,False,2.0,5.0,2.0,5.0,True,False,False,False,False,False,False,False,True,0.09999999999999787,,58.0,PSI-25,experiment,microgravity
T'ien,T28a,8/4/2014,216,144m,1 cm SIBAL,1,53,5,250,19,20.7,0.9,0.41,,-1.0,,SIBAL cotton-fiberglass,fabric,,1.0,,,,,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,False,True,19.8,53.0,19.0,PSI-25,experiment,microgravity
T'ien,T28b,8/4/2014,216,144m,1 cm SIBAL,1,53,5,250,27,20.7,40.4,,0.42,,2.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,False,1.0,5.0,5.0,5.0,,False,False,False,False,False,False,True,,,53.0,27.0,PSI-25,experiment,microgravity
T'ien,T29,8/4/2014,216,145m,1 cm SIBAL,1,53   43,5 2(?),250,60,20.7,20.5,0.41,0.44,-1.0,10.0,SIBAL cotton-fiberglass,fabric,,1.0,,,,,True,2.0,5.0,2.0,5.0,True,False,False,False,False,False,False,False,True,0.1999999999999993,,60.0,PSI-25,experiment,microgravity
