test_id,flex_identifier,test_date,test_gmt,fuel,pressure_mmhg,o2_frac,n2_frac,co2_frac,he_frac,d0_mm,dext_mm,burning_rate_mm2_s,burn_time_s,test_end,burn_time_s_approx,pressure_atm,extinction,investigation,source,gravity
130,C13H201,9/17/2010,3:55:59,Heptane,537.2,0.17,0.38,0.45,0.0,2.91,2.89,0.05,0.6,Extinction,False,0.7068421052631579,1,PSI-69,experiment,microgravity
134,C21H401,10/6/2010,14:57:06,Heptane,767.2,0.24,0.56,0.2,0.0,3.66,2.88,0.56,9.2,Extinction,False,1.0094736842105263,1,PSI-69,experiment,microgravity
135,C21H501,10/6/2010,16:22:15,Heptane,768.2,0.24,0.56,0.2,0.0,2.78,0.0,0.59,10.8,Completion,False,1.0107894736842107,0,PSI-69,experiment,microgravity
136,C21H302,10/6/2010,17:30:58,Heptane,768.1,0.24,0.56,0.2,0.0,3.08,,0.51,17.0,Completion,False,1.010657894736842,0,PSI-69,experiment,microgravity
140,C14M101,11/4/2010,16:52:39,Methanol,533.5,0.15,0.35,0.5,0.0,3.98,3.95,0.2,1.3,Extinction,False,0.7019736842105263,1,PSI-69,experiment,microgravity
141,C14M201,11/4/2010,18:07:51,Methanol,534.1,0.15,0.35,0.5,0.0,2.86,2.73,0.3,2.3,Extinction,False,0.7027631578947369,1,PSI-69,experiment,microgravity
142,C14M301,11/4/2010,19:11:39,Methanol,534.5,0.15,0.35,0.5,0.0,1.86,1.48,0.39,3.4,Extinction,False,0.7032894736842106,1,PSI-69,experiment,microgravity
143,C14M302,11/4/2010,20:19:22,Methanol,534.7,0.15,0.35,0.5,0.0,2.25,2.06,0.36,2.7,Extinction,False,0.7035526315789474,1,PSI-69,experiment,microgravity
144,C01M101,11/16/10,9:42:08,Methanol,761.9,0.2,0.75,0.05,0.0,3.53,1.53,0.45,23.8,Extinction,False,1.0025,1,PSI-69,experiment,microgravity
145,C01M201,11/16/10,10:21:24,Methanol,763.5,0.2,0.75,0.05,0.0,3.33,1.61,0.45,20.0,Extinction,False,1.0046052631578948,1,PSI-69,experiment,microgravity
146,C01M301,11/16/10,10:54:23,Methanol,765.5,0.2,0.75,0.05,0.0,4.35,1.95,0.41,39.2,Extinction,False,1.007236842105263,1,PSI-69,experiment,microgravity
147,C13M102,9/13/2010,17:35:49,Methanol,535.7,0.17,0.38,0.45,0.0,3.02,2.49,0.4,7.8,Extinction,False,0.7048684210526316,1,PSI-69,experiment,microgravity
150,C01H302,11/18/10,10:17:02,Heptane,767.6,0.2,0.75,0.05,0.0,3.18,2.54,0.46,8.0,Extinction,False,1.01,1,PSI-69,experiment,microgravity
151,C03M101,12/8/2010,18:31:22,Methanol,762.5,0.18,0.67,0.15,0.0,3.86,,0.36,31.3,Completion,False,1.0032894736842106,0,PSI-69,experiment,microgravity
152,C03M201,12/8/2010,20:10:32,Methanol,765.0,0.18,0.67,0.15,0.0,3.33,1.23,0.43,23.2,Extinction,False,1.006578947368421,1,PSI-69,experiment,microgravity
153,C03M301,12/8/2010,21:08:17,Methanol,765.6,0.18,0.67,0.15,0.0,2.78,1.19,0.42,15.7,Extinction,False,1.0073684210526317,1,PSI-69,experiment,microgravity
154,C03H101,12/9/2010,16:02:14,Heptane,762.3,0.18,0.67,0.15,0.0,3.7,3.6,0.34,2.2,Extinction,False,1.0030263157894737,1,PSI-69,experiment,microgravity
155,C03H201,12/9/2010,17:49:08,Heptane,764.9,0.18,0.67,0.15,0.0,2.73,2.52,0.39,2.7,Extinction,False,1.0064473684210526,1,PSI-69,experiment,microgravity
156,C03H401,12/9/2010,19:12:27,Heptane,765.7,0.18,0.67,0.15,0.0,1.34,0.45,0.48,3.2,Completion,False,1.0075,0,PSI-69,experiment,microgravity
157,C05M101,12/14/10,13:41:00,Methanol,762.1,0.16,0.59,0.25,0.0,4.24,3.96,0.3,7.6,Extinction,False,1.002763157894737,1,PSI-69,experiment,microgravity
158,C05M201,12/14/10,14:30:46,Methanol,764.4,0.16,0.59,0.25,0.0,3.7,3.22,0.37,10.1,Extinction,False,1.0057894736842106,1,PSI-69,experiment,microgravity
159,C05M301,12/14/10,15:17:59,Methanol,765.5,0.16,0.59,0.25,0.0,2.71,1.34,0.38,14.9,Extinction,False,1.007236842105263,1,PSI-69,experiment,microgravity
160,C05M401,12/14/10,17:51:58,Methanol,767.6,0.16,0.59,0.25,0.0,2.77,1.52,0.38,14.8,Extinction,False,1.01,1,PSI-69,experiment,microgravity
161,C06M101,12/28/10,11:41:39,Methanol,763.3,0.15,0.54,0.32,0.0,3.72,3.5,0.28,6.0,Extinction,False,1.0043421052631578,1,PSI-69,experiment,microgravity
162,C06M201,12/28/10,12:05:23,Methanol,764.4,0.15,0.53,0.32,0.0,3.05,2.54,0.37,8.5,Extinction,False,1.0057894736842106,1,PSI-69,experiment,microgravity
163,C06M301,12/28/10,13:00:43,Methanol,765.9,0.15,0.53,0.32,0.0,2.59,1.63,0.37,11.6,Extinction,False,1.0077631578947368,1,PSI-69,experiment,microgravity
164,C06M401,12/28/10,13:36:43,Methanol,766.1,0.15,0.53,0.32,0.0,2.59,1.79,0.42,8.9,Extinction,False,1.0080263157894738,1,PSI-69,experiment,microgravity
165,C03H302,12/9/2010,18:51:34,Heptane,765.4,0.18,0.67,0.15,0.0,1.96,1.39,0.54,3.9,Extinction,False,1.0071052631578947,1,PSI-69,experiment,microgravity
166,C07M101,1/12/2011,21:56:45,Methanol,760.8,0.14,0.5,0.36,0.0,3.22,3.08,0.28,3.4,Extinction,False,1.0010526315789474,1,PSI-69,experiment,microgravity
167,C07M201,1/12/2011,22:11:40,Methanol,761.6,0.14,0.5,0.36,0.0,2.32,1.84,0.37,5.9,Extinction,False,1.0021052631578948,1,PSI-69,experiment,microgravity
169,C15M201,1/18/2011,14:19:29,Methanol,766.1,0.21,0.64,0.15,0.0,3.05,1.28,0.51,16.7,Extinction,False,1.0080263157894738,1,PSI-69,experiment,microgravity
170,C15M301,1/18/2011,15:58:46,Methanol,766.7,0.21,0.64,0.15,0.0,3.53,1.59,0.46,23.6,Extinction,False,1.0088157894736842,1,PSI-69,experiment,microgravity
171,C03H501,2/21/2011,17:56:40,Heptane,759.9,0.18,0.67,0.15,0.0,3.74,3.68,0.35,2.8,Extinction,False,0.9998684210526315,1,PSI-69,experiment,microgravity
172,C03H601,2/21/2011,19:07:48,Heptane,762.0,0.18,0.67,0.15,0.0,2.4,1.96,0.46,4.4,Extinction,False,1.0026315789473683,1,PSI-69,experiment,microgravity
176,C08M501,4/18/2011,20:27:36,Methanol,536.9,0.24,0.56,0.2,0.0,4.53,,0.46,38.2,Extinction,False,0.7064473684210526,1,PSI-69,experiment,microgravity
177,C08M601,4/18/2011,20:52:24,Methanol,537.0,0.24,0.56,0.2,0.0,3.02,1.35,0.52,14.5,Extinction,False,0.7065789473684211,1,PSI-69,experiment,microgravity
178,C09H501,4/20/2011,17:56:25,Heptane,533.6,0.23,0.52,0.25,0.0,3.32,2.61,0.5,8.9,Extinction,False,0.7021052631578948,1,PSI-69,experiment,microgravity
180,C02H101,4/20/2011,20:00:24,Heptane,758.4,0.19,0.71,0.1,0.0,3.4,3.13,0.41,4.5,Extinction,False,0.9978947368421053,1,PSI-69,experiment,microgravity
181,C02H201,4/20/2011,21:14:08,Heptane,759.1,0.19,0.71,0.1,0.0,2.48,1.68,0.49,7.0,Extinction,False,0.9988157894736842,1,PSI-69,experiment,microgravity
183,C09M501,8/8/2011,13:14:11,Methanol,534.4,0.23,0.52,0.25,0.0,3.72,,0.53,26.2,Extinction,False,0.7031578947368421,1,PSI-69,experiment,microgravity
184,C09M502,8/8/2011,13:30:14,Methanol,535.1,0.23,0.52,0.25,0.0,3.42,,0.51,15.8,Extinction,False,0.7040789473684211,1,PSI-69,experiment,microgravity
185,C09M601,8/8/2011,13:42:04,Methanol,535.2,0.23,0.52,0.25,0.0,2.8,1.33,0.51,12.7,Extinction,False,0.7042105263157895,1,PSI-69,experiment,microgravity
186,C09M701,8/8/2011,14:52:15,Methanol,536.2,0.23,0.52,0.25,0.0,2.47,1.21,0.52,9.2,Extinction,False,0.7055263157894738,1,PSI-69,experiment,microgravity
187,C02M101,8/8/2011,16:16:48,Methanol,758.0,0.19,0.71,0.1,0.0,3.38,1.29,0.47,21.8,Extinction,False,0.9973684210526316,1,PSI-69,experiment,microgravity
188,C02M201,8/8/2011,17:49:19,Methanol,758.1,0.19,0.71,0.1,0.0,2.47,1.08,0.46,11.0,Extinction,False,0.9975,1,PSI-69,experiment,microgravity
189,C03M501,8/9/2011,10:53:21,Methanol,761.2,0.18,0.67,0.15,0.0,3.77,1.78,0.42,30.5,Extinction,False,1.0015789473684211,1,PSI-69,experiment,microgravity
190,C03M601,8/9/2011,12:28:41,Methanol,764.6,0.18,0.67,0.15,0.0,2.74,0.95,0.5,14.0,Extinction,False,1.0060526315789473,1,PSI-69,experiment,microgravity
191,C03M701,8/9/2011,12:46:53,Methanol,765.3,0.18,0.67,0.15,0.0,1.76,0.81,0.46,5.5,Extinction,False,1.0069736842105264,1,PSI-69,experiment,microgravity
192,C04M101,8/9/2011,17:07:27,Methanol,759.5,0.17,0.63,0.2,0.0,3.46,,0.39,21.8,Extinction,False,0.9993421052631579,1,PSI-69,experiment,microgravity
193,C04M201,8/9/2011,18:26:45,Methanol,759.1,0.17,0.63,0.2,0.0,2.77,1.27,0.4,15.6,Extinction,False,0.9988157894736842,1,PSI-69,experiment,microgravity
194,C04H101,8/17/2011,22:31:20,Heptane,752.0,0.17,0.63,0.2,0.0,3.76,3.71,0.29,1.6,Extinction,False,0.9894736842105263,1,PSI-69,experiment,microgravity
195,C04H201,8/17/2011,22:53:58,Heptane,752.5,0.17,0.63,0.2,0.0,2.9,2.79,0.36,1.9,Extinction,False,0.9901315789473685,1,PSI-69,experiment,microgravity
196,C01H501,8/18/2011,0:24:31,Heptane,758.4,0.2,0.75,0.05,0.0,3.06,2.28,0.52,8.9,Extinction,False,0.9978947368421053,1,PSI-69,experiment,microgravity
197,C01H601,8/18/2011,1:38:10,Heptane,759.8,0.2,0.75,0.05,0.0,3.04,2.33,0.49,8.1,Extinction,False,0.9997368421052631,1,PSI-69,experiment,microgravity
199,C01M501,8/24/2011,15:07:47,Methanol,754.0,0.2,0.75,0.05,0.0,3.37,0.98,0.49,21.0,Extinction,False,0.9921052631578947,1,PSI-69,experiment,microgravity
200,C01M602,8/24/2011,15:56:17,Methanol,756.1,0.2,0.75,0.05,0.0,2.57,1.13,0.47,11.7,Extinction,False,0.9948684210526316,1,PSI-69,experiment,microgravity
201,C01M603,8/24/2011,16:18:58,Methanol,756.9,0.2,0.75,0.05,0.0,2.4,1.05,0.48,10.2,Extinction,False,0.9959210526315789,1,PSI-69,experiment,microgravity
202,N01M101,8/24/2011,21:05:01,Methanol,760.2,0.21,0.79,0.0,0.0,3.3,1.42,0.47,19.5,Extinction,False,1.000263157894737,1,PSI-69,experiment,microgravity
203,N01M201,8/24/2011,21:58:36,Methanol,761.6,0.21,0.79,0.0,0.0,2.75,1.11,0.52,12.8,Extinction,False,1.0021052631578948,1,PSI-69,experiment,microgravity
207,N01H202,8/29/2011,21:54:40,Heptane,762.7,0.21,0.79,0.0,0.0,2.72,1.13,0.54,11.5,Completion,False,1.0035526315789474,0,PSI-69,experiment,microgravity
208,N01H301,8/29/2011,22:19:47,Heptane,762.9,0.21,0.79,0.0,0.0,2.92,,0.69,12.8,Completion,False,1.003815789473684,0,PSI-69,experiment,microgravity
209,N02H101,8/29/2011,23:36:18,Heptane,759.8,0.16,0.84,0.0,0.0,3.34,3.18,0.34,3.4,Extinction,False,0.9997368421052631,1,PSI-69,experiment,microgravity
210,N02H201,8/29/2011,23:51:11,Heptane,759.8,0.16,0.84,0.0,0.0,,,,,Extinction,False,0.9997368421052631,1,PSI-69,experiment,microgravity
211,N02H203,8/30/2011,0:58:06,Heptane,759.9,0.16,0.84,0.0,0.0,2.52,2.13,0.42,4.5,Extinction,False,0.9998684210526315,1,PSI-69,experiment,microgravity
212,N03H101,9/1/2011,19:44:42,Heptane,764.0,0.15,0.85,0.0,0.0,2.55,2.31,0.37,3.4,Extinction,False,1.0052631578947369,1,PSI-69,experiment,microgravity
213,N04H101,9/1/2011,22:54:16,Heptane,759.8,0.14,0.86,0.0,0.0,4.16,4.15,0.24,1.6,Extinction,False,0.9997368421052631,1,PSI-69,experiment,microgravity
214,N04H201,9/1/2011,23:17:17,Heptane,759.9,0.14,0.86,0.0,0.0,1.83,,0.39,3.8,Extinction,False,0.9998684210526315,1,PSI-69,experiment,microgravity
215,N04M101,9/8/2011,17:00:27,Methanol,757.6,0.14,0.86,0.0,0.0,3.5,,0.3,26.0,Extinction,False,0.996842105263158,1,PSI-69,experiment,microgravity
216,N04M201,9/8/2011,17:21:15,Methanol,758.3,0.14,0.86,0.0,0.0,2.67,1.27,0.38,15.6,Extinction,False,0.9977631578947368,1,PSI-69,experiment,microgravity
217,N05M101,9/8/2011,19:00:48,Methanol,759.4,0.13,0.87,0.0,0.0,3.46,2.96,0.36,9.5,Extinction,False,0.9992105263157894,1,PSI-69,experiment,microgravity
218,N05M201,9/8/2011,20:24:20,Methanol,760.6,0.13,0.87,0.0,0.0,2.75,1.46,0.35,16.3,Extinction,False,1.0007894736842105,1,PSI-69,experiment,microgravity
