flame_type,test_day,fuel_raw,test_id,xo2_before,xo2_after,pressure_bar,xf_jet,fuel_flow_mg_s,tfp,tad_k,zst,hot_ignition,burn_time_s,outcome_raw,peak_burner_temp_c,comments,cool_flame_note,xf_ambient_before,xf_ambient_after,xo2_jet,o2_flow_mg_s,flame_color,fuel,fuel_dilution,self_extinguished,investigation,source,gravity
normal,11.0,30% butane,21291 J1,0.385436483,0.382657026,1.0133,0.15,0.75,no,2536.049087,0.303225617,yes,80.0,FT,454.0,Hit the burner temperature limit,,,,,,,butane,0.3,0,PSI-159,experiment,microgravity
normal,11.0,30% butane,21291 J2,0.382657026,0.380783875,1.0133,0.15,1.5,no,2532.212453,0.301777696,yes,27.0,SE,152.0,,,,,,,,butane,0.3,1,PSI-159,experiment,microgravity
normal,11.0,30% butane,21291 J3,0.380783875,0.376957554,1.0133,0.15,1.0,no,2529.593621,0.300797888,yes,83.0,SE,330.0,,,,,,,,butane,0.3,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 A2,,,1.1,,1.5,no,2120.0,0.1665,yes,35.0,FT,162.9,,,0.2981,0.295425,0.21,5.59,yellow,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 F1,,,1.1033,,1.5,no,1786.994366,0.126728327,yes,36.0,FT,118.5,Not spherical shape,,0.295424848,0.291765297,0.15,5.58675424,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 J1,,,1.1033,,1.5,no,1680.718299,0.116987922,flash,1.0,SE,27.8,Not lasted long,,0.291765297,0.291653541,0.135,5.58675424,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 F2,,,1.1033,,0.75,no,1785.119116,0.128126732,yes,66.0,FT,169.2,,,0.291653541,0.288335586,0.15,2.79337712,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 F3,,,1.1033,,0.375,no,1783.432003,0.129383451,flash,1.0,SE,39.9,A flash and gone,,0.288335586,0.288310452,0.15,1.39668856,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 F4,,,1.1033,,0.5625,no,1783.419087,0.129393068,flash,1.0,SE,66.1,Not lasted long,,0.288310452,0.288272755,0.15,2.09503284,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 F5,,,1.1033,,2.439,no,1783.399711,0.129407493,flash,1.0,SE,28.4,Not lasted long,,0.288272755,0.28810939,0.15,9.084062394,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 F6,,,1.1033,,0.75,no,1783.315686,0.129470046,yes,66.0,FT,167.3,Repeat of F2,,0.28810939,0.284828889,0.15,2.79337712,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 K1,,,0.4953817,,0.75,no,1781.609691,0.130739408,flash,1.0,SE,63.5,Not lasted long,,0.284828889,0.284718228,0.15,2.79337712,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 L1,,,0.4953817,,0.75,no,2111.04677,0.172800669,flash,1.0,SE,122.9,Not lasted long,,0.284718228,0.284635929,0.21,2.79337712,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 L2,,,0.4953817,,0.75,no,2110.98997,0.17284115,yes,63.0,FT,273.7,,,0.284635929,0.279534884,0.21,2.79337712,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 M1,,,0.4953817,,0.75,no,2401.004197,0.230837563,flash,1.0,SE,136.4,Not lasted long,,0.279534884,0.279474794,0.3,2.79337712,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 M2,,,0.4953817,,0.75,no,2400.958103,0.230874969,yes,66.0,FT,515.2,,,0.279474794,0.275557001,0.3,2.79337712,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,1.0,ethane,21196 M2_1,,,0.4953817,,1.5,no,2397.909121,0.233340944,yes,64.0,FT,515.3,,,0.275557001,0.268135774,0.3,5.58675424,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 A2,,,2.2066,,0.5,no,2077.502017,0.783870758,yes,2.0,SE,62.3,"Ignited, but lasted short.",,0.06,0.059996273,0.85,1.862251413,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 A3,,,2.2066,,1.0,no,2077.445204,0.783881235,yes,3.5,SE,50.6,,,0.059996273,0.059983229,0.85,3.724502827,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 A4,,,2.2066,,2.439,no,2077.246332,0.783917907,yes,5.0,SE,44.6,,,0.059983229,0.059937793,0.85,9.084062394,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 H1,,,2.2066,,1.0,no,2566.535755,0.645563961,yes,28.0,SE,214.1,,,0.12,0.119858746,0.85,3.724502827,limit,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 H2,,,2.2066,,2.439,no,2565.96006,0.645831058,yes,16.0,SE,107.6,,,0.119858746,0.119662048,0.85,9.084062394,limit,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 H3,,,2.2066,,0.5,no,2565.156105,0.646203374,yes,66.0,FT,469.1,Flow timed out,,0.119662048,0.119495835,0.85,1.862251413,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 H4,,,2.2066,,0.75,no,2564.474659,0.646518332,yes,41.0,SE,301.2,,,0.119495835,0.119341058,0.85,2.79337712,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 J1,,,2.2066,,0.75,yes,2563.838376,0.646811899,yes,53.0,SE,327.8,,,0.119341058,0.119141157,0.85,2.79337712,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 K1,,,1.1033,,1.0,no,2563.014104,0.647191461,yes,55.0,SE,275.7,,,0.119141157,0.118589306,0.85,3.724502827,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 K2,,,1.1033,,2.439,no,2560.723976,0.648241659,yes,21.0,SE,113.4,,,0.118589306,0.118076549,0.85,9.084062394,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,2.0,ethane,21202 L1,,,1.1033,,1.0,yes,2558.57659,0.649220596,yes,50.0,SE,255.6,,,0.118076549,0.117577094,0.85,3.724502827,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 A1,,,0.55165,,1.0,no,2820.983248,0.478798757,yes,26.0,FT,544.1,"Burner T limit, most images lost",,0.24,0.238982459,0.85,3.724502827,limit,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 A3,,,0.55165,,2.435,no,2819.838789,0.47984081,yes,67.0,FT,300.3,,,0.238982459,0.234050039,0.85,9.069164383,limit,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 B1,,,0.55165,,2.435,yes,2814.150439,0.484959237,yes,136.0,FT,300.0,,,0.234050039,0.224321623,0.85,9.069164383,limit,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 A4,,,0.55165,,1.5,no,2802.206567,0.495392754,yes,66.0,FT,419.1,,,0.224321623,0.221438453,0.85,5.58675424,limit,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 H1,,,0.55165,,1.5,no,2621.397849,0.379683661,yes,66.0,FT,290.2,,,0.221438453,0.217480394,0.5,5.58675424,limit,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 J1,,,0.55165,,1.5,no,2339.776556,0.277470501,yes,66.0,FT,248.4,,,0.217480394,0.211850471,0.3,5.58675424,yellow,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 F1,,,0.55165,,1.5,no,2044.76624,0.218310119,yes,66.0,FT,201.4,Not round shape,,0.211850471,0.204571036,0.21,5.58675424,limit,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 F2,,,0.55165,,1.0,no,2035.764382,0.224244151,yes,66.0,FT,213.7,,,0.204571036,0.199816112,0.21,3.724502827,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 F3,,,0.55165,,0.5,no,2029.562068,0.228301179,yes,66.0,FT,317.3,,,0.199816112,0.197462908,0.21,1.862251413,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 B2,,,0.55165,,1.0,yes,2763.395427,0.526764096,yes,48.0,FT,514.0,,,0.197462908,0.196171791,0.85,3.724502827,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,3.0,ethane,21209 K1,,,0.55165,,0.5,no,1885.144054,0.205905777,yes,26.0,FT,128.1,Timed out,,0.196171791,0.195128289,0.18,1.862251413,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 A1,,,3.3099,,1.0,no,2468.258593,0.68577955,yes,17.0,SE,160.2,,,0.1,0.099922963,0.85,3.724502827,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 A2,,,3.3099,,1.5,no,2467.80041,0.685944384,yes,15.0,SE,119.0,,,0.099922963,0.099853897,0.85,5.58675424,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 A3,,,3.3099,,2.435,no,2467.389001,0.686092233,yes,15.0,SE,100.0,,,0.099853897,0.099741839,0.85,9.069164383,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 A4,,,3.3099,,0.5,no,2466.720234,0.686332251,yes,36.0,SE,330.4,,,0.099741839,0.09968663,0.85,1.862251413,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 A5,,,3.3099,,0.25,no,2466.390164,0.686450567,flash,1.0,SE,59.6,,,0.09968663,0.099685864,0.85,0.931125707,-,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 A6,,,3.3099,,0.375,no,2466.385577,0.686452211,yes,66.0,FT,471.4,,,0.099685864,0.099609979,0.85,1.39668856,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 B1,,,3.3099,,1.5,yes,2465.931264,0.686614905,yes,25.0,SE,142.9,,,0.099609979,0.099495066,0.85,5.58675424,limit,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 C1,,,3.3099,,1.5,no,2292.748844,0.574515172,yes,12.0,SE,77.6,,,0.099495066,0.099424557,0.5,5.58675424,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 F1,,,3.3099,,1.5,no,1786.726147,0.371165407,yes,68.0,FT,126.5,,,0.099424557,0.098736583,0.21,5.58675424,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 H1,,,1.1033,,1.5,no,2460.649609,0.688493139,yes,20.0,SE,120.5,,,0.098736583,0.098462155,0.85,5.58675424,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 H2,,,1.1033,,2.435,no,2458.969802,0.689085467,yes,18.0,SE,99.1,,,0.098462155,0.098061989,0.85,9.069164383,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 J1,,,1.1033,,1.0,no,2283.992627,0.578032305,yes,19.0,SE,111.3,,,0.098061989,0.097840812,0.5,3.724502827,blue,ethane,1.0,1,PSI-159,experiment,microgravity
inverse,4.0,ethane,21216 K1,,,1.1033,,1.0,no,1779.772352,0.374893855,yes,66.0,FT,131.4,,,0.097840812,0.096528098,0.21,3.724502827,blue,ethane,1.0,0,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 A1,,,3.3099,,1.5,no,2532.591389,0.664749239,yes,10.0,SE,102.1,,,0.08,0.079950834,0.85,5.441972789,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 A2,,,3.3099,,1.0,no,2532.275517,0.664880215,yes,16.0,SE,148.4,,,0.079950834,0.079906404,0.85,3.627981859,limit,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 A3,,,3.3099,,2.5,no,2531.989722,0.664998626,yes,18.0,SE,100.4,,,0.079906404,0.079781526,0.85,9.069954649,limit,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 A4,,,3.3099,,0.5,no,2531.184676,0.665331695,yes,13.0,SE,178.0,,,0.079781526,0.07976349,0.85,1.81399093,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 A5,,,3.3099,,0.375,no,2531.068185,0.665379832,yes,3.0,SE,92.4,,,0.07976349,0.079760368,0.85,1.360493197,-,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 B1,,,3.3099,,1.5,yes,2531.048018,0.665388164,yes,17.0,SE,118.7,,,0.079760368,0.079689638,0.85,5.441972789,limit,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 C1,,,3.3099,,1.5,no,2358.832703,0.550590842,yes,6.0,SE,54.6,,,0.079689638,0.079658522,0.5,5.441972789,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 C2,,,3.3099,,1.0,no,2358.626362,0.550683248,yes,8.0,SE,68.3,,,0.079658522,0.079630869,0.5,3.627981859,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,5.0,propane,21222 F1,,,3.3099,,1.5,no,1834.567261,0.348768288,yes,1.0,SE,26.2,,,0.079630869,0.079622244,0.21,5.441972789,-,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 A1,,,2.2066,,1.5,no,2586.94818,0.640496854,yes,8.0,SE,88.8,,,0.0895,0.089438516,0.85,5.441972789,limit,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 A2,,,2.2066,,2.5,no,2586.633881,0.640647345,yes,11.0,SE,81.8,,,0.089438516,0.089318272,0.85,9.069954649,limit,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 A3,,,2.2066,,1.0,no,2586.017969,0.640941893,yes,12.0,SE,126.5,,,0.089318272,0.089265815,0.85,3.627981859,limit,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 A4,,,2.2066,,0.5,no,2585.748763,0.641070486,yes,12.0,SE,170.3,,,0.089265815,0.089239591,0.85,1.81399093,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 B1,,,2.2066,,1.5,yes,2585.61406,0.641134796,yes,16.0,SE,112.1,,,0.089239591,0.089134747,0.85,5.441972789,limit,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 C1,,,2.2066,,1.5,no,2414.746738,0.524036865,yes,8.0,SE,62.4,,,0.089134747,0.089068575,0.5,5.441972789,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 C2,,,2.2066,,2.5,no,2414.397018,0.524213082,yes,66.0,FT,147.2,,,0.089068575,0.088163914,0.5,9.069954649,blue,propane,1.0,0,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 C3,,,2.2066,,1.0,no,2409.561834,0.526635421,yes,7.0,SE,62.0,,,0.088163914,0.088125544,0.5,3.627981859,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 C4,,,2.2066,,0.5,no,2409.354503,0.52673871,yes,9.0,SE,142.3,,,0.088125544,0.088100881,0.5,1.81399093,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 F1,,,2.2066,,1.5,no,1873.400434,0.327195256,yes,65.0,FT,118.3,,,0.088100881,0.087202272,0.21,5.441972789,blue,propane,1.0,0,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 H1,,,1.1033,,1.5,no,2574.902538,0.646176337,yes,8.0,SE,77.9,,,0.087202272,0.087098504,0.85,5.441972789,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 H2,,,1.1033,,0.5,no,2574.343536,0.646435546,yes,15.0,SE,182.6,,,0.087098504,0.087033671,0.85,1.81399093,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 J1,,,1.1033,,0.5,yes,2574.0,0.6466,yes,18.0,SE,198.9,,,0.087033671,0.086955901,0.85,1.81,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 K1,,,1.1033,,1.5,no,2402.944454,0.529908945,yes,9.0,SE,66.6,,,0.086955901,0.086809142,0.5,5.441972789,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 K2,,,1.1033,,0.5,no,2402.127679,0.53030971,yes,12.0,SE,165.6,,,0.086809142,0.086743943,0.5,1.81399093,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 L1,,,1.1033,,1.0,no,1867.59582,0.330457167,yes,3.0,SE,29.7,,,0.086743943,0.086688885,0.21,3.627981859,blue,propane,1.0,1,PSI-159,experiment,microgravity
inverse,6.0,propane,21228 L2,,,1.1033,,1.5,no,1867.357153,0.330590998,yes,16.0,FT,68.1,,,0.086688885,0.086250062,0.21,5.441972789,blue,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 A1,,,1.1033,,1.5,no,2861.461152,0.451652791,yes,66.0,FT,364.2,,,0.2059,0.204388716,0.85,5.441972789,yellow then blue,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 A2,,,1.1033,,2.5,no,2859.843865,0.453285544,yes,66.0,FT,253.3,,,0.204388716,0.202126356,0.85,9.069954649,yellow then blue,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 C1,,,1.1033,,1.0,no,2674.062129,0.340149819,yes,66.0,FT,381.5,,,0.202126356,0.200883448,0.5,3.627981859,,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 F1,,,1.1033,,0.5,no,2102.864333,0.184625261,yes,66.0,FT,246.9,,,0.200883448,0.199695339,0.21,1.81399093,,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 H1,,,1.1033,,0.375,no,1954.1532,0.163830715,yes,4.0,SE,55.2,,,0.199695339,0.199633914,0.18,1.360493197,,propane,1.0,1,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 J1,,,1.1033,,0.5,no,2006.678395,0.171215043,yes,66.0,FT,181.1,,,0.199633914,0.198350097,0.19,1.81399093,,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 B1,,,1.1033,,1.5,yes,2853.118802,0.4599553,yes,152.0,FT,411.6,,,0.198350097,0.195292522,0.85,5.441972789,,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 K1,,,0.55165,,1.5,no,2849.544458,0.463424197,yes,66.0,FT,400.7,,,0.195292522,0.192660203,0.85,5.441972789,,propane,1.0,0,PSI-159,experiment,microgravity
inverse,7.0,propane,21235 L1,,,0.55165,,2.5,yes,2846.370643,0.466461784,yes,127.0,FT,291.0,,,0.192660203,0.184447753,0.85,9.069954649,,propane,1.0,0,PSI-159,experiment,microgravity
inverse,8.0,propane,21242 A1,,,0.55165,,1.5,no,2978.371796,0.305968987,yes,12.0,FT,651.5,Terminated by burner temp hit the limit.,,0.4287,0.427799337,0.85,5.441972789,Yellow,propane,1.0,0,PSI-159,experiment,microgravity
inverse,8.0,propane,21242 P1,,,0.55165,,1.5,no,2506.980822,0.143510124,yes,21.0,FT,173.8,,,0.427799337,0.424514159,0.3,5.441972789,Yellow,propane,1.0,0,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 A1,,,2.2066,,1.5,no,2678.571274,0.591765812,yes,9.0,SE,102.0,,,0.0881,0.088041351,0.85,5.368002409,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 A2,,,2.2066,,1.0,no,2678.326663,0.591912769,yes,11.0,SE,130.7,,,0.088041351,0.087993574,0.85,3.578668273,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 A3,,,2.2066,,0.5,no,2678.127192,0.59203255,yes,11.0,SE,174.6,,,0.087993574,0.087969688,0.85,1.789334136,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 A4,,,2.2066,,0.375,no,2678.027398,0.592092455,yes,5.0,SE,126.5,,,0.087969688,0.087961546,0.85,1.342000602,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 A5,,,2.2066,,2.5,no,2677.993369,0.59211288,yes,9.0,SE,84.0,,,0.087961546,0.087863884,0.85,8.946670681,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 C1,,,2.2066,,1.5,no,2509.345147,0.472161891,yes,9.0,SE,64.1,,,0.087863884,0.087790043,0.5,5.368002409,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 F1,,,2.2066,,1.5,no,1956.107065,0.281118366,yes,66.0,FT,131.5,,,0.087790043,0.0868801,0.21,5.368002409,Yellow-Blue,butane,1.0,0,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 B1,,,2.2066,,1.5,yes,2673.425067,0.594841136,yes,13.0,SE,111.7,,,0.0868801,0.086795918,0.85,5.368002409,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 C2,,,2.2066,,0.5,no,2504.933499,0.474949057,yes,9.0,SE,154.7,No nitrogen flowed. This repeats A3.,,0.086795918,0.086771464,0.5,1.789334136,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 H1,,,2.2066,,1.5,no,2585.922171,0.641830412,yes,7.0,SE,79.2,,,0.07,0.069958563,0.85,5.368002409,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 H2,,,2.2066,,1.0,no,2585.658415,0.641957003,yes,7.0,SE,88.8,,,0.069958563,0.069930943,0.85,3.578668273,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 H3,,,2.2066,,0.5,no,2585.482433,0.642041417,yes,5.0,SE,100.6,,,0.069930943,0.069921079,0.85,1.789334136,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 H4,,,2.2066,,0.375,no,2585.419553,0.642071569,yes,3.0,SE,75.4,,,0.069921079,0.06991664,0.85,1.342000602,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 H5,,,2.2066,,2.5,no,2585.391251,0.642085139,yes,7.0,SE,68.9,,,0.06991664,0.069847622,0.85,8.946670681,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 K1,,,2.2066,,1.5,no,2415.926417,0.525017815,yes,4.0,SE,42.7,,,0.069847622,0.069818566,0.5,5.368002409,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 M1,,,2.2066,,1.5,no,1879.235391,0.325704148,yes,1.0,SE,25.9,Flash,,0.069818566,0.069806779,0.21,5.368002409,,butane,1.0,1,PSI-159,experiment,microgravity
inverse,9.0,butane,21256 J1,,,2.2066,,1.5,yes,2584.689618,0.642421223,yes,7.0,SE,75.5,,,0.069806779,0.069765386,0.85,5.368002409,,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 A1,,,3.3099,,1.5,no,2493.345063,0.681202374,yes,6.0,SE,75.8,,,0.058,0.057977904,0.85,5.368002409,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 A2,,,3.3099,,1.0,no,2493.13738,0.681280262,yes,5.0,SE,81.7,,,0.057977904,0.057965629,0.85,3.578668273,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 A3,,,3.3099,,0.5,no,2493.021936,0.68132354,yes,1.0,SE,74.2,Flash,,0.057965629,0.057964402,0.85,1.789334136,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 A4,,,3.3099,,0.75,no,2493.010389,0.681327868,yes,5.0,SE,91.3,Flash,,0.057964402,0.057955197,0.85,2.684001204,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 A5,,,3.3099,,2.5,no,2492.923773,0.681360329,yes,8.0,SE,69.2,,,0.057955197,0.057906116,0.85,8.946670681,Yellow-Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 C1,,,3.3099,,1.5,no,2320.742601,0.568476604,yes,3.0,SE,38.5,,,0.057906116,0.057892836,0.5,5.368002409,Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 C2,,,3.3099,,2.5,no,2320.614876,0.568529571,yes,5.0,SE,45.5,,,0.057892836,0.057855959,0.5,8.946670681,Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 C3,,,3.3099,,1.0,no,2320.259887,0.568676718,yes,2.0,SE,38.4,,,0.057855959,0.057850059,0.5,3.578668273,Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 F1,,,3.3099,,1.5,no,1807.0,0.3655,yes,0.5,SE,26.0,,,0.057850059,0.057846597,0.21,5.37,Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 F2,,,3.3099,,2.5,no,1807.0,0.3655,yes,66.0,FT,124.7,Not spherical shape flame,,0.057846597,0.057091447,0.21,8.95,Blue,butane,1.0,0,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 H1,,,3.3099,,1.5,no,2209.0,0.5198,yes,1.0,SE,34.1,,,0.057091447,0.057086602,0.4,5.37,Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 H2,,,3.3099,,2.5,no,2209.0,0.5198,yes,66.0,FT,135.0,,,0.057086602,0.056556159,0.4,8.95,Blue,butane,1.0,0,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 J1,,,3.3099,,2.5,no,2427.146039,0.647510818,yes,6.0,SE,56.9,,,0.056556159,0.056517425,0.7,8.946670681,Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 K1,,,3.3099,,2.5,no,2260.711549,0.549786733,yes,5.0,SE,43.7,,,0.056517425,0.056479312,0.45,8.946670681,Blue,butane,1.0,1,PSI-159,experiment,microgravity
inverse,10.0,butane,21265 H3,,,3.3099,,2.5,no,2203.074582,0.522327593,yes,107.0,FT,,,,0.056479312,0.055626433,0.4,8.946670681,Blue,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 A1,,,1.1033,,1.5,no,2872.801057,0.442088137,yes,60.0,FT,328.9,,,0.1749,0.173778305,0.85,5.37,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 A2,,,1.1033,,2.5,no,2871.533096,0.443425062,yes,90.0,FT,240.9,,,0.173778305,0.171001571,0.85,8.95,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 A3,,,1.1033,,0.75,no,2868.31586,0.446781564,yes,35.0,FT,460.1,,,0.171001571,0.170677992,0.85,2.68,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 A4,,,1.1033,,1.13,no,2867.933483,0.447177124,yes,90.0,FT,433.3,,,0.170677992,0.169429945,0.85,4.03,limit,butane,1.0,0,PSI-159,experiment,microgravity
