flame_type,test_day,fuel_raw,test_id,xo2_before,xo2_after,pressure_bar,xf_jet,fuel_flow_mg_s,tfp,tad_k,zst,hot_ignition,burn_time_s,outcome_raw,peak_burner_temp_c,comments,cool_flame_note,xf_ambient_before,xf_ambient_after,xo2_jet,o2_flow_mg_s,flame_color,fuel,fuel_dilution,self_extinguished,investigation,source,gravity
inverse,11.0,butane,21270 C1,,,1.1033,,1.5,no,2681.669686,0.333795689,yes,70.0,FT,210.4,,,0.169429945,0.167695778,0.5,5.37,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 H1,,,1.1033,,1.5,no,2822.860276,0.489451071,yes,51.0,SE,244.3,,,0.14,0.139163137,0.85,5.37,limit,butane,1.0,1,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 H2,,,1.1033,,0.75,no,2821.334066,0.490753924,yes,43.0,FT,454.6,,,0.139163137,0.138810842,0.85,2.68,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 H3,,,1.1033,,1.13,no,2820.685933,0.491305077,yes,43.0,FT,352.5,,,0.138810842,0.138281183,0.85,4.03,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 H4,,,1.1033,,2.5,no,2819.705144,0.492136729,yes,83.0,FT,217.0,,,0.138281183,0.136039791,0.85,8.95,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,11.0,butane,21270 H5,,,1.1033,,1.31,no,2815.468657,0.495696773,yes,46.0,SE,260.4,,,0.136039791,0.135390592,0.85,4.69,limit,butane,1.0,1,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 A1,,,0.55165,,1.5,no,2977.816828,0.309352082,yes,12.0,FT,529.3,hit the temperature limit,,0.3617,0.360954674,0.85,5.368002409,Yellow,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 H1,,,0.55165,,1.5,no,2788.034113,0.216385803,yes,17.0,FT,462.1,hit the temperature limit,,0.360954674,0.359429956,0.5,5.368002409,Yellow,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 K2,,,0.55165,,1.5,no,2507.215807,0.145828013,yes,20.0,FT,160.1,different N2 ig delta.,,0.359429956,0.356754522,0.3,5.368002409,yellow,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 C1,,,0.55165,,1.5,no,2932.454962,0.37025908,yes,20.0,FT,405.1,,,0.2522,0.251247573,0.85,5.368002409,yellow,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 C2,,,0.55165,,2.5,no,2931.928594,0.370953716,yes,36.0,FT,289.2,,,0.251247573,0.248412758,0.85,8.946670681,yellow,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 L1,,,0.55165,,1.5,no,2744.233888,0.268082755,yes,66.0,FT,386.5,hit the temperature limit,,0.248412758,0.244087053,0.5,5.368002409,yellow,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 F1,,,0.55165,,1.5,no,2878.349024,0.436142881,yes,66.0,FT,392.4,,,0.18,0.177499831,0.85,5.368002409,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 F2,,,0.55165,,2.5,no,2875.672656,0.43903047,yes,66.0,FT,441.5,,,0.177499831,0.173392552,0.85,8.946670681,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 M1,,,0.55165,,2.5,no,2823.94302,0.488522469,yes,66.0,FT,456.0,hit the temperature limit,,0.1406,0.13702112,0.85,8.946670681,limit,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 N1,,,0.55165,,0.833333333,no,2642.951581,0.370258568,yes,55.0,FT,458.2,hit the temperature limit,,0.1406,0.139267902,0.5,2.98222356,Blue,butane,1.0,0,PSI-159,experiment,microgravity
inverse,12.0,butane,21277 P1,,,0.55165,,0.51,no,2368.835465,0.26600049,yes,40.0,FT,458.3,hit the temperature limit,,0.1406,0.139767809,0.3,1.825120819,Blue,butane,1.0,0,PSI-159,experiment,microgravity
