,t/(Do)2 (s/mm2),(D/Do)2,,,t/(Do)2 (s/mm2),Dflame/Dodrop,,t/(Do)2 (s/mm2),Dflame (mm),,Flame Radiance I,t/(Do)2,Flame Radiance (W),,Flame Radiance II,t/(Do)2,Flame Radiance (W),,,t/(Do)2,Cool Flame Dia (HWFM),,t/(Do)2,Cool Flame Dia (peak-peak),,,Simulations,t (s),D (mm),K(mm^2/sec),T_max(K),D_Tmax/D_drop,D_OHm/D_drop,,t/do^2 (s/mm2),(d/do)^2,Dflame(mm),,t/do2(s/mm2),Radiance (W),,,
,1.5871,0.130435,,,,,,,,,,1.28744,35.2299,,,1.50081,11.0526,,,,,,,,,,,0.366141,4.52935,-0.106422,2555.69,3.32651,3.59631,,0.018081037,1.013086984,15.06692807,,,,,,
,1.5871,0.130435,,,,,,,,,,1.28744,35.2299,,,1.51691,10.6536,,,,,,,,,,,0.37038,4.5294,-0.101114,2552.21,3.33857,3.60648,,0.01829037,1.013109351,15.12171896,,,,,,
,1.59435,0.120773,,,,,,,,,,1.28502,36.8847,,,1.51691,10.3955,,,,,,,,,,,0.380608,4.5295,-0.0888173,2543.87,3.36699,3.63515,,0.018795457,1.013154086,15.25078121,,,,,,
,1.61129,0.108696,,,,,,,,,,1.28502,38.9733,,,1.52335,10.0202,,,,,,,,,,,0.389593,4.52959,-0.0785432,2536.08,3.38987,3.65801,,0.01923916,1.013194349,15.35472125,,,,,,
,1.63065,0.0966184,,,,,,,,,,1.28502,40.4311,,,1.52979,9.8981,,,,,,,,,,,0.404568,4.5297,-0.0624945,2522.56,3.42583,3.69191,,0.019978667,1.01324356,15.51798215,,,,,,
,1.64274,0.089372,,,,,,,,,,1.28261,43.5121,,,1.52979,9.8981,,,,,,,,,,,0.416548,4.52978,-0.0505151,2512.73,3.45595,3.71907,,0.020570272,1.013279351,15.65469319,,,,,,
,1.67177,0.0821256,,,,,,,,,,1.28261,45.976,,,1.54589,10.6536,,,,,,,,,,,0.428528,4.52984,-0.0391992,2502.28,3.48336,3.74654,,0.021161877,1.013306194,15.77906346,,,,,,
,1.67419,0.0748792,,,,,,,,,,1.28261,51.3303,,,1.54589,10.6536,,,,,,,,,,,0.445112,4.52989,-0.0245309,2487.34,3.51928,3.77999,,0.02198084,1.013328564,15.94195128,,,,,,
,1.68629,0.0676329,,,,,,,,,,1.28261,55.242,,,1.55233,10.6536,,,,,,,,,,,0.461696,4.52993,-0.010944,2473.62,3.55603,3.8105,,0.022799802,1.01334646,16.10856698,,,,,,
,1.69839,0.057971,,,,,,,,,,1.29469,62.8182,,,1.55878,10.1438,,,,,,,,,,,0.491548,4.52993,0.0112806,2447.19,3.61502,3.86727,,0.024273975,1.01334646,16.37578755,,,,,,
,1.73226,0.0507246,,,,,,,,,,1.29952,56.7845,,,1.5781,8.5441,,,,,,,,,,,0.521399,4.52986,0.0310139,2422.26,3.67199,3.91405,,0.025748099,1.013315142,16.63360062,,,,,,
,1.73952,0.0458937,,,,,,,,,,1.29952,56.2656,,,1.59742,7.55837,,,,,,,,,,,0.551251,4.52972,0.0487158,2396.66,3.72432,3.96272,,0.027222272,1.013252508,16.87012679,,,,,,
,1.74435,0.0410628,,,,,,,,,,1.30193,54.7372,,,1.62319,6.85232,,,,,,,,,,,0.578966,4.52955,0.0635973,2373.84,3.77033,3.99975,,0.028590914,1.013176454,17.07789825,,,,,,
,1.75161,0.0362319,,,,,,,,,,1.30435,52.7637,,,1.62963,6.21222,,,,,,,,,,,0.604544,4.52935,0.0762412,2351.86,3.80972,4.03458,,0.029854025,1.013086984,17.25555528,,,,,,
,1.76129,0.031401,,,,,,,,,,1.30676,49.0275,,,1.63607,5.91496,,,,,,,,,,,0.642911,4.52899,0.0934504,2321.75,3.86689,4.08354,,0.031748691,1.012925947,17.51310614,,,,,,
,1.78065,0.0241546,,,,,,,,,,1.30676,45.976,,,1.63929,5.77171,,,,,,,,,,,0.673893,4.52865,0.106095,2295.98,3.90881,4.11621,,0.033278667,1.012773868,17.70163241,,,,,,
,1.78065,0.0241546,,,,,,,,,,1.30918,44.3184,,,1.65217,5.1688,,,,,,,,,,,0.710277,4.5282,0.11971,2269.02,3.95693,4.15972,,0.035075407,1.012572604,17.91777043,,,,,,
,1.78548,0.0193237,,,,,,,,,,1.31643,41.9433,,,1.65862,5.04362,,,,,,,,,,,0.761176,4.52748,0.13683,2229.61,4.01802,4.21097,,0.037588938,1.012250625,18.19150519,,,,,,
,1.79516,0.0193237,,,,,,,,,,1.31643,41.1802,,,1.6715,4.68597,,,,,,,,,,,0.828612,4.52638,0.156699,2182.42,4.09261,4.27864,,0.040919111,1.01175881,18.52470805,,,,,,
,1.8,0.0169082,,,,,,,,,,1.31643,39.6955,,,1.68116,4.35368,,,,,,,,,,,0.869073,4.52566,0.167357,2154.36,4.13497,4.31515,,0.042917185,1.01143696,18.71346833,,,,,,
,1.80484,0.0120773,,,,,,,,,,1.31884,37.5682,,,1.69404,4.30064,,,,,,,,,,,0.966003,4.52374,0.189936,2093.14,4.22692,4.40238,,0.047703852,1.010578943,19.12148708,,,,,,
,1.8121,0.0120773,,,,,,,,,,1.31884,35.8827,,,1.70048,4.14535,,,,,,,,,,,0.986376,4.52331,0.194234,2081.13,4.24586,4.41933,,0.048709926,1.010386832,19.205341,,,,,,
,1.81935,0.0120773,,,,,,,,,,1.31884,34.2729,,,1.71659,4.04496,,,,,,,,,,,1.08824,4.52101,0.2138,2024.99,4.33108,4.50286,,0.053740247,1.009359576,19.58085599,,,,,,
,1.82419,0.0120773,,,,,,,,,,1.31884,33.3419,,,1.73913,3.75812,,,,,,,,,,,1.11371,4.5204,0.218255,2010.99,4.35285,4.52398,,0.054998025,1.009087218,19.67662314,,,,,,
,1.83145,0.0120773,,,,,,,,,,1.31884,32.4362,,,1.74235,3.71234,,,,,,,,,,,1.24307,4.51713,0.23864,1949.73,4.44864,4.62122,,0.061386173,1.007627824,20.0950852,,,,,,
,1.85081,0.0120773,,,,,,,,,,1.31884,30.981,,,1.76167,3.40707,,,,,,,,,,,1.27974,4.51615,0.243859,1932.99,4.47689,4.64962,,0.063197037,1.007190658,20.21830677,,,,,,
,1.85081,0.0120773,,,,,,,,,,1.32609,26.9955,,,1.78744,3.0888,,,,,,,,,,,1.41262,4.51243,0.260913,1879.67,4.56166,4.73994,,0.069759012,1.005532074,20.58417143,,,,,,
,1.85565,0.00966184,,,,,,,,,,1.32609,24.1796,,,1.79066,3.0888,,,,,,,,,,,1.42716,4.51201,0.262635,1873.83,4.57197,4.75145,,0.070477037,1.005344901,20.62877436,,,,,,
,,,,,,,,,,,,1.33092,22.2622,,,1.80032,3.0888,,,,,,,,,,,1.45623,4.51116,0.266003,1862.23,4.59355,4.77257,,0.071912593,1.00496615,20.72223902,,,,,,
,,,,,,,,,,,,1.33092,22.0587,,,1.80998,2.941,,,,,,,,,,,1.60292,4.5067,0.281536,1812.78,4.6761,4.86219,,0.079156543,1.002979995,21.07377987,,,,,,
,,,,,,,,,,,,1.33092,21.0691,,,1.8132,2.941,,,,,,,,,,,1.68425,4.50412,0.289204,1786.13,4.72553,4.91867,,0.08317284,1.001831949,21.28435418,,,,,,
,,,,,,,,,,,,1.34058,20.3095,,,1.82287,2.941,,,,,,,,,,,1.86657,4.49811,0.304279,1734.8,4.82347,5.02502,,0.092176296,0.999160176,21.69649864,,,,,,
,,,,,,,,,,,,1.34058,20.1239,,,1.83575,2.73245,,,,,,,,,,,1.92172,4.49623,0.308359,1719.53,4.85491,5.05808,,0.094899753,0.998325146,21.82879199,,,,,,
,,,,,,,,,,,,1.34058,19.0454,,,1.87118,2.6017,,,,,,,,,,,1.97686,4.49432,0.312261,1707.01,4.88483,5.08559,,0.097622716,0.997477149,21.95398917,,,,,,
,,,,,,,,,,,,1.34541,20.4968,,,1.87118,2.57,,,,,,,,,,,2.00444,4.49336,0.31414,1700.61,4.89917,5.0972,,0.098984691,0.997051066,22.01373451,,,,,,
,,,,,,,,,,,,1.34541,20.4968,,,1.87118,2.44702,,,,,,,,,,,2.02725,4.49256,0.315664,1695.34,4.91085,5.1063,,0.100111111,0.996696067,22.06228828,,,,,,
,,,,,,,,,,,,1.35024,22.2622,,,1.88084,2.35867,,,,,,,,,,,2.09571,4.49014,0.320075,1679.42,4.94352,5.14706,,0.103491852,0.995622579,22.19709689,,,,,,
,,,,,,,,,,,,1.35024,22.4675,,,1.88406,2.11228,,,,,,,,,,,2.18698,4.48686,0.325615,1658.63,4.99722,5.20181,,0.107999012,0.994168526,22.42182653,,,,,,
,,,,,,,,,,,,1.36473,23.9587,,,1.90016,2.11228,,,,,,,,,,,2.19268,4.48665,0.325945,1657.54,5.00085,5.2046,,0.108280494,0.994075468,22.43706365,,,,,,
,,,,,,,,,,,,1.35749,23.5228,,,1.91948,1.9867,,,,,,,,,,,2.20409,4.48624,0.326613,1655.49,5.00684,5.20981,,0.108843951,0.993893794,22.46188588,,,,,,
,,,,,,,,,,,,1.36232,22.4675,,,1.93237,1.91497,,,,,,,,,,,2.2155,4.48582,0.327283,1653.38,5.01354,5.21487,,0.109407407,0.993707707,22.489838,,,,,,
,,,,,,,,,,,,1.36232,21.4595,,,1.94525,1.84582,,,,,,,,,,,2.22691,4.4854,0.327924,1651.4,5.01801,5.21975,,0.109970864,0.993521638,22.50778205,,,,,,
,,,,,,,,,,,,1.36232,21.2634,,,1.94847,1.82334,,,,,,,,,,,2.23832,4.48499,0.328588,1649.33,5.02348,5.22445,,0.110534321,0.993340015,22.53025757,,,,,,
,,,,,,,,,,,,1.36957,20.8766,,,1.95813,1.77918,,,,,,,,,,,2.24972,4.48457,0.329221,1647.31,5.02814,5.22896,,0.111097284,0.99315398,22.5490458,,,,,,
,,,,,,,,,,,,1.37198,20.3095,,,1.98068,1.65301,,,,,,,,,,,2.29536,4.48289,0.331767,1638.96,5.04752,5.24586,,0.113351111,0.992410012,22.62747693,,,,,,
,,,,,,,,,,,,1.38164,19.5772,,,1.9839,1.63287,,,,,,,,,,,2.341,4.48119,0.334223,1630.2,5.06754,5.26168,,0.115604938,0.991657472,22.70860957,,,,,,
,,,,,,,,,,,,1.38647,18.8714,,,1.99678,1.61298,,,,,,,,,,,2.38663,4.47948,0.336674,1620.93,5.09158,5.29761,,0.117858272,0.990900794,22.80763078,,,,,,
,,,,,,,,,,,,1.38889,18.3587,,,,,,,,,,,,,,,2.46979,4.47634,0.340994,1606.53,5.14212,5.34451,,0.121964938,0.989512089,23.01787744,,,,,,
,,,,,,,,,,,,1.40338,17.86,,,,,,,,,,,,,,,2.54484,4.47346,0.344808,1596.29,5.17219,5.37502,,0.125671111,0.988239228,23.13758508,,,,,,
,,,,,,,,,,,,1.41063,17.0588,,,,,,,,,,,,,,,2.58237,4.47201,0.346677,1590.74,5.1861,5.38809,,0.127524444,0.987598688,23.19229106,,,,,,
,,,,,,,,,,,,1.41063,17.0588,,,,,,,,,,,,,,,2.59175,4.47165,0.347147,1589.4,5.1903,5.39091,,0.127987654,0.98743969,23.209205,,,,,,
,,,,,,,,,,,,1.41546,16.9029,,,,,,,,,,,,,,,2.61051,4.47092,0.34808,1586.44,5.19806,5.3972,,0.128914074,0.987117316,23.24011042,,,,,,
,,,,,,,,,,,,1.42029,16.5954,,,,,,,,,,,,,,,2.66117,4.46894,0.350575,1577.89,5.22266,5.42213,,0.131415802,0.986243196,23.33975418,,,,,,
,,,,,,,,,,,,1.42995,16.1446,,,,,,,,,,,,,,,2.69495,4.46761,0.352217,1572.03,5.24426,5.44734,,0.133083951,0.985656252,23.42930842,,,,,,
,,,,,,,,,,,,1.42995,16.2935,,,,,,,,,,,,,,,2.72872,4.46627,0.353857,1566.67,5.26877,5.46784,,0.134751605,0.985065072,23.53174939,,,,,,
,,,,,,,,,,,,1.43237,16.7484,,,,,,,,,,,,,,,2.74561,4.4656,0.354684,1565.13,5.27531,5.47654,,0.135585679,0.984769549,23.55742434,,,,,,
,,,,,,,,,,,,1.43478,16.9029,,,,,,,,,,,,,,,2.76249,4.46493,0.355484,1563.39,5.2836,5.48515,,0.136419259,0.984474069,23.59090415,,,,,,
,,,,,,,,,,,,1.43478,16.9029,,,,,,,,,,,,,,,2.77686,4.46436,0.356176,1562.03,5.28859,5.49156,,0.137128889,0.984222726,23.61016965,,,,,,
,,,,,,,,,,,,1.44203,16.9029,,,,,,,,,,,,,,,2.78978,4.46384,0.356789,1560.63,5.29442,5.49735,,0.137766914,0.983993459,23.63344377,,,,,,
,,,,,,,,,,,,1.44203,16.9029,,,,,,,,,,,,,,,2.80271,4.46333,0.357411,1559.36,5.29826,5.50216,,0.138405432,0.983768627,23.64788281,,,,,,
,,,,,,,,,,,,1.44444,16.7484,,,,,,,,,,,,,,,2.81435,4.46286,0.357957,1558.07,5.30305,5.50684,,0.138980247,0.983561451,23.66676972,,,,,,
,,,,,,,,,,,,1.45411,15.1397,,,,,,,,,,,,,,,2.82482,4.46244,0.35847,1557.03,5.30542,5.51083,,0.139497284,0.983376334,23.67511842,,,,,,
,,,,,,,,,,,,1.45894,14.7285,,,,,,,,,,,,,,,2.83529,4.46202,0.358958,1555.86,5.30953,5.51488,,0.140014321,0.983191234,23.69122905,,,,,,
,,,,,,,,,,,,1.45894,14.4605,,,,,,,,,,,,,,,2.89749,4.4595,0.361925,1548.41,5.33089,5.53592,,0.143085926,0.982081,23.77310396,,,,,,
,,,,,,,,,,,,1.46135,14.1974,,,,,,,,,,,,,,,2.91446,4.45881,0.362714,1546.15,5.33723,5.54132,,0.143923951,0.981777117,23.7976945,,,,,,
,,,,,,,,,,,,1.46618,13.8118,,,,,,,,,,,,,,,2.94838,4.45743,0.36425,1541.1,5.35198,5.55204,,0.145599012,0.981169492,23.85607621,,,,,,
,,,,,,,,,,,,1.4686,13.8118,,,,,,,,,,,,,,,2.98231,4.45604,0.365749,1535.48,5.37165,5.56629,,0.147274568,0.980557653,23.93628727,,,,,,
,,,,,,,,,,,,1.47343,13.8118,,,,,,,,,,,,,,,3.00206,4.45523,0.366715,1533.03,5.38196,5.58133,,0.148249877,0.980201203,23.97786965,,,,,,
,,,,,,,,,,,,1.47343,14.0677,,,,,,,,,,,,,,,3.01984,4.4545,0.367507,1530.5,5.39359,5.5942,,0.149127901,0.979880012,24.02574666,,,,,,
,,,,,,,,,,,,1.48068,14.3284,,,,,,,,,,,,,,,3.03584,4.45384,0.368237,1528.29,5.40482,5.6045,,0.149918025,0.979589666,24.07220351,,,,,,
,,,,,,,,,,,,1.48068,14.5939,,,,,,,,,,,,,,,3.05184,4.45317,0.368945,1526.26,5.41613,5.61383,,0.150708148,0.979294965,24.11894763,,,,,,
,,,,,,,,,,,,1.48068,14.7285,,,,,,,,,,,,,,,3.11584,4.45051,0.371772,1521.23,5.43979,5.64465,,0.153868642,0.978125396,24.20983979,,,,,,
,,,,,,,,,,,,1.48068,15.0014,,,,,,,,,,,,,,,3.14784,4.44917,0.373156,1518.49,5.44974,5.65737,,0.155448889,0.977536478,24.24681972,,,,,,
,,,,,,,,,,,,1.48551,15.706,,,,,,,,,,,,,,,3.17983,4.44783,0.374543,1515.51,5.45942,5.66893,,0.157028642,0.976947739,24.28257206,,,,,,
,,,,,,,,,,,,1.48551,16.2935,,,,,,,,,,,,,,,3.21183,4.44648,0.375908,1512.25,5.46897,5.67959,,0.158608889,0.976354785,24.31766573,,,,,,
,,,,,,,,,,,,1.48551,16.9029,,,,,,,,,,,,,,,3.24383,4.44512,0.37727,1508.59,5.47934,5.68968,,0.160189136,0.97575762,24.35632382,,,,,,
,,,,,,,,,,,,1.48792,16.4437,,,,,,,,,,,,,,,3.27583,4.44376,0.378618,1504.42,5.4915,5.69938,,0.161769383,0.975160639,24.40290804,,,,,,
,,,,,,,,,,,,1.49034,15.5625,,,,,,,,,,,,,,,3.30783,4.4424,0.379943,1499.85,5.50655,5.70884,,0.16334963,0.97456384,24.46229772,,,,,,
,,,,,,,,,,,,1.5,14.4605,,,,,,,,,,,,,,,3.33983,4.44103,0.38127,1495.64,5.52391,5.71828,,0.164929877,0.973962838,24.53185003,,,,,,
,,,,,,,,,,,,1.50242,14.1974,,,,,,,,,,,,,,,3.37183,4.43965,0.382577,1491.73,5.54372,5.74284,,0.166510123,0.973357636,24.6121765,,,,,,
,,,,,,,,,,,,1.50725,13.4366,,,,,,,,,,,,,,,3.40063,4.43841,0.383731,1488.45,5.56346,5.76128,,0.167932346,0.972813992,24.6929165,,,,,,
,,,,,,,,,,,,1.50966,13.4366,,,,,,,,,,,,,,,3.42943,4.43716,0.384867,1486.35,5.57627,5.77688,,0.169354568,0.972266117,24.74280219,,,,,,
,,,,,,,,,,,,1.50966,13.1921,,,,,,,,,,,,,,,3.48702,4.43465,0.387102,1482.58,5.59398,5.80301,,0.172198519,0.97116645,24.80734341,,,,,,
,,,,,,,,,,,,1.51691,12.258,,,,,,,,,,,,,,,3.51582,4.43339,0.388213,1480.48,5.60177,5.81408,,0.173620741,0.970614661,24.8348311,,,,,,
,,,,,,,,,,,,1.51932,11.925,,,,,,,,,,,,,,,3.54462,4.43213,0.38932,1478.19,5.60916,5.82432,,0.175042963,0.970063029,24.86052631,,,,,,
,,,,,,,,,,,,1.52415,11.7081,,,,,,,,,,,,,,,3.57342,4.43087,0.390418,1475.59,5.6172,5.83391,,0.176465185,0.969511553,24.88908296,,,,,,
,,,,,,,,,,,,1.52415,11.7081,,,,,,,,,,,,,,,3.60222,4.42959,0.391512,1472.68,5.62543,5.84304,,0.177887407,0.968951485,24.91834847,,,,,,
,,,,,,,,,,,,1.5314,12.146,,,,,,,,,,,,,,,3.63102,4.42832,0.392602,1469.25,5.63527,5.85194,,0.17930963,0.968395952,24.95477885,,,,,,
,,,,,,,,,,,,1.5314,12.8338,,,,,,,,,,,,,,,3.65982,4.42704,0.39367,1465.14,5.64704,5.86075,,0.180731852,0.967836206,24.99967196,,,,,,
,,,,,,,,,,,,1.52899,13.4366,,,,,,,,,,,,,,,3.68862,4.42576,0.394733,1460.21,5.66486,5.86948,,0.182154074,0.967276621,25.07131079,,,,,,
,,,,,,,,,,,,1.52899,13.8118,,,,,,,,,,,,,,,3.68939,4.42572,0.394758,1461.07,5.66306,5.86793,,0.182192099,0.967259137,25.0631179,,,,,,
,,,,,,,,,,,,1.52899,14.1974,,,,,,,,,,,,,,,3.69018,4.42569,0.394796,1461.5,5.66211,5.86768,,0.182231111,0.967246024,25.05874361,,,,,,
,,,,,,,,,,,,1.52899,14.7285,,,,,,,,,,,,,,,3.69096,4.42565,0.394831,1461.68,5.66167,5.86781,,0.18226963,0.967228539,25.05656984,,,,,,
,,,,,,,,,,,,1.52899,14.8643,,,,,,,,,,,,,,,3.69175,4.42562,0.394866,1461.71,5.66155,5.86807,,0.182308642,0.967215426,25.05586891,,,,,,
,,,,,,,,,,,,1.53382,15.4203,,,,,,,,,,,,,,,3.69253,4.42558,0.394898,1461.66,5.66165,5.86838,,0.18234716,0.967197943,25.05608501,,,,,,
,,,,,,,,,,,,1.53382,15.706,,,,,,,,,,,,,,,3.6941,4.42551,0.394957,1461.47,5.66222,5.86898,,0.182424691,0.967167346,25.05821123,,,,,,
,,,,,,,,,,,,1.53623,15.706,,,,,,,,,,,,,,,3.69567,4.42544,0.395019,1461.25,5.66295,5.86953,,0.182502222,0.96713675,25.06104545,,,,,,
,,,,,,,,,,,,1.53623,15.8509,,,,,,,,,,,,,,,3.70821,4.42488,0.39548,1459.62,5.66958,5.87322,,0.183121481,0.966892001,25.08721115,,,,,,
,,,,,,,,,,,,1.54589,14.4605,,,,,,,,,,,,,,,3.72702,4.42404,0.396158,1457.46,5.67991,5.87859,,0.18405037,0.966524934,25.12814904,,,,,,
,,,,,,,,,,,,1.55072,13.8118,,,,,,,,,,,,,,,3.73956,4.42348,0.396602,1456.12,5.68705,5.88283,,0.18466963,0.966280262,25.15655193,,,,,,
,,,,,,,,,,,,1.55797,12.6003,,,,,,,,,,,,,,,3.77718,4.42179,0.397942,1452.4,5.70988,5.91015,,0.186527407,0.965542064,25.24789029,,,,,,
,,,,,,,,,,,,1.55797,11.6011,,,,,,,,,,,,,,,3.82735,4.41953,0.399671,1448.75,5.73441,5.93844,,0.189004938,0.964555329,25.34339703,,,,,,
,,,,,,,,,,,,1.56763,10.9794,,,,,,,,,,,,,,,3.85243,4.41839,0.400555,1447.38,5.74171,5.9504,,0.190243457,0.964057787,25.36911405,,,,,,
,,,,,,,,,,,,1.56763,10.2019,,,,,,,,,,,,,,,3.92768,4.41497,0.402909,1442.67,5.76044,5.98039,,0.193959506,0.962565931,25.43216979,,,,,,
,,,,,,,,,,,,1.56763,10.2019,,,,,,,,,,,,,,,3.95276,4.41382,0.403764,1440.82,5.76623,5.98907,,0.195198025,0.962064543,25.4511013,,,,,,
,,,,,,,,,,,,1.58213,8.64805,,,,,,,,,,,,,,,3.97784,4.41267,0.404625,1438.69,5.7727,5.99741,,0.196436543,0.961563285,25.47302011,,,,,,
,,,,,,,,,,,,1.59179,7.8895,,,,,,,,,,,,,,,4.00042,4.41163,0.405645,1436.52,5.77848,6.0045,,0.197551605,0.961110087,25.49251572,,,,,,
,,,,,,,,,,,,1.60628,7.39846,,,,,,,,,,,,,,,4.02299,4.41059,0.406409,1434.1,5.78497,6.01146,,0.198666173,0.960656995,25.51513083,,,,,,
,,,,,,,,,,,,1.6087,6.93798,,,,,,,,,,,,,,,4.04331,4.40965,0.407094,1431.58,5.79162,6.01755,,0.19966963,0.960247562,25.53901713,,,,,,
,,,,,,,,,,,,1.63043,6.50616,,,,,,,,,,,,,,,4.07988,4.40796,0.408378,1426.78,5.8063,6.02773,,0.201475556,0.959511672,25.59393815,,,,,,
,,,,,,,,,,,,1.63043,6.21427,,,,,,,,,,,,,,,4.10748,4.40668,0.409231,1423.87,5.81845,6.03428,,0.202838519,0.9589545,25.64004725,,,,,,
,,,,,,,,,,,,1.63768,5.51519,,,,,,,,,,,,,,,4.11532,4.40631,0.409487,1423.08,5.822,6.03626,,0.203225679,0.958793472,25.65353682,,,,,,
,,,,,,,,,,,,1.6401,5.41486,,,,,,,,,,,,,,,4.15451,4.40449,0.410752,1419.33,5.8417,6.04665,,0.205160988,0.958001588,25.72970923,,,,,,
,,,,,,,,,,,,1.64734,5.26777,,,,,,,,,,,,,,,4.20154,4.40229,0.412246,1415.41,5.86775,6.0738,,0.207483457,0.957044802,25.83153715,,,,,,
,,,,,,,,,,,,1.64976,5.17193,,,,,,,,,,,,,,,4.26425,4.39935,0.414179,1411.24,5.89828,6.10898,,0.210580247,0.955766934,25.94859812,,,,,,
,,,,,,,,,,,,1.657,4.9399,,,,,,,,,,,,,,,4.2956,4.39787,0.415143,1409.72,5.906,6.12338,,0.212128395,0.955123977,25.97382022,,,,,,
,,,,,,,,,,,,1.657,4.9399,,,,,,,,,,,,,,,4.35831,4.3949,0.416808,1406.15,5.91953,6.14808,,0.215225185,0.953834371,26.0157424,,,,,,
,,,,,,,,,,,,1.66425,4.89476,,,,,,,,,,,,,,,4.38966,4.39341,0.41794,1403.88,5.92638,6.15923,,0.216773333,0.953187725,26.03701716,,,,,,
,,,,,,,,,,,,1.6715,4.89476,,,,,,,,,,,,,,,4.41429,4.39223,0.418733,1401.84,5.93195,6.1675,,0.21798963,0.952675772,26.05448875,,,,,,
,,,,,,,,,,,,1.68116,4.80571,,,,,,,,,,,,,,,4.43893,4.39106,0.419476,1399.38,5.93779,6.17564,,0.21920642,0.952168293,26.07319216,,,,,,
,,,,,,,,,,,,1.68357,4.63244,,,,,,,,,,,,,,,4.45878,4.39011,0.420067,1397.11,5.94309,6.182,,0.220186667,0.951756336,26.09081884,,,,,,
,,,,,,,,,,,,1.69565,4.42462,,,,,,,,,,,,,,,4.47665,4.38925,0.420591,1394.68,5.94852,6.18763,,0.221069136,0.951383485,26.10954141,,,,,,
,,,,,,,,,,,,1.70048,4.5066,,,,,,,,,,,,,,,4.52324,4.38701,0.422006,1388.46,5.9665,6.20026,,0.223369877,0.950412679,26.17509517,,,,,,
,,,,,,,,,,,,1.70773,4.42462,,,,,,,,,,,,,,,4.5332,4.38653,0.422264,1388.37,5.96937,6.20134,,0.223861728,0.950204713,26.18482059,,,,,,
,,,,,,,,,,,,1.71014,4.11131,,,,,,,,,,,,,,,4.54216,4.3861,0.422513,1387.71,5.97222,6.20331,,0.224304198,0.95001843,26.19475414,,,,,,
,,,,,,,,,,,,1.71981,3.92687,,,,,,,,,,,,,,,4.54987,4.38573,0.422731,1386.94,5.97533,6.20519,,0.224684938,0.949858155,26.20618404,,,,,,
,,,,,,,,,,,,1.71981,4.03652,,,,,,,,,,,,,,,4.55758,4.38536,0.422925,1386.23,5.97854,6.20701,,0.225065679,0.949697893,26.21805017,,,,,,
,,,,,,,,,,,,1.7343,4.14923,,,,,,,,,,,,,,,4.58842,4.38387,0.423818,1383.62,5.99197,6.21448,,0.226588642,0.949052651,26.26801752,,,,,,
,,,,,,,,,,,,1.7343,4.14923,,,,,,,,,,,,,,,4.63469,4.38163,0.425098,1380.19,6.01378,6.22848,,0.22887358,0.948083035,26.35015886,,,,,,
,,,,,,,,,,,,1.7343,4.14923,,,,,,,,,,,,,,,4.69638,4.37863,0.426745,1376.04,6.04505,6.26803,,0.23192,0.946785219,26.46903728,,,,,,
,,,,,,,,,,,,1.76329,3.92687,,,,,,,,,,,,,,,4.72722,4.37712,0.427588,1373.81,6.06362,6.2842,,0.233442963,0.946132321,26.54119237,,,,,,
,,,,,,,,,,,,1.76329,3.61546,,,,,,,,,,,,,,,4.75498,4.37577,0.428298,1372.58,6.06981,6.29704,,0.234813827,0.945548795,26.5600925,,,,,,
,,,,,,,,,,,,1.76087,3.61546,,,,,,,,,,,,,,,4.8105,4.37304,0.429657,1369.65,6.08095,6.31989,,0.237555556,0.944369326,26.59223759,,,,,,
,,,,,,,,,,,,1.78019,3.71642,,,,,,,,,,,,,,,4.83826,4.37167,0.430393,1367.84,6.08618,6.33028,,0.23892642,0.943777708,26.60677052,,,,,,
,,,,,,,,,,,,1.78261,3.45326,,,,,,,,,,,,,,,4.86602,4.37031,0.431287,1365.53,6.09157,6.34052,,0.240297284,0.943190592,26.62204929,,,,,,
,,,,,,,,,,,,1.78261,3.45326,,,,,,,,,,,,,,,4.89378,4.36893,0.432026,1362.67,6.09708,6.35053,,0.241668148,0.942595029,26.63771572,,,,,,
,,,,,,,,,,,,1.78261,3.45326,,,,,,,,,,,,,,,4.92154,4.36756,0.432743,1359.01,6.10346,6.36042,,0.243039012,0.942003968,26.65722776,,,,,,
,,,,,,,,,,,,1.78744,3.48511,,,,,,,,,,,,,,,4.9493,4.36618,0.433451,1354.22,6.11076,6.37041,,0.244409877,0.94140878,26.6806781,,,,,,
,,,,,,,,,,,,1.7971,3.45326,,,,,,,,,,,,,,,4.95001,4.36615,0.433469,1354.78,6.11255,6.36816,,0.244444938,0.941395843,26.68831018,,,,,,
,,,,,,,,,,,,1.7971,3.45326,,,,,,,,,,,,,,,4.95142,4.36608,0.433512,1355.42,6.11329,6.36734,,0.244514568,0.941365658,26.6911132,,,,,,
,,,,,,,,,,,,1.7971,3.32876,,,,,,,,,,,,,,,4.95262,4.36602,0.433546,1355.68,6.11324,6.36723,,0.244573827,0.941339785,26.6905281,,,,,,
,,,,,,,,,,,,1.80676,3.06479,,,,,,,,,,,,,,,4.95383,4.36596,0.433583,1355.76,6.11312,6.36741,,0.24463358,0.941313912,26.6896374,,,,,,
,,,,,,,,,,,,1.80918,3.12158,,,,,,,,,,,,,,,4.95503,4.3659,0.433617,1355.72,6.11302,6.36774,,0.24469284,0.94128804,26.68883402,,,,,,
