,t/(Do)2 (s/mm2),(D/Do)2,,,t/(Do)2 (s/mm2),Dflame/Dodrop,,t/(Do)2 (s/mm2),Dflame (mm),,Flame Radiance I,t/(Do)2,Flame Radiance (W),,Flame Radiance II,t/(Do)2,Flame Radiance (W),,,t/(Do)2,Cool Flame Dia (HWFM),,t/(Do)2,Cool Flame Dia (peak-peak),,,Simulations,t (s),D (mm),K(mm^2/sec),T_max(K),D_Tmax/D_drop,D_OHm/D_drop,,t/do^2 (s/mm2),(d/do)^2,Dflame(mm),,t/do2(s/mm2),Radiance (W),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9205,1.29757,0.664102,922.796,7.75216,8.95015,,1.724469136,0.083145082,10.05897025,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9974,1.27777,0.662498,916.422,7.62891,8.79822,,1.728266667,0.080626972,9.747992331,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0499,1.26412,0.661011,909.716,7.50125,8.64418,,1.730859259,0.078913549,9.48248015,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0913,1.25325,0.659504,902.009,7.35575,8.47409,,1.732903704,0.07756225,9.218593688,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1327,1.24232,0.657585,890.723,7.14066,8.22959,,1.734948148,0.076215258,8.870984731,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.17,1.23242,0.655416,875.964,6.87008,7.94643,,1.736790123,0.075005386,8.466823994,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.196,1.2255,0.653577,862.556,6.6289,7.69125,,1.738074074,0.074165444,8.12371695,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2169,1.21992,0.651894,850.023,6.40831,7.45395,,1.739106173,0.073491595,7.817625535,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2379,1.21432,0.650042,836.486,6.17635,7.19929,,1.74014321,0.072818423,7.500065332,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2776,1.20367,0.64626,810.569,5.74867,6.7193,,1.742103704,0.071546739,6.919501619,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2964,1.19861,0.644498,799.392,5.55761,6.46417,,1.743032099,0.070946466,6.661406922,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3134,1.19405,0.642921,790.531,5.39062,6.33517,,1.743871605,0.070407674,6.436669811,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3303,1.18948,0.64127,783.307,5.23251,6.17857,,1.744706173,0.069869762,6.223965995,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.343,1.18608,0.640018,779.091,5.11761,6.07847,,1.745333333,0.069470902,6.069894869,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3556,1.18267,0.63866,775.759,5.00995,5.96762,,1.745955556,0.069072016,5.925117567,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3682,1.17926,0.637232,773.191,4.91843,5.89124,,1.746577778,0.068674279,5.800107762,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3809,1.17584,0.635779,771.213,4.84551,5.92422,,1.747204938,0.068276529,5.697544478,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3935,1.17243,0.634326,769.834,4.79477,5.94505,,1.74782716,0.067881092,5.621532191,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4061,1.16901,0.632902,768.835,4.75651,5.95844,,1.748449383,0.067485648,5.560407755,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4187,1.16559,0.631524,768.046,4.72531,5.96344,,1.749071605,0.06709136,5.507774083,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4314,1.16216,0.630215,767.365,4.69864,5.9687,,1.749698765,0.06669708,5.460571462,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.444,1.15874,0.628981,766.796,4.67726,5.97607,,1.750320988,0.066305106,5.419728252,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4566,1.15531,0.627826,766.308,4.65925,5.97845,,1.75094321,0.065913145,5.382878118,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5072,1.14154,0.62392,764.595,4.59183,5.91518,,1.753441975,0.064351287,5.241757618,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5577,1.12769,0.620909,763.277,4.53666,5.80958,,1.755935802,0.062799246,5.115946115,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6208,1.11021,0.618024,762.065,4.48419,5.71842,,1.759051852,0.060867469,4.97839258,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6714,1.09607,0.616208,761.335,4.45183,5.6644,,1.761550617,0.059326886,4.879517308,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7219,1.0818,0.614707,760.824,4.42887,5.62143,,1.764044444,0.05779216,4.791151566,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7724,1.06736,0.613458,760.461,4.41227,5.58409,,1.766538272,0.056259623,4.709480507,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8229,1.05275,0.612429,760.189,4.40001,5.58185,,1.769032099,0.054730003,4.632110528,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8735,1.03796,0.611563,759.966,4.39017,5.57685,,1.771530864,0.05320301,4.556820853,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.924,1.02298,0.610817,759.826,4.38403,5.56348,,1.774024691,0.051678424,4.484775009,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9745,1.00779,0.610178,759.725,4.38081,5.56131,,1.776518519,0.050155096,4.41493651,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0503,0.984594,0.609381,759.667,4.38061,5.56268,,1.780261728,0.047872857,4.313122322,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1008,0.968835,0.608919,759.666,4.38288,5.56681,,1.782755556,0.046352655,4.246287545,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1514,0.952826,0.60851,759.68,4.38656,5.57294,,1.785254321,0.044833451,4.179628419,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2019,0.936554,0.60814,759.705,4.39153,5.58078,,1.787748148,0.043315229,4.112904988,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3029,0.903161,0.607535,759.775,4.40502,5.60069,,1.792735802,0.040281471,3.978442268,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.404,0.868527,0.606785,759.851,4.42262,5.62472,,1.797728395,0.037251316,3.841164881,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.505,0.832497,0.606012,759.915,4.44392,5.65186,,1.802716049,0.034224753,3.699550068,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6061,0.794861,0.605846,759.952,4.46921,5.68061,,1.807708642,0.031200198,3.55240073,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.697,0.759424,0.605199,759.955,4.49542,5.70771,,1.812197531,0.028480238,3.413929838,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.788,0.722291,0.604402,759.941,4.52607,5.73577,,1.816691358,0.025763175,3.269139626,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8789,0.683195,0.603478,759.891,4.56154,5.76341,,1.821180247,0.02304965,3.11642132,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9608,0.646047,0.602548,759.794,4.59804,5.78686,,1.825224691,0.020611196,2.970549948,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0344,0.610749,0.601373,759.659,4.63537,5.80494,,1.828859259,0.018420461,2.831047592,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1007,0.577212,0.599961,759.487,4.6732,5.81839,,1.832133333,0.016453022,2.697427118,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1604,0.545343,0.598584,759.281,4.71182,5.82635,,1.835081481,0.01468637,2.569558054,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2141,0.515058,0.596931,759.045,4.75113,5.82729,,1.837733333,0.013100481,2.447107516,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2624,0.486276,0.595104,758.781,4.79114,5.82216,,1.840118519,0.011677252,2.329816395,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3059,0.458922,0.593146,758.489,4.83185,5.80999,,1.842266667,0.010400464,2.217442266,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3451,0.432919,0.591016,758.171,4.87347,5.78844,,1.844202469,0.009255252,2.109817759,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3803,0.408198,0.588751,757.84,4.91719,5.75924,,1.845940741,0.008228425,2.007187124,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.412,0.384689,0.586298,757.495,4.96332,2.80676,,1.847506173,0.007307932,1.909334607,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4405,0.36233,0.583659,757.126,5.0112,2.86115,,1.84891358,0.006483113,1.815708096,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4662,0.341056,0.58088,756.732,5.06098,2.91589,,1.850182716,0.005744158,1.726077595,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4893,0.320809,0.577929,756.311,5.11314,2.98107,,1.851323457,0.005082391,1.64034133,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5102,0.301529,0.574846,755.865,5.1683,3.05066,,1.852355556,0.004489864,1.558392331,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5289,0.283163,0.57156,755.392,5.22695,3.11917,,1.853279012,0.00395957,1.480078843,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5457,0.265656,0.568074,754.891,5.28969,3.20267,,1.854108642,0.003485092,1.405237887,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5609,0.248957,0.564441,754.361,5.35712,3.28707,,1.854859259,0.00306072,1.333692524,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5745,0.233015,0.560613,753.799,5.43023,3.37865,,1.855530864,0.002681283,1.265325043,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5868,0.217781,0.556638,753.201,5.51035,3.48129,,1.856138272,0.002342151,1.200049533,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5979,0.203207,0.552415,752.565,5.59864,3.58683,,1.85668642,0.002039165,1.137682838,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6077,0.189454,0.548033,751.898,5.69489,3.70736,,1.85717037,0.001772485,1.07891969,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6146,0.179289,0.544545,751.353,5.77603,3.79732,,1.857511111,0.001587385,1.035578643,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6214,0.168589,0.540462,750.726,5.87228,3.91727,,1.857846914,0.001403568,0.990001813,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6276,0.158418,0.536509,750.067,5.97661,4.03147,,1.858153086,0.001239322,0.946802603,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6331,0.148748,0.532338,749.397,6.09312,4.16414,,1.858424691,0.00109264,0.906339414,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6381,0.139548,0.528058,748.711,6.22251,4.29452,,1.858671605,0.000961661,0.868338825,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6426,0.130789,0.523672,747.989,6.36315,4.4428,,1.858893827,0.000844729,0.832230025,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6467,0.122444,0.51927,747.224,6.51601,4.5919,,1.859096296,0.000740372,0.797846328,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6503,0.114486,0.514684,746.414,6.68149,4.76163,,1.859274074,0.000647261,0.764937064,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6536,0.106889,0.509963,745.599,6.87209,4.93249,,1.859437037,0.00056421,0.734550828,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6566,0.0996281,0.505168,744.746,7.08321,5.13086,,1.859585185,0.000490161,0.705686754,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6592,0.092756,0.500291,743.835,7.30889,5.33216,,1.85971358,0.000424873,0.677943401,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.661,0.0876479,0.496452,743.125,7.50817,5.50883,,1.859802469,0.000379366,0.658075333,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6629,0.0822684,0.4922,742.326,7.74655,5.70542,,1.859896296,0.000334227,0.637296274,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6646,0.0771526,0.487888,741.481,7.99616,5.92635,,1.859980247,0.000293952,0.616924534,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6661,0.0722836,0.48359,740.665,8.28332,6.15398,,1.860054321,0.000258021,0.59874819,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6674,0.0676452,0.479267,739.805,8.58628,6.40434,,1.860118519,0.000225969,0.580820628,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6686,0.0632216,0.474914,738.949,8.92562,6.67271,,1.860177778,0.000197381,0.564291977,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6697,0.0589977,0.470514,738.073,9.2927,6.95892,,1.860232099,0.000171888,0.548247927,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6707,0.0549581,0.466142,737.206,9.70435,7.27966,,1.860281481,0.000149155,0.533332638,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6716,0.0511114,0.46177,736.322,10.146,7.61727,,1.860325926,0.000129006,0.518576264,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6722,0.0482661,0.458424,735.673,10.5332,7.90739,,1.860355556,0.000115043,0.508396485,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6728,0.0452658,0.45479,734.938,10.9757,8.24183,,1.860385185,0.000101185,0.496823841,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6733,0.0424077,0.451175,734.256,11.4729,8.60376,,1.860409877,8.88105E-05,0.486539301,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
