,time ,Radiance (W),time,df (mm),,,,time ,Radiance (W),time,df (mm),,,Simulation,,time (s),Q(W),,Simulation,time (s),Q (W),,,Simulation,Time(sec),Dflame (mm),,Simulation ,Time(sec),Dflame (mm),,,Simulation,Time(sec),T_max(K),,Simulation,Time(sec),T_max(K)
,,,,,,,,,,,,,,,,,,,,6.93,37.71303584,,,,,,,,9.96918,23.54381067,,,,,,,,9.96918,1196.24
,,,,,,,,,,,,,,,,,,,,6.9575,37.71303584,,,,,,,,10.0829,22.75250751,,,,,,,,10.0829,1181.55
,,,,,,,,,,,,,,,,,,,,7.04,37.90956588,,,,,,,,10.1018,22.59712468,,,,,,,,10.1018,1178.88
,,,,,,,,,,,,,,,,,,,,7.0675,37.91134787,,,,,,,,10.1271,22.30175594,,,,,,,,10.1271,1175.51
,,,,,,,,,,,,,,,,,,,,7.095,37.91134787,,,,,,,,10.2156,21.3351779,,,,,,,,10.2156,1163.27
,,,,,,,,,,,,,,,,,,,,7.1225,37.91134787,,,,,,,,10.4279,19.56324752,,,,,,,,10.4279,1135.3
,,,,,,,,,,,,,,,,,,,,7.15,37.9118063,,,,,,,,10.5189,19.11936296,,,,,,,,10.5189,1124.15
,,,,,,,,,,,,,,,,,,,,7.205,37.91226474,,,,,,,,10.6099,18.80739607,,,,,,,,10.6099,1114.06
,,,,,,,,,,,,,,,,,,,,7.2325,37.91226474,,,,,,,,10.7009,18.60541768,,,,,,,,10.7009,1104.96
,,,,,,,,,,,,,,,,,,,,7.26,37.91272317,,,,,,,,10.7464,18.53481421,,,,,,,,10.7464,1100.97
,,,,,,,,,,,,,,,,,,,,7.37,37.91318161,,,,,,,,10.7919,18.48085502,,,,,,,,10.7919,1097.27
,,,,,,,,,,,,,,,,,,,,7.5625,38.11016527,,,,,,,,10.8374,18.44209496,,,,,,,,10.8374,1093.86
,,,,,,,,,,,,,,,,,,,,7.59,38.1106237,,,,,,,,10.8829,18.41608302,,,,,,,,10.8829,1090.74
,,,,,,,,,,,,,,,,,,,,7.645,38.11108214,,,,,,,,10.9284,18.40012434,,,,,,,,10.9284,1087.89
,,,,,,,,,,,,,,,,,,,,7.7825,37.91719618,,,,,,,,10.9739,18.39274359,,,,,,,,10.9739,1085.31
,,,,,,,,,,,,,,,,,,,,7.8925,37.91810348,,,,,,,,11.0251,18.39270024,,,,,,,,11.0251,1082.69
,,,,,,,,,,,,,,,,,,,,8.03,37.72339762,,,,,,,,11.0934,18.40278496,,,,,,,,11.0934,1079.63
,,,,,,,,,,,,,,,,,,,,8.0575,37.72385126,,,,,,,,11.1844,18.42931985,,,,,,,,11.1844,1076.22
,,,,,,,,,,,,,,,,,,,,8.14,37.52869176,,,,,,,,11.3209,18.48710056,,,,,,,,11.3209,1072.34
,,,,,,,,,,,,,,,,,,,,8.2225,37.52959905,,,,,,,,11.4119,18.53204905,,,,,,,,11.4119,1070.43
,,,,,,,,,,,,,,,,,,,,8.3325,37.33608861,,,,,,,,11.5939,18.61893437,,,,,,,,11.5939,1068.05
,,,,,,,,,,,,,,,,,,,,8.415,37.14091958,,,,,,,,11.81,18.71991535,,,,,,,,11.81,1066.68
,,,,,,,,,,,,,,,,,,,,8.4975,36.75013264,,,,,,,,12.7655,19.03777211,,,,,,,,12.7655,1066.39
,,,,,,,,,,,,,,,,,,,,8.58,36.55586137,,,,,,,,13.5845,19.18494677,,,,,,,,13.5845,1063.94
,,,,,,,,,,,,,,,,,,,,8.6625,36.16507443,,,,,,,,14.4945,19.26955121,,,,,,,,14.4945,1057.12
,,,,,,,,,,,,,,,,,,,,8.745,35.57911845,,,,,,,,15.4045,19.34698976,,,,,,,,15.4045,1047.89
,,,,,,,,,,,,,,,,,,,,8.745,35.57956734,,,,,,,,16.3145,19.42736707,,,,,,,,16.3145,1038.69
,,,,,,,,,,,,,,,,,,,,8.8,35.18878039,,,,,,,,17.0766,19.48607626,,,,,,,,17.0766,1031.18
,,,,,,,,,,,,,,,,,,,,8.855,34.79799345,,,,,,,,17.8046,19.54546172,,,,,,,,17.8046,1024.15
,,,,,,,,,,,,,,,,,,,,8.9375,34.01746655,,,,,,,,18.5326,19.56379587,,,,,,,,18.5326,1017.67
,,,,,,,,,,,,,,,,,,,,8.9925,33.23630838,,,,,,,,19.2606,19.57924735,,,,,,,,19.2606,1011.4
,,,,,,,,,,,,,,,,,,,,9.075,32.45559436,,,,,,,,19.9154,19.59938341,,,,,,,,19.9154,1006.17
,,,,,,,,,,,,,,,,,,,,9.2675,29.32874095,,,,,,,,20.5703,19.59292171,,,,,,,,20.5703,1001.42
,,,,,,,,,,,,,,,,,,,,9.3225,28.35240427,,,,,,,,21.2251,19.56612935,,,,,,,,21.2251,996.986
,,,,,,,,,,,,,,,,,,,,9.4325,26.59446528,,,,,,,,21.8799,19.53029121,,,,,,,,21.8799,992.651
,,,,,,,,,,,,,,,,,,,,9.4875,26.00804147,,,,,,,,22.5347,19.48732836,,,,,,,,22.5347,988.429
,,,,,,,,,,,,,,,,,,,,9.515,25.61724032,,,,,,,,23.1241,19.45411469,,,,,,,,23.1241,984.991
,,,,,,,,,,,,,,,,,,,,9.5425,25.22758074,,,,,,,,23.7134,19.39442222,,,,,,,,23.7134,982.03
,,,,,,,,,,,,,,,,,,,,9.57,25.03239281,,,,,,,,24.3028,19.32391633,,,,,,,,24.3028,979.267
,,,,,,,,,,,,,,,,,,,,9.57,24.64113808,,,,,,,,24.8921,19.24404965,,,,,,,,24.8921,976.578
,,,,,,,,,,,,,,,,,,,,9.5975,24.44595015,,,,,,,,25.4815,19.16018288,,,,,,,,25.4815,973.938
,,,,,,,,,,,,,,,,,,,,9.625,24.25076222,,,,,,,,26.0119,19.09087711,,,,,,,,26.0119,971.876
,,,,,,,,,,,,,,,,,,,,9.6525,24.05557429,,,,,,,,26.5423,19.02287975,,,,,,,,26.5423,969.998
,,,,,,,,,,,,,,,,,,,,9.68,23.85994692,,,,,,,,27.0727,18.95368214,,,,,,,,27.0727,968.241
,,,,,,,,,,,,,,,,,,,,9.68,23.66475899,,,,,,,,27.6031,18.86965795,,,,,,,,27.6031,966.619
,,,,,,,,,,,,,,,,,,,,9.735,23.27350426,,,,,,,,28.3228,18.73067261,,,,,,,,28.3228,964.708
,,,,,,,,,,,,,,,,,,,,9.7625,22.88268897,,,,,,,,28.9705,18.61291482,,,,,,,,28.9705,963.36
,,,,,,,,,,,,,,,,,,,,9.79,22.68794047,,,,,,,,29.6182,18.49324098,,,,,,,,29.6182,962.143
,,,,,,,,,,,,,,,,,,,,9.845,22.29668574,,,,,,,,30.2012,18.37867263,,,,,,,,30.2012,961.055
,,,,,,,,,,,,,,,,,,,,9.9275,21.90630988,,,,,,,,30.7841,18.2701728,,,,,,,,30.7841,960.147
,,,,,,,,,,,,,,,,,,,,9.9825,21.31942779,,,,,,,,31.3671,18.16595164,,,,,,,,31.3671,959.432
,,,,,,,,,,,,,,,,,,,,10.065,20.92905193,,,,,,,,31.95,18.05428571,,,,,,,,31.95,958.812
,,,,,,,,,,,,,,,,,,,,10.0925,20.92949136,,,,,,,,32.533,17.91309308,,,,,,,,32.533,958.429
,,,,,,,,,,,,,,,,,,,,10.1475,20.733864,,,,,,,,33.1159,17.77695157,,,,,,,,33.1159,958.252
,,,,,,,,,,,,,,,,,,,,10.175,20.53875692,,,,,,,,33.6988,17.63755906,,,,,,,,33.6988,958.13
,,,,,,,,,,,,,,,,,,,,10.2575,20.14749282,,,,,,,,34.2818,17.49501378,,,,,,,,34.2818,958.025
,,,,,,,,,,,,,,,,,,,,10.3675,19.75666346,,,,,,,,34.8356,17.36436246,,,,,,,,34.8356,958.086
,,,,,,,,,,,,,,,,,,,,10.45,19.56146615,,,,,,,,35.3602,17.23979493,,,,,,,,35.3602,958.208
,,,,,,,,,,,,,,,,,,,,10.5325,19.42465414,,,,,,,,35.8849,17.11193061,,,,,,,,35.8849,958.348
,,,,,,,,,,,,,,,,,,,,10.5875,19.24862877,,,,,,,,36.4095,16.96001796,,,,,,,,36.4095,958.852
,,,,,,,,,,,,,,,,,,,,10.7525,18.93600876,,,,,,,,36.9079,16.81420866,,,,,,,,36.9079,959.436
,,,,,,,,,,,,,,,,,,,,10.89,18.64310359,,,,,,,,37.3801,16.66858293,,,,,,,,37.3801,959.871
,,,,,,,,,,,,,,,,,,,,11.055,18.40842555,,,,,,,,37.8523,16.52041244,,,,,,,,37.8523,960.294
,,,,,,,,,,,,,,,,,,,,11.275,18.1150995,,,,,,,,38.3245,16.37203387,,,,,,,,38.3245,960.789
,,,,,,,,,,,,,,,,,,,,11.55,17.84164027,,,,,,,,38.7967,16.21727275,,,,,,,,38.7967,961.232
,,,,,,,,,,,,,,,,,,,,11.81,17.5481357,,,,,,,,39.0328,16.13803239,,,,,,,,39.0328,961.468
,,,,,,,,,,,,,,,,,,,,12.7655,17.21583468,,,,,,,,39.2689,16.060957,,,,,,,,39.2689,961.75
,,,,,,,,,,,,,,,,,,,,13.5845,16.92248212,,,,,,,,39.505,15.98325896,,,,,,,,39.505,962.052
,,,,,,,,,,,,,,,,,,,,14.4945,16.72723051,,,,,,,,39.7411,15.89378102,,,,,,,,39.7411,962.45
,,,,,,,,,,,,,,,,,,,,15.4045,16.66901757,,,,,,,,39.9771,15.8008432,,,,,,,,39.9771,962.855
,,,,,,,,,,,,,,,,,,,,16.3145,16.68923125,,,,,,,,40.2132,15.70692403,,,,,,,,40.2132,963.263
,,,,,,,,,,,,,,,,,,,,17.0766,16.74905526,,,,,,,,40.4493,15.61329505,,,,,,,,40.4493,963.713
,,,,,,,,,,,,,,,,,,,,17.8046,16.76898254,,,,,,,,40.6854,15.51999401,,,,,,,,40.6854,964.201
,,,,,,,,,,,,,,,,,,,,18.5326,16.819,,,,,,,,40.9215,15.4236924,,,,,,,,40.9215,964.676
,,,,,,,,,,,,,,,,,,,,19.2606,16.8713,,,,,,,,41.1576,15.32707609,,,,,,,,41.1576,965.138
,,,,,,,,,,,,,,,,,,,,19.9154,16.9244,,,,,,,,41.3937,15.22920123,,,,,,,,41.3937,965.609
,,,,,,,,,,,,,,,,,,,,20.5703,16.871344,,,,,,,,41.6298,15.13149798,,,,,,,,41.6298,966.116
,,,,,,,,,,,,,,,,,,,,21.2251,16.8541,,,,,,,,41.8659,15.03177512,,,,,,,,41.8659,966.64
,,,,,,,,,,,,,,,,,,,,21.8799,16.8412,,,,,,,,42.102,14.93182249,,,,,,,,42.102,967.152
,,,,,,,,,,,,,,,,,,,,22.5347,16.7957,,,,,,,,42.3381,14.82858435,,,,,,,,42.3381,967.657
,,,,,,,,,,,,,,,,,,,,23.1241,16.6423,,,,,,,,42.5742,14.72509628,,,,,,,,42.5742,968.19
,,,,,,,,,,,,,,,,,,,,23.7134,16.6109,,,,,,,,42.8103,14.60865125,,,,,,,,42.8103,968.874
,,,,,,,,,,,,,,,,,,,,24.3028,16.5821,,,,,,,,43.0463,14.48827072,,,,,,,,43.0463,969.547
,,,,,,,,,,,,,,,,,,,,24.8921,16.542822,,,,,,,,43.2824,14.36702641,,,,,,,,43.2824,970.233
,,,,,,,,,,,,,,,,,,,,25.4815,16.51099,,,,,,,,43.5185,14.24401339,,,,,,,,43.5185,970.94
,,,,,,,,,,,,,,,,,,,,26.0119,16.48449,,,,,,,,43.7546,14.11680848,,,,,,,,43.7546,971.609
,,,,,,,,,,,,,,,,,,,,26.5423,16.42,,,,,,,,43.9671,14.00201883,,,,,,,,43.9671,972.212
,,,,,,,,,,,,,,,,,,,,27.0727,16.3509,,,,,,,,44.1796,13.88461261,,,,,,,,44.1796,972.813
,,,,,,,,,,,,,,,,,,,,27.6031,16.21,,,,,,,,44.3921,13.76604572,,,,,,,,44.3921,973.425
,,,,,,,,,,,,,,,,,,,,28.3228,15.9822,,,,,,,,44.6046,13.64421441,,,,,,,,44.6046,974.017
,,,,,,,,,,,,,,,,,,,,28.9705,15.914322,,,,,,,,44.817,13.5209558,,,,,,,,44.817,974.612
,,,,,,,,,,,,,,,,,,,,29.6182,15.714,,,,,,,,45.0295,13.38876674,,,,,,,,45.0295,975.309
,,,,,,,,,,,,,,,,,,,,30.2012,15.54318,,,,,,,,45.1889,13.28270656,,,,,,,,45.1889,975.876
,,,,,,,,,,,,,,,,,,,,30.7841,15.3199,,,,,,,,45.3748,13.1568771,,,,,,,,45.3748,976.522
,,,,,,,,,,,,,,,,,,,,31.3671,15.0885,,,,,,,,45.481,13.08387777,,,,,,,,45.481,976.885
,,,,,,,,,,,,,,,,,,,,31.95,15.001,,,,,,,,45.5873,13.01038249,,,,,,,,45.5873,977.251
,,,,,,,,,,,,,,,,,,,,32.533,14.7544,,,,,,,,45.7998,12.86143811,,,,,,,,45.7998,977.986
,,,,,,,,,,,,,,,,,,,,33.1159,14.6541299,,,,,,,,45.991,12.72440226,,,,,,,,45.991,978.643
,,,,,,,,,,,,,,,,,,,,33.6988,14.45459,,,,,,,,46.1822,12.58498583,,,,,,,,46.1822,979.296
,,,,,,,,,,,,,,,,,,,,34.2818,14.19413,,,,,,,,46.3735,12.44136875,,,,,,,,46.3735,979.925
,,,,,,,,,,,,,,,,,,,,34.8356,13.9817,,,,,,,,46.5647,12.29518686,,,,,,,,46.5647,980.545
,,,,,,,,,,,,,,,,,,,,35.3602,13.7093739,,,,,,,,46.7559,12.1325108,,,,,,,,46.7559,981.346
,,,,,,,,,,,,,,,,,,,,35.8849,13.45644118,,,,,,,,46.9472,11.96371647,,,,,,,,46.9472,982.121
,,,,,,,,,,,,,,,,,,,,36.4095,13.30089892,,,,,,,,47.1384,11.79600068,,,,,,,,47.1384,982.95
,,,,,,,,,,,,,,,,,,,,36.9079,13.14519812,,,,,,,,47.2168,11.71902349,,,,,,,,47.2168,983.204
,,,,,,,,,,,,,,,,,,,,37.3801,13.02845466,,,,,,,,47.2953,11.64687817,,,,,,,,47.2953,983.509
,,,,,,,,,,,,,,,,,,,,37.8523,12.91168824,,,,,,,,47.3737,11.57371074,,,,,,,,47.3737,983.821
,,,,,,,,,,,,,,,,,,,,38.3245,12.75607389,,,,,,,,47.4521,11.49947913,,,,,,,,47.4521,984.128
,,,,,,,,,,,,,,,,,,,,38.7967,12.56147134,,,,,,,,47.5305,11.42435379,,,,,,,,47.5305,984.43
,,,,,,,,,,,,,,,,,,,,39.0328,12.36686237,,,,,,,,47.6089,11.34821143,,,,,,,,47.6089,984.719
,,,,,,,,,,,,,,,,,,,,39.2689,12.26954982,,,,,,,,47.6874,11.27102949,,,,,,,,47.6874,985.003
,,,,,,,,,,,,,,,,,,,,39.505,12.17221813,,,,,,,,47.7658,11.1865721,,,,,,,,47.7658,985.384
,,,,,,,,,,,,,,,,,,,,39.7411,12.07498499,,,,,,,,47.8442,11.09998705,,,,,,,,47.8442,985.777
,,,,,,,,,,,,,,,,,,,,39.9771,11.9776542,,,,,,,,47.9226,11.01245318,,,,,,,,47.9226,986.159
,,,,,,,,,,,,,,,,,,,,40.2132,11.89981304,,,,,,,,48.001,10.92442159,,,,,,,,48.001,986.548
,,,,,,,,,,,,,,,,,,,,40.4493,11.8024724,,,,,,,,48.0795,10.83356985,,,,,,,,48.0795,986.918
,,,,,,,,,,,,,,,,,,,,40.6854,11.70513273,,,,,,,,48.1383,10.7647849,,,,,,,,48.1383,987.18
,,,,,,,,,,,,,,,,,,,,40.9215,11.60778756,,,,,,,,48.2167,10.67248519,,,,,,,,48.2167,987.527
,,,,,,,,,,,,,,,,,,,,41.1576,11.51043697,,,,,,,,48.2951,10.57900687,,,,,,,,48.2951,987.878
,,,,,,,,,,,,,,,,,,,,41.3937,11.43257198,,,,,,,,48.3735,10.48473011,,,,,,,,48.3735,988.239
,,,,,,,,,,,,,,,,,,,,41.6298,11.35471081,,,,,,,,48.452,10.38713317,,,,,,,,48.452,988.614
,,,,,,,,,,,,,,,,,,,,41.8659,11.25733742,,,,,,,,48.5304,10.27962031,,,,,,,,48.5304,989.1
,,,,,,,,,,,,,,,,,,,,42.102,11.17947447,,,,,,,,48.6088,10.17155144,,,,,,,,48.6088,989.593
,,,,,,,,,,,,,,,,,,,,42.3381,11.1015992,,,,,,,,48.6872,10.06125984,,,,,,,,48.6872,990.065
,,,,,,,,,,,,,,,,,,,,42.5742,11.00421892,,,,,,,,48.7657,9.949216818,,,,,,,,48.7657,990.53
,,,,,,,,,,,,,,,,,,,,42.8103,10.92634437,,,,,,,,48.8441,9.836515067,,,,,,,,48.8441,990.991
,,,,,,,,,,,,,,,,,,,,43.0463,10.82895432,,,,,,,,48.8735,9.79469183,,,,,,,,48.8735,991.171
,,,,,,,,,,,,,,,,,,,,43.2824,10.75106705,,,,,,,,48.9127,9.73704638,,,,,,,,48.9127,991.401
,,,,,,,,,,,,,,,,,,,,43.5185,10.65367663,,,,,,,,48.9715,9.639603366,,,,,,,,48.9715,991.829
,,,,,,,,,,,,,,,,,,,,43.7546,10.57574469,,,,,,,,49.0107,9.573350883,,,,,,,,49.0107,992.126
,,,,,,,,,,,,,,,,,,,,43.9671,10.49783891,,,,,,,,49.0499,9.507018324,,,,,,,,49.0499,992.43
,,,,,,,,,,,,,,,,,,,,44.1796,10.43943664,,,,,,,,49.0891,9.439684082,,,,,,,,49.0891,992.73
,,,,,,,,,,,,,,,,,,,,44.3921,10.38099831,,,,,,,,49.1284,9.36967608,,,,,,,,49.1284,992.996
,,,,,,,,,,,,,,,,,,,,44.6046,10.28358723,,,,,,,,49.1676,9.297721306,,,,,,,,49.1676,993.223
,,,,,,,,,,,,,,,,,,,,44.817,10.1861636,,,,,,,,49.197,9.243881257,,,,,,,,49.197,993.387
,,,,,,,,,,,,,,,,,,,,45.0295,10.12771724,,,,,,,,49.2362,9.175757615,,,,,,,,49.2362,993.668
,,,,,,,,,,,,,,,,,,,,45.1889,10.06927192,,,,,,,,49.2558,9.140844033,,,,,,,,49.2558,993.815
,,,,,,,,,,,,,,,,,,,,45.3748,10.01084194,,,,,,,,49.2754,9.104443195,,,,,,,,49.2754,993.989
,,,,,,,,,,,,,,,,,,,,45.481,9.913423026,,,,,,,,49.295,9.065808887,,,,,,,,49.295,994.218
,,,,,,,,,,,,,,,,,,,,45.5873,9.835470404,,,,,,,,49.3244,9.007885231,,,,,,,,49.3244,994.566
,,,,,,,,,,,,,,,,,,,,45.7998,9.757525767,,,,,,,,49.344,8.968928842,,,,,,,,49.344,994.794
,,,,,,,,,,,,,,,,,,,,45.991,9.67959805,,,,,,,,49.3734,8.90993656,,,,,,,,49.3734,995.126
,,,,,,,,,,,,,,,,,,,,46.1822,9.582161482,,,,,,,,49.393,8.870497398,,,,,,,,49.393,995.344
,,,,,,,,,,,,,,,,,,,,46.3735,9.504190978,,,,,,,,49.4322,8.791690837,,,,,,,,49.4322,995.776
,,,,,,,,,,,,,,,,,,,,46.5647,9.445737894,,,,,,,,49.4675,8.72011548,,,,,,,,49.4675,996.152
,,,,,,,,,,,,,,,,,,,,46.7559,9.328788032,,,,,,,,49.5028,8.646045152,,,,,,,,49.5028,996.54
,,,,,,,,,,,,,,,,,,,,46.9472,9.289820039,,,,,,,,49.5381,8.563799938,,,,,,,,49.5381,997.068
,,,,,,,,,,,,,,,,,,,,47.1384,9.231343147,,,,,,,,49.5734,8.481106598,,,,,,,,49.5734,997.581
,,,,,,,,,,,,,,,,,,,,47.2168,9.192372439,,,,,,,,49.6087,8.398553131,,,,,,,,49.6087,998.085
,,,,,,,,,,,,,,,,,,,,47.2953,9.133887643,,,,,,,,49.644,8.31721572,,,,,,,,49.644,998.591
,,,,,,,,,,,,,,,,,,,,47.3737,9.075411992,,,,,,,,49.6793,8.230709279,,,,,,,,49.6793,999.215
,,,,,,,,,,,,,,,,,,,,47.4521,8.997454519,,,,,,,,49.7146,8.136353136,,,,,,,,49.7146,999.914
,,,,,,,,,,,,,,,,,,,,47.5305,8.938974827,,,,,,,,49.7498,8.040254498,,,,,,,,49.7498,1000.54
,,,,,,,,,,,,,,,,,,,,47.6089,8.880495474,,,,,,,,49.7851,7.946501609,,,,,,,,49.7851,1001.15
,,,,,,,,,,,,,,,,,,,,47.6874,8.782359518,,,,,,,,49.794,7.92083109,,,,,,,,49.794,1001.38
,,,,,,,,,,,,,,,,,,,,47.7658,8.724167537,,,,,,,,49.8072,7.882706867,,,,,,,,49.8072,1001.74
,,,,,,,,,,,,,,,,,,,,47.8442,8.685384155,,,,,,,,49.816,7.855765132,,,,,,,,49.816,1001.97
,,,,,,,,,,,,,,,,,,,,47.9226,8.627194992,,,,,,,,49.8248,7.827529995,,,,,,,,49.8248,1002.18
,,,,,,,,,,,,,,,,,,,,48.001,8.549601636,,,,,,,,49.8337,7.799186131,,,,,,,,49.8337,1002.36
,,,,,,,,,,,,,,,,,,,,48.0795,8.491413157,,,,,,,,49.8425,7.771479605,,,,,,,,49.8425,1002.54
,,,,,,,,,,,,,,,,,,,,48.1383,8.45262602,,,,,,,,49.8513,7.744217664,,,,,,,,49.8513,1002.72
,,,,,,,,,,,,,,,,,,,,48.2167,8.375031421,,,,,,,,49.8601,7.717222199,,,,,,,,49.8601,1002.89
,,,,,,,,,,,,,,,,,,,,48.2951,8.297435403,,,,,,,,49.8689,7.690311071,,,,,,,,49.8689,1003.06
,,,,,,,,,,,,,,,,,,,,48.3735,8.219839907,,,,,,,,49.8778,7.662453416,,,,,,,,49.8778,1003.26
,,,,,,,,,,,,,,,,,,,,48.452,8.161650978,,,,,,,,49.8866,7.630973886,,,,,,,,49.8866,1003.51
,,,,,,,,,,,,,,,,,,,,48.5304,8.084053496,,,,,,,,49.8932,7.607337048,,,,,,,,49.8932,1003.69
,,,,,,,,,,,,,,,,,,,,48.6088,8.006454683,,,,,,,,49.902,7.577068414,,,,,,,,49.902,1003.94
,,,,,,,,,,,,,,,,,,,,48.6872,7.9094469,,,,,,,,49.9109,7.547644068,,,,,,,,49.9109,1004.18
,,,,,,,,,,,,,,,,,,,,48.7657,7.831830959,,,,,,,,49.9197,7.518372973,,,,,,,,49.9197,1004.43
,,,,,,,,,,,,,,,,,,,,48.8441,7.734753404,,,,,,,,49.9285,7.488923578,,,,,,,,49.9285,1004.67
,,,,,,,,,,,,,,,,,,,,48.8735,7.67650625,,,,,,,,49.9373,7.459186853,,,,,,,,49.9373,1004.9
,,,,,,,,,,,,,,,,,,,,48.9127,7.618259362,,,,,,,,49.9461,7.428645175,,,,,,,,49.9461,1005.13
,,,,,,,,,,,,,,,,,,,,48.9715,7.57942451,,,,,,,,49.955,7.393875256,,,,,,,,49.955,1005.45
,,,,,,,,,,,,,,,,,,,,49.0107,7.540590732,,,,,,,,49.9638,7.359855139,,,,,,,,49.9638,1005.75
,,,,,,,,,,,,,,,,,,,,49.0499,7.482347275,,,,,,,,49.9726,7.326571537,,,,,,,,49.9726,1006.05
,,,,,,,,,,,,,,,,,,,,49.0891,7.404687001,,,,,,,,49.9814,7.293884239,,,,,,,,49.9814,1006.34
,,,,,,,,,,,,,,,,,,,,49.1284,7.346443882,,,,,,,,49.9903,7.261601018,,,,,,,,49.9903,1006.62
,,,,,,,,,,,,,,,,,,,,49.1676,7.288200201,,,,,,,,49.9991,7.229255286,,,,,,,,49.9991,1006.9
,,,,,,,,,,,,,,,,,,,,49.197,7.229955805,,,,,,,,50.0079,7.191569328,,,,,,,,50.0079,1007.29
,,,,,,,,,,,,,,,,,,,,49.2362,7.171710734,,,,,,,,50.0167,7.154580586,,,,,,,,50.0167,1007.65
,,,,,,,,,,,,,,,,,,,,49.2558,7.132879761,,,,,,,,50.0255,7.117230428,,,,,,,,50.0255,1007.99
,,,,,,,,,,,,,,,,,,,,49.2754,7.094053643,,,,,,,,50.03,7.097828287,,,,,,,,50.03,1008.15
,,,,,,,,,,,,,,,,,,,,49.295,7.055226785,,,,,,,,50.0338,7.080365633,,,,,,,,50.0338,1008.27
,,,,,,,,,,,,,,,,,,,,49.3244,6.977570583,,,,,,,,50.0404,7.051958327,,,,,,,,50.0404,1008.46
,,,,,,,,,,,,,,,,,,,,49.344,6.938742624,,,,,,,,50.0448,7.030512779,,,,,,,,50.0448,1008.67
,,,,,,,,,,,,,,,,,,,,49.3734,6.919326386,,,,,,,,50.0537,6.989540275,,,,,,,,50.0537,1009.08
,,,,,,,,,,,,,,,,,,,,49.393,6.880497541,,,,,,,,50.0616,6.95451722,,,,,,,,50.0616,1009.43
,,,,,,,,,,,,,,,,,,,,49.4322,6.841670594,,,,,,,,50.0695,6.920757242,,,,,,,,50.0695,1009.75
,,,,,,,,,,,,,,,,,,,,49.4675,6.802844383,,,,,,,,50.0775,6.883426986,,,,,,,,50.0775,1010.15
,,,,,,,,,,,,,,,,,,,,49.5028,6.783427032,,,,,,,,50.0854,6.843669189,,,,,,,,50.0854,1010.6
,,,,,,,,,,,,,,,,,,,,49.5381,6.725186493,,,,,,,,50.0934,6.805807601,,,,,,,,50.0934,1010.99
,,,,,,,,,,,,,,,,,,,,49.5734,6.705771678,,,,,,,,50.1013,6.767314228,,,,,,,,50.1013,1011.4
,,,,,,,,,,,,,,,,,,,,49.6087,6.686355145,,,,,,,,50.1092,6.723963651,,,,,,,,50.1092,1011.91
,,,,,,,,,,,,,,,,,,,,49.644,6.628117635,,,,,,,,50.1172,6.684135152,,,,,,,,50.1172,1012.35
,,,,,,,,,,,,,,,,,,,,49.6793,6.589287353,,,,,,,,50.1192,6.674924533,,,,,,,,50.1192,1012.44
,,,,,,,,,,,,,,,,,,,,49.7146,6.569871364,,,,,,,,50.1202,6.670377523,,,,,,,,50.1202,1012.49
,,,,,,,,,,,,,,,,,,,,49.7498,6.511629505,,,,,,,,50.1222,6.658415924,,,,,,,,50.1222,1012.65
,,,,,,,,,,,,,,,,,,,,49.7851,6.453390113,,,,,,,,50.1241,6.646720777,,,,,,,,50.1241,1012.81
,,,,,,,,,,,,,,,,,,,,49.794,6.395149504,,,,,,,,50.1266,6.63245693,,,,,,,,50.1266,1012.99
,,,,,,,,,,,,,,,,,,,,49.8072,6.336907755,,,,,,,,50.1286,6.621347826,,,,,,,,50.1286,1013.12
,,,,,,,,,,,,,,,,,,,,49.816,6.278664089,,,,,,,,50.1326,6.599925744,,,,,,,,50.1326,1013.38
,,,,,,,,,,,,,,,,,,,,49.8248,6.220423582,,,,,,,,50.1365,6.57969996,,,,,,,,50.1365,1013.59
,,,,,,,,,,,,,,,,,,,,49.8337,6.201008415,,,,,,,,50.1405,6.55427061,,,,,,,,50.1405,1013.92
,,,,,,,,,,,,,,,,,,,,49.8425,6.123358168,,,,,,,,50.1445,6.529400108,,,,,,,,50.1445,1014.22
,,,,,,,,,,,,,,,,,,,,49.8513,6.026292189,,,,,,,,50.1485,6.506327416,,,,,,,,50.1485,1014.48
,,,,,,,,,,,,,,,,,,,,49.8601,5.968052894,,,,,,,,50.1524,6.482357787,,,,,,,,50.1524,1014.75
,,,,,,,,,,,,,,,,,,,,49.8689,5.890407215,,,,,,,,50.1564,6.45480161,,,,,,,,50.1564,1015.1
,,,,,,,,,,,,,,,,,,,,49.8778,5.773934952,,,,,,,,50.1604,6.430235318,,,,,,,,50.1604,1015.38
,,,,,,,,,,,,,,,,,,,,49.8866,5.657468008,,,,,,,,50.1643,6.403559702,,,,,,,,50.1643,1015.69
,,,,,,,,,,,,,,,,,,,,49.8932,5.599236056,,,,,,,,50.1683,6.374007708,,,,,,,,50.1683,1016.03
,,,,,,,,,,,,,,,,,,,,49.902,5.560418894,,,,,,,,50.1719,6.352012563,,,,,,,,50.1719,1016.25
,,,,,,,,,,,,,,,,,,,,49.9109,5.541007688,,,,,,,,50.1751,6.32858694,,,,,,,,50.1751,1016.6
,,,,,,,,,,,,,,,,,,,,49.9197,5.502189424,,,,,,,,50.1783,6.310729208,,,,,,,,50.1783,1016.87
