,time ,Radiance (W),time,df (mm),,,,time ,Radiance (W),time,df (mm),,,Simulation,,time (s),Q(W),,Simulation,time (s),Q (W),,,Simulation,Time(sec),Dflame (mm),,Simulation ,Time(sec),Dflame (mm),,,Simulation,Time(sec),T_max(K),,Simulation,Time(sec),T_max(K)
,,,,,,,,,,,,,,,,,,,,49.9285,5.482778974,,,,,,,,50.1811,6.292019923,,,,,,,,50.1811,1017.16
,,,,,,,,,,,,,,,,,,,,49.9373,5.463369948,,,,,,,,50.184,6.270230049,,,,,,,,50.184,1017.46
,,,,,,,,,,,,,,,,,,,,49.9461,5.4439596,,,,,,,,50.1847,6.265273742,,,,,,,,50.1847,1017.52
,,,,,,,,,,,,,,,,,,,,49.955,5.443960645,,,,,,,,50.1862,6.256052221,,,,,,,,50.1862,1017.61
,,,,,,,,,,,,,,,,,,,,49.9638,5.424550389,,,,,,,,50.1876,6.241918516,,,,,,,,50.1876,1017.81
,,,,,,,,,,,,,,,,,,,,49.9726,5.405145311,,,,,,,,50.1891,6.229729138,,,,,,,,50.1891,1017.97
,,,,,,,,,,,,,,,,,,,,49.9814,5.385735177,,,,,,,,50.1905,6.219551035,,,,,,,,50.1905,1018.08
,,,,,,,,,,,,,,,,,,,,49.9903,5.346921496,,,,,,,,50.1919,6.2088942,,,,,,,,50.1919,1018.21
,,,,,,,,,,,,,,,,,,,,49.9991,5.308106728,,,,,,,,50.1934,6.194677841,,,,,,,,50.1934,1018.4
,,,,,,,,,,,,,,,,,,,,50.0079,5.269289579,,,,,,,,50.1948,6.183106117,,,,,,,,50.1948,1018.54
,,,,,,,,,,,,,,,,,,,,50.0167,5.249886314,,,,,,,,50.1962,6.17279058,,,,,,,,50.1962,1018.64
,,,,,,,,,,,,,,,,,,,,50.0255,5.211074541,,,,,,,,50.1977,6.157925366,,,,,,,,50.1977,1018.85
,,,,,,,,,,,,,,,,,,,,50.03,5.191671522,,,,,,,,50.198,6.154851705,,,,,,,,50.198,1018.89
,,,,,,,,,,,,,,,,,,,,50.0338,5.172265919,,,,,,,,50.1982,6.153421203,,,,,,,,50.1982,1018.91
,,,,,,,,,,,,,,,,,,,,50.0404,5.152858827,,,,,,,,50.1985,6.151406786,,,,,,,,50.1985,1018.93
,,,,,,,,,,,,,,,,,,,,50.0448,5.133455623,,,,,,,,50.1986,6.150466676,,,,,,,,50.1986,1018.94
,,,,,,,,,,,,,,,,,,,,50.0537,5.133456064,,,,,,,,50.1988,6.149273562,,,,,,,,50.1988,1018.96
,,,,,,,,,,,,,,,,,,,,50.0616,5.094645895,,,,,,,,50.1992,6.147093859,,,,,,,,50.1992,1018.98
,,,,,,,,,,,,,,,,,,,,50.0695,5.075245516,,,,,,,,50.1995,6.145205706,,,,,,,,50.1995,1018.99
,,,,,,,,,,,,,,,,,,,,50.0775,5.036437151,,,,,,,,50.2002,6.137751455,,,,,,,,50.2002,1019.1
,,,,,,,,,,,,,,,,,,,,50.0854,4.997632749,,,,,,,,50.201,6.129954786,,,,,,,,50.201,1019.21
,,,,,,,,,,,,,,,,,,,,50.0934,4.978240865,,,,,,,,50.2017,6.123592912,,,,,,,,50.2017,1019.28
,,,,,,,,,,,,,,,,,,,,50.1013,4.939436622,,,,,,,,50.2024,6.118857051,,,,,,,,50.2024,1019.33
,,,,,,,,,,,,,,,,,,,,50.1092,4.920036396,,,,,,,,50.2038,6.104553356,,,,,,,,50.2038,1019.53
,,,,,,,,,,,,,,,,,,,,50.1172,4.90063617,,,,,,,,50.2053,6.095074712,,,,,,,,50.2053,1019.64
,,,,,,,,,,,,,,,,,,,,50.1192,4.881239625,,,,,,,,50.2066,6.081554934,,,,,,,,50.2066,1019.86
,,,,,,,,,,,,,,,,,,,,50.1202,4.86183937,,,,,,,,50.2079,6.072787459,,,,,,,,50.2079,1019.98
,,,,,,,,,,,,,,,,,,,,50.1222,4.842439109,,,,,,,,50.209,6.063092844,,,,,,,,50.209,1020.14
,,,,,,,,,,,,,,,,,,,,50.1241,4.80363936,,,,,,,,50.2101,6.05343095,,,,,,,,50.2101,1020.3
,,,,,,,,,,,,,,,,,,,,50.1266,4.784245358,,,,,,,,50.211,6.048473221,,,,,,,,50.211,1020.39
,,,,,,,,,,,,,,,,,,,,50.1286,4.764853992,,,,,,,,50.2119,6.041391125,,,,,,,,50.2119,1020.53
,,,,,,,,,,,,,,,,,,,,50.1326,4.72605454,,,,,,,,50.2126,6.03511741,,,,,,,,50.2126,1020.66
,,,,,,,,,,,,,,,,,,,,50.1365,4.706660125,,,,,,,,50.2132,6.035522031,,,,,,,,50.2132,1020.67
,,,,,,,,,,,,,,,,,,,,50.1405,4.687265578,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1445,4.64922741,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1485,4.629922708,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1524,4.629931781,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1564,4.610627018,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1604,4.610637973,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1643,4.572031928,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1683,4.552738663,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1719,4.552743669,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1751,4.533441624,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1783,4.53344703,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1811,4.533452394,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.184,4.514155418,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1847,4.494853454,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1862,4.494860964,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1876,4.494868389,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1891,4.475563431,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1905,4.475568416,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1919,4.475573356,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1934,4.456270869,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1948,4.456277917,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1962,4.436972688,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1977,4.436975212,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.198,4.436979897,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1982,4.436984535,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1985,4.417676696,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1986,4.417683683,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1988,4.417690268,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1992,4.39838704,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.1995,4.39839368,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2002,4.379087967,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.201,4.379092193,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2017,4.379094409,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2024,4.379098557,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2038,4.379100496,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2053,4.379104798,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2066,4.359796715,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2079,4.359800929,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.209,4.359804869,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2101,4.359806717,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.211,4.359810783,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2119,4.340502609,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2126,4.340506585,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.2132,4.340510314,,,,,,,,,,,,,,,,,,
