,t,d^2 (mm^2),,t,dflame (mm),,time ,Q (W),time ,Q (W),,Model,t,d^2 (mm^2),dflame (mm),,Model,t,Q (W)
,,,,,,,,,,,,,28.8652,6.681923205,8.656118753,,,2.42,20.50974016
,,,,,,,,,,,,,29.443,6.428115668,8.52551055,,,2.59,20.88130301
,,,,,,,,,,,,,30.0208,6.173869189,8.388709244,,,2.66,21.06708444
,,,,,,,,,,,,,30.5986,5.919232775,8.24511524,,,2.69,21.06708444
,,,,,,,,,,,,,31.1764,5.664286586,8.095290654,,,2.72,21.06708444
,,,,,,,,,,,,,31.7542,5.409098932,7.938702622,,,2.75,21.25238311
,,,,,,,,,,,,,32.332,5.153732962,7.776673312,,,2.79,21.25286586
,,,,,,,,,,,,,32.852,4.923767494,7.624520352,,,2.81,21.25286586
,,,,,,,,,,,,,33.372,4.693804326,7.46680027,,,2.84,21.43816453
,,,,,,,,,,,,,33.892,4.463821548,7.302792228,,,2.87,21.43816453
,,,,,,,,,,,,,34.412,4.233965637,7.1324724,,,2.9,21.43864728
,,,,,,,,,,,,,34.9321,4.004347142,6.955750381,,,2.94,21.62394596
,,,,,,,,,,,,,35.4521,3.774979568,6.77170444,,,3.1,21.81077027
,,,,,,,,,,,,,35.9721,3.54598422,6.580883432,,,3.17,21.99606894
,,,,,,,,,,,,,36.4401,3.340193872,6.401950226,,,3.21,21.99606894
,,,,,,,,,,,,,36.9081,3.134848695,6.21610581,,,3.25,22.18184545
,,,,,,,,,,,,,37.3761,2.929978148,6.023437995,,,3.3,22.18184545
,,,,,,,,,,,,,37.8441,2.725638145,5.825469122,,,3.34,22.18184545
,,,,,,,,,,,,,38.3122,2.521958916,5.618912776,,,3.37,22.36762196
,,,,,,,,,,,,,38.7802,2.31907107,5.403305539,,,3.4,22.36762196
,,,,,,,,,,,,,39.2482,2.117056201,5.178006639,,,3.43,22.36762196
,,,,,,,,,,,,,39.7162,1.916057528,4.941074352,,,3.45,22.36762196
,,,,,,,,,,,,,40.1842,1.716355954,4.693268843,,,3.48,22.55339847
,,,,,,,,,,,,,40.6054,1.537883644,4.460127999,,,3.5,22.55394108
,,,,,,,,,,,,,41.0266,1.360855385,4.213727866,,,3.54,22.55394108
,,,,,,,,,,,,,41.4479,1.185499138,3.952110918,,,3.7,22.74018565
,,,,,,,,,,,,,41.8691,1.012178863,3.673103683,,,3.77,22.92548432
,,,,,,,,,,,,,42.2903,0.841348327,3.3765045,,,3.84,22.92595727
,,,,,,,,,,,,,42.6681,0.690753072,3.088061496,,,3.86,22.92595727
,,,,,,,,,,,,,42.9325,0.587251805,2.871155302,,,3.93,23.11125594
,,,,,,,,,,,,,43.1543,0.501849869,2.677704459,,,3.98,23.11172889
,,,,,,,,,,,,,43.3761,0.417978116,2.4725492,,,4.04,23.29754793
,,,,,,,,,,,,,43.5758,0.344048072,2.276028846,,,4.1,23.29754793
,,,,,,,,,,,,,43.7213,0.291269686,2.123555814,,,4.14,23.29801601
,,,,,,,,,,,,,43.8425,0.248142135,1.989462114,,,4.2,23.29801601
,,,,,,,,,,,,,43.9637,0.20589063,1.847464082,,,4.27,23.48378277
,,,,,,,,,,,,,44.0728,0.168731662,1.71186304,,,4.34,23.48425086
,,,,,,,,,,,,,44.1514,0.142570388,1.609520969,,,4.38,23.48425086
,,,,,,,,,,,,,44.2165,0.121332293,1.520094965,,,4.42,23.48471894
,,,,,,,,,,,,,44.2816,0.10054082,1.424918918,,,4.48,23.67051593
,,,,,,,,,,,,,44.3401,0.082267962,1.333981942,,,4.53,23.67097918
,,,,,,,,,,,,,44.3824,0.069373309,1.265079354,,,4.67,23.85627786
,,,,,,,,,,,,,44.4173,0.05896068,1.203653172,,,4.72,23.85627786
,,,,,,,,,,,,,44.4522,0.048776043,1.140389676,,,4.81,24.04203978
,,,,,,,,,,,,,44.4836,0.039833198,1.078243541,,,4.89,24.04203978
,,,,,,,,,,,,,44.5056,0.033737208,1.033101278,,,4.94,24.04298432
,,,,,,,,,,,,,44.5275,0.027782543,0.984947251,,,5.01,24.04312185
,,,,,,,,,,,,,44.5472,0.022566239,0.938898554,,,5.06,24.22864974
,,,,,,,,,,,,,44.561,0.019016522,0.90579073,,,5.08,24.22878727
,,,,,,,,,,,,,44.5723,0.016170725,0.879295938,,,5.14,24.22906233
,,,,,,,,,,,,,44.5743,0.015694114,0.874658772,,,5.18,24.22933739
,,,,,,,,,,,,,44.5781,0.014748155,0.866433076,,,5.23,24.22961245
,,,,,,,,,,,,,44.582,0.013813446,0.859625919,,,5.26,24.22979582
,,,,,,,,,,,,,44.5859,0.012891365,0.85366179,,,5.31,24.23007088
,,,,,,,,,,,,,44.5884,0.012295676,0.852504719,,,5.34,24.23020841
,,,,,,,,,,,,,44.5905,0.011798815,0.853421196,,,5.4,24.23084854
,,,,,,,,,,,,,44.5923,0.011392422,0.858035667,,,5.46,24.23098463
,,,,,,,,,,,,,44.594,0.010991751,0.869626927,,,5.75,24.60212636
,,,,,,,,,,,,,44.5958,0.01059845,0.893362498,,,5.84,24.60275312
,,,,,,,,,,,,,44.597,0.010347015,0.918840705,,,5.96,24.78836602
,,,,,,,,,,,,,44.5981,0.010100705,0.953928283,,,6.02,24.78859046
,,,,,,,,,,,,,44.5992,0.009884064,0.993858033,,,6.08,24.78885979
,,,,,,,,,,,,,44.6002,0.009672959,1.040298476,,,6.14,24.78912912
,,,,,,,,,,,,,44.6012,0.009467285,1.090893857,,,6.16,24.78926378
,,,,,,,,,,,,,44.6031,0.009111264,1.187405793,,,6.18,24.78944334
,,,,,,,,,,,,,44.605,0.0087724,1.28181596,,,6.22,24.78971267
,,,,,,,,,,,,,44.6068,0.008448925,1.368380949,,,6.24,24.60459355
,,,,,,,,,,,,,44.6087,0.008139178,1.449092863,,,6.33,24.60572771
,,,,,,,,,,,,,44.6106,0.007841662,1.521315346,,,6.35,24.60586096
,,,,,,,,,,,,,44.6124,0.007555018,1.585582794,,,6.37,24.6059942
,,,,,,,,,,,,,44.6143,0.007278053,1.64355898,,,6.42,24.60621627
,,,,,,,,,,,,,44.6162,0.007009707,1.696192738,,,6.44,24.6063051
,,,,,,,,,,,,,44.618,0.006749079,1.74406032,,,6.5,24.60643835
,,,,,,,,,,,,,44.6199,0.006495354,1.787222092,,,6.61,24.79187027
,,,,,,,,,,,,,44.6218,0.006247846,1.825964847,,,6.96,25.1632679
,,,,,,,,,,,,,44.6236,0.006005929,1.860285181,,,6.96,25.1632679
,,,,,,,,,,,,,44.6255,0.005769092,1.892803223,,,7.07,25.16384021
,,,,,,,,,,,,,44.6274,0.005536849,1.921605746,,,7.16,25.16405759
,,,,,,,,,,,,,44.6292,0.00530878,1.947000571,,,7.26,25.34961711
,,,,,,,,,,,,,44.6311,0.005084543,1.971389176,,,7.34,25.34992143
,,,,,,,,,,,,,44.633,0.004863828,1.991577247,,,7.4,25.35018228
,,,,,,,,,,,,,44.6348,0.004646347,2.011812683,,,7.45,25.16518793
,,,,,,,,,,,,,44.6367,0.00443186,2.027631925,,,7.48,25.16582594
,,,,,,,,,,,,,44.6385,0.004220114,2.044186014,,,7.51,25.16608399
,,,,,,,,,,,,,44.6404,0.004010918,2.056555679,,,7.54,25.16638505
,,,,,,,,,,,,,44.6423,0.003804136,2.069090515,,,7.55,25.16651408
,,,,,,,,,,,,,44.6441,0.003599645,2.077903725,,,7.57,25.16660009
,,,,,,,,,,,,,44.646,0.003397359,2.086149598,,,7.58,25.16672912
,,,,,,,,,,,,,44.6479,0.003197128,2.091462728,,,7.6,24.98160248
,,,,,,,,,,,,,44.6497,0.002998842,2.09539238,,,7.62,24.98168849
,,,,,,,,,,,,,44.6516,0.002802392,2.097360539,,,7.63,24.98177451
,,,,,,,,,,,,,44.6535,0.002607668,2.096977559,,,7.65,24.98186053
,,,,,,,,,,,,,44.6553,0.002414717,2.095373712,,,7.67,24.98194654
,,,,,,,,,,,,,44.657,0.002242385,2.090806754,,,7.71,25.16733124
,,,,,,,,,,,,,44.6585,0.002088322,2.086904392,,,7.76,25.16741725
,,,,,,,,,,,,,44.6599,0.001950511,2.080643262,,,7.84,25.16746026
,,,,,,,,,,,,,44.6613,0.001813489,2.073661033,,,8.25,25.53893903
,,,,,,,,,,,,,44.6626,0.001677247,2.065427916,,,8.44,25.72449021
,,,,,,,,,,,,,44.664,0.001541755,2.054009104,,,8.58,25.72474271
,,,,,,,,,,,,,,,,,,8.67,25.72529713
,,,,,,,,,,,,,,,,,,8.72,25.725422
,,,,,,,,,,,,,,,,,,8.77,25.7255885
,,,,,,,,,,,,,,,,,,8.79,25.72567175
,,,,,,,,,,,,,,,,,,8.82,25.72579663
,,,,,,,,,,,,,,,,,,8.84,25.72596313
,,,,,,,,,,,,,,,,,,8.87,25.72612963
,,,,,,,,,,,,,,,,,,8.9,25.5410807
,,,,,,,,,,,,,,,,,,8.91,25.5412472
,,,,,,,,,,,,,,,,,,8.92,25.54149695
,,,,,,,,,,,,,,,,,,8.93,25.35653127
,,,,,,,,,,,,,,,,,,8.94,25.35682265
,,,,,,,,,,,,,,,,,,8.95,25.17185697
,,,,,,,,,,,,,,,,,,8.95,25.17214834
,,,,,,,,,,,,,,,,,,8.96,25.17243972
,,,,,,,,,,,,,,,,,,8.97,24.98739079
,,,,,,,,,,,,,,,,,,8.97,24.98790272
,,,,,,,,,,,,,,,,,,8.98,24.98794389
,,,,,,,,,,,,,,,,,,8.98,24.98798506
,,,,,,,,,,,,,,,,,,8.98,24.98802623
,,,,,,,,,,,,,,,,,,8.98,24.98806739
,,,,,,,,,,,,,,,,,,8.98,24.98810856
,,,,,,,,,,,,,,,,,,8.98,24.98810856
,,,,,,,,,,,,,,,,,,8.98,24.98814973
,,,,,,,,,,,,,,,,,,8.99,24.9881909
,,,,,,,,,,,,,,,,,,8.99,24.80301573
,,,,,,,,,,,,,,,,,,9,24.8030569
,,,,,,,,,,,,,,,,,,9.01,24.98835558
,,,,,,,,,,,,,,,,,,9.02,24.98831441
,,,,,,,,,,,,,,,,,,9.02,24.98831441
,,,,,,,,,,,,,,,,,,9.03,24.98823207
,,,,,,,,,,,,,,,,,,9.03,24.98814973
,,,,,,,,,,,,,,,,,,9.04,25.17328373
,,,,,,,,,,,,,,,,,,9.06,25.35808838
,,,,,,,,,,,,,,,,,,9.07,25.35800604
,,,,,,,,,,,,,,,,,,9.07,25.35796488
,,,,,,,,,,,,,,,,,,9.07,25.35788254
,,,,,,,,,,,,,,,,,,9.08,25.3578002
,,,,,,,,,,,,,,,,,,9.08,25.35771786
,,,,,,,,,,,,,,,,,,9.08,25.35767669
,,,,,,,,,,,,,,,,,,9.09,25.35759436
,,,,,,,,,,,,,,,,,,9.09,25.54285186
,,,,,,,,,,,,,,,,,,9.09,25.54281069
,,,,,,,,,,,,,,,,,,9.1,25.54276953
,,,,,,,,,,,,,,,,,,9.1,25.54276953
,,,,,,,,,,,,,,,,,,9.1,25.54276953
,,,,,,,,,,,,,,,,,,9.1,25.54276953
,,,,,,,,,,,,,,,,,,9.1,25.54272836
,,,,,,,,,,,,,,,,,,9.1,25.54272836
,,,,,,,,,,,,,,,,,,9.1,25.54272836
,,,,,,,,,,,,,,,,,,9.1,25.54272836
,,,,,,,,,,,,,,,,,,9.1,25.54272836
,,,,,,,,,,,,,,,,,,9.11,25.54272836
,,,,,,,,,,,,,,,,,,9.11,25.54272836
,,,,,,,,,,,,,,,,,,9.11,25.54272836
,,,,,,,,,,,,,,,,,,9.11,25.54272836
,,,,,,,,,,,,,,,,,,9.12,25.54272836
,,,,,,,,,,,,,,,,,,9.13,25.54281069
,,,,,,,,,,,,,,,,,,9.14,25.54285186
,,,,,,,,,,,,,,,,,,9.14,25.54289303
,,,,,,,,,,,,,,,,,,9.15,25.35767669
,,,,,,,,,,,,,,,,,,9.16,25.35771786
,,,,,,,,,,,,,,,,,,9.16,25.35775903
,,,,,,,,,,,,,,,,,,9.17,25.35775903
,,,,,,,,,,,,,,,,,,9.17,25.35775903
,,,,,,,,,,,,,,,,,,9.17,25.3578002
,,,,,,,,,,,,,,,,,,9.18,25.3578002
,,,,,,,,,,,,,,,,,,9.18,25.3578002
,,,,,,,,,,,,,,,,,,9.19,25.35784137
,,,,,,,,,,,,,,,,,,9.2,25.35784137
,,,,,,,,,,,,,,,,,,9.2,25.35784137
,,,,,,,,,,,,,,,,,,9.22,25.54314004
,,,,,,,,,,,,,,,,,,9.28,25.54309888
,,,,,,,,,,,,,,,,,,9.39,25.72862596
,,,,,,,,,,,,,,,,,,9.68,25.91404678
,,,,,,,,,,,,,,,,,,10,25.91509838
,,,,,,,,,,,,,,,,,,10.2,25.9154169
,,,,,,,,,,,,,,,,,,10.2,25.91545672
,,,,,,,,,,,,,,,,,,10.2,25.91557616
,,,,,,,,,,,,,,,,,,10.3,25.91565579
,,,,,,,,,,,,,,,,,,10.3,25.91573542
,,,,,,,,,,,,,,,,,,10.3,25.91581505
,,,,,,,,,,,,,,,,,,10.3,25.91585487
,,,,,,,,,,,,,,,,,,10.3,25.91589468
,,,,,,,,,,,,,,,,,,10.3,25.73067564
,,,,,,,,,,,,,,,,,,10.3,25.73071546
,,,,,,,,,,,,,,,,,,10.3,25.73079509
,,,,,,,,,,,,,,,,,,10.3,25.7308349
,,,,,,,,,,,,,,,,,,10.3,25.73087472
,,,,,,,,,,,,,,,,,,10.3,25.73095435
,,,,,,,,,,,,,,,,,,10.3,25.73099416
,,,,,,,,,,,,,,,,,,10.3,25.73103398
,,,,,,,,,,,,,,,,,,10.3,25.73107379
,,,,,,,,,,,,,,,,,,10.3,25.73115342
,,,,,,,,,,,,,,,,,,10.3,25.54589457
,,,,,,,,,,,,,,,,,,10.3,25.54593438
,,,,,,,,,,,,,,,,,,10.3,25.54601401
,,,,,,,,,,,,,,,,,,10.3,25.54613346
,,,,,,,,,,,,,,,,,,10.3,25.54629272
,,,,,,,,,,,,,,,,,,10.3,25.3613922
,,,,,,,,,,,,,,,,,,10.3,25.17657131
,,,,,,,,,,,,,,,,,,10.5,25.6221
,,,,,,,,,,,,,,,,,,11,25.72289
,,,,,,,,,,,,,,,,,,11.6,25.8015
,,,,,,,,,,,,,,,,,,11.6,25.94021
,,,,,,,,,,,,,,,,,,11.7,26.1256
,,,,,,,,,,,,,,,,,,11.7,26.28075
,,,,,,,,,,,,,,,,,,11.8,26.4099
,,,,,,,,,,,,,,,,,,12,26.35674
,,,,,,,,,,,,,,,,,,12,24.75963749
,,,,,,,,,,,,,,,,,,12,23.89532774
,,,,,,,,,,,,,,,,,,12.1,22.59895578
,,,,,,,,,,,,,,,,,,12.1,21.17326162
,,,,,,,,,,,,,,,,,,12.1,20.04981658
,,,,,,,,,,,,,,,,,,12.1,19.0558019
,,,,,,,,,,,,,,,,,,12.1,18.1697994
,,,,,,,,,,,,,,,,,,12.1,17.43502313
,,,,,,,,,,,,,,,,,,12.2,16.80835074
,,,,,,,,,,,,,,,,,,12.2,16.24647649
,,,,,,,,,,,,,,,,,,12.2,15.5550518
,,,,,,,,,,,,,,,,,,12.2,15.10128142
,,,,,,,,,,,,,,,,,,12.2,14.66914099
,,,,,,,,,,,,,,,,,,12.2,14.40985673
,,,,,,,,,,,,,,,,,,12.2,14.04251444
,,,,,,,,,,,,,,,,,,12.3,13.69684794
,,,,,,,,,,,,,,,,,,12.3,13.26479919
,,,,,,,,,,,,,,,,,,12.3,12.87573527
,,,,,,,,,,,,,,,,,,12.3,12.5302063
,,,,,,,,,,,,,,,,,,12.3,12.18467732
,,,,,,,,,,,,,,,,,,12.4,11.88222487
,,,,,,,,,,,,,,,,,,12.4,11.60131066
,,,,,,,,,,,,,,,,,,12.4,11.34239315
,,,,,,,,,,,,,,,,,,12.4,11.10455546
,,,,,,,,,,,,,,,,,,12.4,10.8671762
,,,,,,,,,,,,,,,,,,12.5,10.6513352
,,,,,,,,,,,,,,,,,,12.5,10.45703246
,,,,,,,,,,,,,,,,,,12.5,10.26329468
,,,,,,,,,,,,,,,,,,12.5,10.09053498
,,,,,,,,,,,,,,,,,,12.5,10.04745846
,,,,,,,,,,,,,,,,,,12.5,9.982390049
,,,,,,,,,,,,,,,,,,12.5,9.917775279
,,,,,,,,,,,,,,,,,,12.6,9.85316051
,,,,,,,,,,,,,,,,,,12.6,9.78854574
,,,,,,,,,,,,,,,,,,12.6,9.745015581
,,,,,,,,,,,,,,,,,,12.6,9.701939068
,,,,,,,,,,,,,,,,,,12.6,9.658862555
,,,,,,,,,,,,,,,,,,12.6,9.615786041
,,,,,,,,,,,,,,,,,,12.6,9.572709528
,,,,,,,,,,,,,,,,,,12.6,9.465018245
,,,,,,,,,,,,,,,,,,12.7,9.292258547
,,,,,,,,,,,,,,,,,,12.7,9.076422335
,,,,,,,,,,,,,,,,,,12.9,8.214131228
,,,,,,,,,,,,,,,,,,13.2,7.437407341
,,,,,,,,,,,,,,,,,,13.4,6.790538347
,,,,,,,,,,,,,,,,,,14.2,5.583028254
,,,,,,,,,,,,,,,,,,15.2,4.720654034
,,,,,,,,,,,,,,,,,,16.1,4.226006777
,,,,,,,,,,,,,,,,,,16.8,3.924986884
,,,,,,,,,,,,,,,,,,17.4,3.688996563
,,,,,,,,,,,,,,,,,,18.3,3.452624213
,,,,,,,,,,,,,,,,,,19.1,3.260011697
,,,,,,,,,,,,,,,,,,19.9,3.088657572
,,,,,,,,,,,,,,,,,,20.7,2.961034077
,,,,,,,,,,,,,,,,,,21.5,2.833400706
,,,,,,,,,,,,,,,,,,22.3,2.726657782
,,,,,,,,,,,,,,,,,,23,2.642086987
,,,,,,,,,,,,,,,,,,23.6,2.578417296
,,,,,,,,,,,,,,,,,,24.2,2.515049312
,,,,,,,,,,,,,,,,,,24.8,2.451984415
,,,,,,,,,,,,,,,,,,25.4,2.388584059
,,,,,,,,,,,,,,,,,,26,2.346430622
,,,,,,,,,,,,,,,,,,26.6,2.283594232
,,,,,,,,,,,,,,,,,,27.1,2.241426104
,,,,,,,,,,,,,,,,,,27.7,2.177967642
,,,,,,,,,,,,,,,,,,28.3,2.136355739
,,,,,,,,,,,,,,,,,,28.9,2.09655553
,,,,,,,,,,,,,,,,,,29.4,2.052978184
,,,,,,,,,,,,,,,,,,30,2.011305422
,,,,,,,,,,,,,,,,,,30.6,1.969292326
,,,,,,,,,,,,,,,,,,31.2,1.927583675
,,,,,,,,,,,,,,,,,,31.8,1.888197414
,,,,,,,,,,,,,,,,,,32.3,1.848773832
,,,,,,,,,,,,,,,,,,32.9,1.813451486
,,,,,,,,,,,,,,,,,,33.4,1.769087196
,,,,,,,,,,,,,,,,,,33.9,1.736200326
,,,,,,,,,,,,,,,,,,34.4,1.7009859
,,,,,,,,,,,,,,,,,,34.9,1.668031962
,,,,,,,,,,,,,,,,,,35.5,1.635040251
,,,,,,,,,,,,,,,,,,36,1.599950351
,,,,,,,,,,,,,,,,,,36.4,1.571011638
,,,,,,,,,,,,,,,,,,36.9,1.540055895
,,,,,,,,,,,,,,,,,,37.4,1.509100088
,,,,,,,,,,,,,,,,,,37.8,1.480283724
,,,,,,,,,,,,,,,,,,38.3,1.449228687
,,,,,,,,,,,,,,,,,,38.8,1.418255596
,,,,,,,,,,,,,,,,,,39.2,1.387298305
,,,,,,,,,,,,,,,,,,39.7,1.356316825
,,,,,,,,,,,,,,,,,,40.2,1.325335643
,,,,,,,,,,,,,,,,,,40.6,1.296297272
,,,,,,,,,,,,,,,,,,41,1.267341476
,,,,,,,,,,,,,,,,,,41.4,1.238369571
,,,,,,,,,,,,,,,,,,41.9,1.209371049
,,,,,,,,,,,,,,,,,,42.3,1.178232639
,,,,,,,,,,,,,,,,,,42.7,1.145661593
,,,,,,,,,,,,,,,,,,42.9,1.127072669
,,,,,,,,,,,,,,,,,,43.2,1.110504185
,,,,,,,,,,,,,,,,,,43.4,1.093955335
,,,,,,,,,,,,,,,,,,43.6,1.07731676
,,,,,,,,,,,,,,,,,,43.7,1.06696521
,,,,,,,,,,,,,,,,,,43.8,1.058695672
,,,,,,,,,,,,,,,,,,44,1.048272639
,,,,,,,,,,,,,,,,,,44.1,1.042090165
,,,,,,,,,,,,,,,,,,44.2,1.033714288
,,,,,,,,,,,,,,,,,,44.2,1.02956809
,,,,,,,,,,,,,,,,,,44.3,1.020455368
,,,,,,,,,,,,,,,,,,44.3,1.016318217
,,,,,,,,,,,,,,,,,,44.4,1.014267152
,,,,,,,,,,,,,,,,,,44.4,1.010084172
,,,,,,,,,,,,,,,,,,44.5,1.008016535
,,,,,,,,,,,,,,,,,,44.5,1.005945297
,,,,,,,,,,,,,,,,,,44.5,1.003859219
,,,,,,,,,,,,,,,,,,44.5,1.003892894
,,,,,,,,,,,,,,,,,,44.5,1.001800048
,,,,,,,,,,,,,,,,,,44.6,0.999697852
,,,,,,,,,,,,,,,,,,44.6,0.999714061
,,,,,,,,,,,,,,,,,,44.6,0.999716707
,,,,,,,,,,,,,,,,,,44.6,0.994862575
,,,,,,,,,,,,,,,,,,44.6,0.994867586
,,,,,,,,,,,,,,,,,,44.6,0.994873122
,,,,,,,,,,,,,,,,,,44.6,0.994876397
,,,,,,,,,,,,,,,,,,44.6,0.99487955
,,,,,,,,,,,,,,,,,,44.6,0.994881779
,,,,,,,,,,,,,,,,,,44.6,0.994883969
,,,,,,,,,,,,,,,,,,44.6,0.994886486
,,,,,,,,,,,,,,,,,,44.6,0.994888108
,,,,,,,,,,,,,,,,,,44.6,0.994889554
,,,,,,,,,,,,,,,,,,44.6,0.994890918
,,,,,,,,,,,,,,,,,,44.6,0.994892458
,,,,,,,,,,,,,,,,,,44.6,0.994893969
,,,,,,,,,,,,,,,,,,44.6,0.994896338
,,,,,,,,,,,,,,,,,,44.6,0.99489851
,,,,,,,,,,,,,,,,,,44.6,0.994900734
,,,,,,,,,,,,,,,,,,44.6,0.992790196
,,,,,,,,,,,,,,,,,,44.6,0.992792116
,,,,,,,,,,,,,,,,,,44.6,0.992793877
,,,,,,,,,,,,,,,,,,44.6,0.992795429
,,,,,,,,,,,,,,,,,,44.6,0.992797096
,,,,,,,,,,,,,,,,,,44.6,0.992798562
,,,,,,,,,,,,,,,,,,44.6,0.992799989
,,,,,,,,,,,,,,,,,,44.6,0.992801377
,,,,,,,,,,,,,,,,,,44.6,0.992802517
,,,,,,,,,,,,,,,,,,44.6,0.992803973
,,,,,,,,,,,,,,,,,,44.6,0.992805249
,,,,,,,,,,,,,,,,,,44.6,0.992806304
,,,,,,,,,,,,,,,,,,44.6,0.992807514
,,,,,,,,,,,,,,,,,,44.6,0.992808518
,,,,,,,,,,,,,,,,,,44.6,0.992809662
,,,,,,,,,,,,,,,,,,44.6,0.992810733
,,,,,,,,,,,,,,,,,,44.6,0.990699402
,,,,,,,,,,,,,,,,,,44.6,0.990700414
,,,,,,,,,,,,,,,,,,44.6,0.990701423
,,,,,,,,,,,,,,,,,,44.6,0.990702377
,,,,,,,,,,,,,,,,,,44.6,0.990703304
,,,,,,,,,,,,,,,,,,44.6,0.990704315
,,,,,,,,,,,,,,,,,,44.6,0.990705277
,,,,,,,,,,,,,,,,,,44.7,0.990706114
,,,,,,,,,,,,,,,,,,44.7,0.990707013
,,,,,,,,,,,,,,,,,,44.7,0.990707962
,,,,,,,,,,,,,,,,,,44.7,0.990708789
,,,,,,,,,,,,,,,,,,44.7,0.985882545
,,,,,,,,,,,,,,,,,,44.7,0.985883162
,,,,,,,,,,,,,,,,,,44.7,0.985883831
,,,,,,,,,,,,,,,,,,44.7,0.985884462
,,,,,,,,,,,,,,,,,,44.7,0.985885076
